pd_id,ad_id,coder,adsponsortype,row,RecordedDate,NOCODE,NOCODE_TXT,TEXT,VIDEO,IMAGE,LINK,ADREMOVED,NODISCLAIMER,OFFICE1,CAND1,FECID1,TONE1,OFFICE2,CAND2,FECID2,TONE2,OFFICE3,CAND3,FECID3,TONE3,OFFICE4,CAND4,FECID4,TONE4,OFFICE5,CAND5,FECID5,TONE5,OFFICE6,CAND6,FECID6,TONE6,OFFICE7,CAND7,FECID7,TONE7,OFFICE8,CAND8,FECID8,TONE8,MORETHAN8,MORETHAN8_TXT,candnumber,othercand1_mnt,othercand1_pic,othercand1_audio,othercand1_ocr,othercand1_txt,othercand2_mnt,othercand2_pic,othercand2_audio,othercand2_ocr,othercand2_txt,othercand3_mnt,othercand3_pic,othercand3_audio,othercand3_ocr,othercand3_txt,othercand4_mnt,othercand4_pic,othercand4_audio,othercand4_ocr,othercand4_txt,othercand5_mnt,othercand5_pic,othercand5_audio,othercand5_ocr,othercand5_txt,DEMMT,GOPMT,FAVORED,MULTI_FAV,TARGETED,MULTI_TGT,NOCAND,FAV1,FAV2,FAV3,FAV4,FAV5,FAV6,FAV7,FAV8,TGT1,TGT2,TGT3,TGT4,TGT5,TGT6,TGT7,TGT8,DONATE,CONTACT,PURCHASE,GOTV,EVENT,POLL,GATHERINFO,LEARNMORE,PRIMARY_PERSUADE,MENTION1,MENTION33,MENTION3,MENTION4,MENTION5,MENTION6,MENTION7,MENTION8,MENTION15,MENTION16,MENTION17,MENTION19,MENTION21,MENTION23,MENTIONCOMM,MENTIONNEIGH,MENTIONTOGETH,MENTION18,MENTION26,MENTIONWC,MENTIONMC,MENTIONUC,TOC_DRUGS,TOC_ECON,TOC_EDU,TOC_ENVT,TOC_ETHICS,TOC_FOREIGN,TOC_HEALTH,TOC_LAW,TOC_SOCIAL,TOC_OTHER,ISSUE210,ISSUE41,ISSUE54,ISSUE106,ISSUE44,ISSUE33,ISSUE22,ISSUE10,ISSUE11,ISSUE12,ISSUE13,ISSUE20,ISSUE18,ISSUE16,ISSUE217,ISSUE17,ISSUE14,ISSUE215,ISSUE23,ISSUE19,ISSUE15,ISSUE21,ISSUE24,ISSUE50,ISSUE51,ISSUE52,ISSUE80,ISSUE82,ISSUE113,ISSUE83,ISSUE84,ISSUE90,ISSUE91,ISSUE92,ISSUE60,ISSUE61,ISSUE62,ISSUE63,ISSUE64,ISSUE68,ISSUE69,ISSUE66,ISSUE67,ISSUE70,ISSUE71,ISSUE72,ISSUE73,ISSUE74,ISSUE75,ISSUE76,ISSUE65,ISSUE114,ISSUE53,ISSUE59,ISSUE58,ISSUE55,ISSUE110,ISSUE218,ISSUE219,ISSUE220,ISSUE208,ISSUE105,ISSUE116,ISSUE117,ISSUE209,ISSUE40,ISSUE45,ISSUE43,ISSUE42,ISSUE212,ISSUE221,ISSUE200,ISSUE95,ISSUE109,ISSUE30,ISSUE32,ISSUE37,GUNPIC,ISSUE108,ISSUE102,ISSUE56,ISSUE57,ISSUE112,ISSUE31,ISSUE101,ISSUE38,ISSUE39,ISSUE34,ISSUE35,ISSUE36,ISSUE107,ISSUE93,ISSUE111,ISSUE94,ISSUE96,ISSUE98,ISSUE99,ISSUE103,ISSUE104,ISSUE118,ISSUE97,ISSUE97_TXT,CAND1_pic,CAND1_pic_tone,CAND2_pic,CAND2_pic_tone,CAND3_pic,CAND3_pic_tone,CAND4_pic,CAND4_pic_tone,CAND5_pic,CAND5_pic_tone,CAND6_pic,CAND6_pic_tone,CAND7_pic,CAND7_pic_tone,CAND8_pic,CAND8_pic_tone,pic_face,pic_color,pic_otherpeople,pic_oth,pic_oth_txt,PAGENAME_INFO,PAGENAME_INFO_TXT,OTHERNOTES,OTHERNOTES_TXT,PROB_VID_NOCODE,PROB_VID_PARTIAL,PROB_DONTUSE,PROB_SPANISH,PROB_OTH,PROB_QUEST,PROB_OTH_TXT,PROB_QUEST_TXT,NOMINATE,NOMINATE_TXT,page_id,funding_entity,fbcodingset,rec_num,page_name,page_name_url,wmp_office_post090120,wmp_spontype,sponsor_name
pd-2467206156637366-2,x_1729648393877547,achampeau@wesleyan.edu,candidate,4446,30 Dec 21,, ,Text,Video(s),,Link(s),,,Down-ballot candidate/governor,Down-ballot candidate/governor,,In a way to show approval or support,Other national politician,Mike Pence,WMPID1,In a way to show disaproval or opposition,,,,,,,,,,,,,,,,,,,,,,,,,, ,2,Mentioned in text of the ad,Pictured in image or video,Mentioned in audio of video,Mentioned in on-screen text of video or image,Woody Myers,,,,, ,,,,, ,,,,, ,,,,, ,No,No,One favored candidate,,,,,Down-ballot candidate/governor,,,,,,,,,,,,,,,,,,,,,,,Invite the viewer to learn more about a group/candidate,Yes,,,,,Experience,,,,,,,,,,,,,,,,,,,Economic Policy,,,,,Health/Healthcare,Law & Order,Social/Social Welfare Issues,,,,,,,,Economy (generic reference),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health Care (not prescription drugs),,Women's Health,,,,,,Outbreaks of infectious disease (incl. Coronavirus),,,No,No,,,,,Police/police brutality/Racial Violence,Protests/riots,,Immigration,,,,,,,,,,,LGBTQ Issues/Rights,,,Civil Rights/Racial Discrimination,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, ,,Myers For Governor,Set of 1K candidate ads,10695,Dr. Woody Myers,https://www.facebook.com/,governor,campaign,"MYERS, WOODROW (WOODY)"
pd-24810773606-1,x_1043309752748782,achampeau@wesleyan.edu,candidate,3101,30 Oct 21,, ,Text,Video(s),,Link(s),,,Other national politician,Barack Obama,WMPID3,In a way to show approval or support,President,Joe Biden,P80000722,In a way to show approval or support,Other national politician,Kamala Harris,WMPID2,In a way to show approval or support,,,,,,,,,,,,,,,,,,,,,, ,3,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,One favored candidate,,,,,,Joe Biden,,,,,,,,,,,,,,,,,,,,,Solicitation of viewers' email/name/information (other than a poll),Invite the viewer to learn more about a group/candidate,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social/Social Welfare Issues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral/Family/Religious Values,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, ,x_24810773606,BIDEN FOR PRESIDENT,Set of 3K non-cd ads,2674,,https://www.facebook.com/24810773606,president,campaign,"BIDEN, JOSEPH R JR"
pd-24810773606-1,x_1014882672325817,achampeau@wesleyan.edu,candidate,3102,30 Oct 21,, ,Text,Video(s),,Link(s),,,President,Donald Trump,P80001571,In a way to show disaproval or opposition,President,Joe Biden,P80000722,In a way to show approval or support,Other national politician,Kamala Harris,WMPID2,In a way to show approval or support,,,,,,,,,,,,,,,,,,,,,, ,3,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,One favored candidate,,One targeted candidate,,,,Joe Biden,,,,,,,Donald Trump,,,,,,,,,,,,,,Solicitation of viewers' email/name/information (other than a poll),Invite the viewer to learn more about a group/candidate,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health/Healthcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outbreaks of infectious disease (incl. Coronavirus),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, ,x_24810773606,BIDEN FOR PRESIDENT,Set of 3K non-cd ads,2675,,https://www.facebook.com/24810773606,president,campaign,"BIDEN, JOSEPH R JR"
pd-24810773606-1,x_1005262719885043,achampeau@wesleyan.edu,candidate,1697,11 Sep 21,, ,Text,Video(s),,Link(s),,,President,Joe Biden,P80000722,In a way to show approval or support,Other national politician,Kamala Harris,WMPID2,In a way to show approval or support,,,,,,,,,,,,,,,,,,,,,,,,,, ,2,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,One favored candidate,,,,,Joe Biden,,,,,,,,,,,,,,,,,,,GOTV efforts (get out the vote),,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, ,x_24810773606,BIDEN FOR PRESIDENT,Set of 3K non-cd ads,255,,https://www.facebook.com/24810773606,president,campaign,"BIDEN, JOSEPH R JR"
pd-248922701788783-2,x_1559988594185795,tzarobell@wesleyan.edu,candidate,4426,30 Dec 21,, ,Text,Video(s),,Link(s),,,Down-ballot candidate/governor,Down-ballot candidate/governor,,In a way to show approval or support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,1,Mentioned in text of the ad,Pictured in image or video,Mentioned in audio of video,Mentioned in on-screen text of video or image,Henry Cuellar,,,,, ,,,,, ,,,,, ,,,,, ,No,No,One favored candidate,,,,,Down-ballot candidate/governor,,,,,,,,,,,,,,,,,,,,,,,Invite the viewer to learn more about a group/candidate,Yes,,,,,,,,,,,,,,,,,,,,,,,,,Education/Child Care/Family Leave,,,,,Law & Order,Social/Social Welfare Issues,,,,,,,,,,,,,,,,,,,,,,,,,Education/Schools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Immigration,,,Moral/Family/Religious Values,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, ,,TEXANS FOR HENRY CUELLAR CONGRESSIONAL CAMPAIGN,Set of 1K candidate ads,10593,Re-Elect Congressman Henry Cuellar,https://www.facebook.com/,us house,campaign,"CUELLAR, HENRY"
pd-249455845761285-2,x_1479477532242484,swoodhams@wesleyan.edu,"non-cd, non-party",2688,07 Oct 21,, ,Text,,Still images(s),Link(s),,"""Ad ran without a disclaimer""",U.S. Senate,Lindsey Graham,S0SC00149,In a way to show disaproval or opposition,U.S. Senate,Jaime Harrison,S0SC00289,In a way to show approval or support,,,,,,,,,,,,,,,,,,,,,,,,,, ,2,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,One favored candidate,,One targeted candidate,,,,Jaime Harrison,,,,,,,Lindsey Graham,,,,,,,,Request for donations,,,,,,,,"No, primary goal is something else",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Law & Order,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Supreme Court/Judiciary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,Lindsey Graham,Unclear whether support or opposition,Jaime Harrison,Unclear whether support or opposition,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, ,x_249455845761285,LMG PAC,Set of 3K non-cd ads,2169,,https://www.facebook.com/249455845761285,,group,LMG PAC
pd-25121889784-1,x_1005108629910732,achampeau@wesleyan.edu,"non-cd, non-party",2580,02 Oct 21,, ,Text,,Still images(s),Link(s),,,Other national politician,Barack Obama,WMPID3,In a way to show disaproval or opposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,1,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,,,,,No favored or targeted candidate,,,,,,,,,,,,,,,,,,,,,,,Solicitation of viewers' email/name/information (other than a poll),Invite the viewer to learn more about a group/candidate,"No, primary goal is something else",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health/Healthcare,Law & Order,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ACA/Obamacare/Health care law, etc.",,,,,,,,,,,,,,Supreme Court/Judiciary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,Barack Obama,In a way to show disaproval or opposition,,,,,,,,,,,,,,,,Color (black and white/gray),,, ,No, ,, ,,,,,,, , ,, ,x_25121889784,Texas Public Policy Foundation,Set of 3K non-cd ads,1544,,https://www.facebook.com/25121889784,,group,TEXAS PUBLIC POLICY FOUNDATION
pd-253507715172780-4,x_1255698324797063,achampeau@wesleyan.edu,candidate,4268,26 Dec 21,, ,Text,Video(s),,Link(s),,,U.S. House,Andy Levin,H8MI09118,In a way to show approval or support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,1,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,One favored candidate,,,,,Andy Levin,,,,,,,,,,,,,,,,,,,GOTV efforts (get out the vote),,,,,"No, primary goal is something else",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, ,,ANDY LEVIN FOR CONGRESS,Set of 1K candidate ads,10578,Andy Levin,https://www.facebook.com/,us house,campaign,"LEVIN, ANDY"
pd-253791814655400-5,x_666657334288410,tzarobell@wesleyan.edu,candidate,4410,30 Dec 21,, ,Text,,Still images(s),Link(s),,,U.S. Senate,Doug Collins,S0GA00567,In a way to show approval or support,U.S. Senate,Kelly Loeffler,S0GA00526,In a way to show disaproval or opposition,U.S. Senate,Raphael Warnock,S0GA00559,In a way to show disaproval or opposition,,,,,,,,,,,,,,,,,,,,,, ,3,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,One favored candidate,,,Multiple targeted candidates,,Doug Collins,,,,,,,,,Kelly Loeffler,Raphael Warnock,,,,,,,,,,,,,Invite the viewer to learn more about a group/candidate,Yes,,,,,,,,,,,,,,,,,,,,,,,,Economic Policy,,,,,,,Social/Social Welfare Issues,,,,,,,,,,,,,,,Business,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abortion,Moral/Family/Religious Values,,,,,,,,,,,,,,,,,,,,,,,,,, ,Doug Collins,In a way to show approval or support,Kelly Loeffler,In a way to show disaproval or opposition,Raphael Warnock,In a way to show disaproval or opposition,,,,,,,,,,,"Facial expressions (angry, sad, yelling, etc.)",Color (black and white/gray),,, ,No, ,, ,,,,,,, , ,, ,,"COLLINS FOR SENATE, INC.",Set of 1K candidate ads,10609,Doug Collins,https://www.facebook.com/,us senate,campaign,"COLLINS, DOUGLAS ALLEN"
pd-253791814655400-5,x_622198241792901,zcabrerahern@wesleyan.edu,candidate,4520,04 Jan 22,, ,Text,,Still images(s),,"""Ad violates FB's advertising polciies""",,U.S. Senate,Doug Collins,S0GA00567,In a way to show approval or support,U.S. Senate,Kelly Loeffler,S0GA00526,In a way to show disaproval or opposition,Down-ballot candidate/governor,Down-ballot candidate/governor,,In a way to show disaproval or opposition,U.S. House,Maxine Waters,H4CA23011,In a way to show disaproval or opposition,U.S. Senate,Debbie Stabenow,S8MI00281,In a way to show disaproval or opposition,Unidentified politician,Unidentified politician,,In a way to show disaproval or opposition,,,,,,,,,, ,6,Mentioned in text of the ad,Pictured in image or video,,Mentioned in on-screen text of video or image,Stacey Abrams,,,,, ,,,,, ,,,,, ,,,,, ,"Yes, in a way to show disapproval or opposition",No,One favored candidate,,One targeted candidate,,,Doug Collins,,,,,,,,,Kelly Loeffler,,,,,,,,,,,,,,Invite the viewer to learn more about a group/candidate,"No, primary goal is something else",,,,,,,,,,,,,,,,,,,,,,,,Economic Policy,Education/Child Care/Family Leave,,,,,,,,,,,,,,Economy (generic reference),,,,,,,,,,,,,,,,,Education/Schools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,Kelly Loeffler,In a way to show disaproval or opposition,Down-ballot candidate/governor,In a way to show disaproval or opposition,,,,,,,,,,,,Color (black and white/gray),,, ,No, ,, ,,,,,,, , ,, ,,"COLLINS FOR SENATE, INC.",Set of 1K candidate ads,10034,Doug Collins,https://www.facebook.com/,us senate,campaign,"COLLINS, DOUGLAS ALLEN"
pd-255237711773195-3,x_1095326461293324,mchurch@wesleyan.edu,"non-cd, non-party",1974,14 Sep 21,, ,Text,Video(s),,Link(s),,,President,Joe Biden,P80000722,In a way to show approval or support,Other national politician,Kamala Harris,WMPID2,In a way to show approval or support,,,,,,,,,,,,,,,,,,,,,,,,,, ,2,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,One favored candidate,,,,,Joe Biden,,,,,,,,,,,,,,,,,,,,,,,Invite the viewer to learn more about a group/candidate,Yes,,,,Change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, ,x_255237711773195,PROGRESSNOW AZ,Set of 3K non-cd ads,1588,,https://www.facebook.com/255237711773195,,group,PROGRESSNOW AZ
pd-255237711773195-3,x_1414393012103202,achampeau@wesleyan.edu,"non-cd, non-party",3200,31 Oct 21,, ,Text,Video(s),,Link(s),,,President,Joe Biden,P80000722,In a way to show approval or support,Other national politician,Kamala Harris,WMPID2,In a way to show approval or support,,,,,,,,,,,,,,,,,,,,,,,,,, ,2,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,One favored candidate,,,,,Joe Biden,,,,,,,,,,,,,,,,,,,GOTV efforts (get out the vote),,,,Invite the viewer to learn more about a group/candidate,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, ,x_255237711773195,PROGRESSNOW AZ,Set of 3K non-cd ads,2041,,https://www.facebook.com/255237711773195,,group,PROGRESSNOW AZ
pd-255237711773195-3,x_3615183225201018,swoodhams@wesleyan.edu,"non-cd, non-party",1452,26 Aug 21,, ,Text,Video(s),,Link(s),,"""Ad ran without a disclaimer""",President,Joe Biden,P80000722,In a way to show approval or support,Other national politician,Kamala Harris,WMPID2,In a way to show approval or support,,,,,,,,,,,,,,,,,,,,,,,,,, ,2,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,One favored candidate,,,,,Joe Biden,,,,,,,,,,,,,,,,,,,GOTV efforts (get out the vote),,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social/Social Welfare Issues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, ,x_255237711773195,PROGRESSNOW AZ,Set of 3K non-cd ads,515,,https://www.facebook.com/255237711773195,,group,PROGRESSNOW AZ
pd-255948434970288-2,x_2618911701772620,achampeau@wesleyan.edu,"non-cd, non-party",2967,17 Oct 21,, ,Text,Video(s),,Link(s),,,President,Donald Trump,P80001571,In a way to show disaproval or opposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,1,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,,,One targeted candidate,,,,,,,,,,,Donald Trump,,,,,,,,,,,,,,,Invite the viewer to learn more about a group/candidate,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health/Healthcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outbreaks of infectious disease (incl. Coronavirus),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, ,x_255948434970288,PROTECTING OUR VOTE PAC,Set of 3K non-cd ads,2310,,https://www.facebook.com/255948434970288,,group,PROTECTING OUR VOTE
pd-255948434970288-2,x_361513945192289,mchurch@wesleyan.edu,"non-cd, non-party",3407,17 Nov 21,, ,Text,Video(s),,Link(s),,,U.S. House,Melissa Watson,H0SC07029,In a way to show approval or support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,1,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,One favored candidate,,,,,Melissa Watson,,,,,,,,,,,,,,,,,,,,,,,Invite the viewer to learn more about a group/candidate,Yes,,,,,,,,,,,,,,,,,,,,,Middle class,,,Economic Policy,Education/Child Care/Family Leave,,,Foreign/Defense Policy,,,,"Other/Miscellaneous
(includes: Term Limits, Pledge of Allegiance, Local Issues,",,,,,,,,,,,,,Employment / Jobs,,,,Minimum Wage/Wages,,,,,,,Education/Schools,,,,,,,,,,,,,Veterans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transportation/Infrastructure,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, ,x_255948434970288,PROTECTING OUR VOTE PAC,Set of 3K non-cd ads,2544,,https://www.facebook.com/255948434970288,,group,PROTECTING OUR VOTE
pd-257019421075897-1,x_2721955681393764,tzarobell@wesleyan.edu,candidate,4422,30 Dec 21,, ,Text,Video(s),,Link(s),,,U.S. Senate,Cory Gardner,S4CO00395,In a way to show approval or support,U.S. Senate,Martha McSally,S8AZ00221,In a way to show approval or support,,,,,,,,,,,,,,,,,,,,,,,,,, ,2,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,"Yes, in a way to show disapproval or opposition",No,One favored candidate,,,,,Cory Gardner,,,,,,,,,,,,,,,,Request for donations,,,,,,,,"No, primary goal is something else",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, ,,Cory Gardner for Senate,Set of 1K candidate ads,10597,Cory Gardner,https://www.facebook.com/,us senate,campaign,"GARDNER, CORY"
pd-25852730092-4,x_1058064514651182,swoodhams@wesleyan.edu,"non-cd, non-party",2675,06 Oct 21,, ,Text,Video(s),,Link(s),,"""Ad ran without a disclaimer""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,0,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, ,x_25852730092,Care2 Inc,Set of 3K non-cd ads,2209,,https://www.facebook.com/25852730092,,group,CARE2
pd-25852730092-4,x_1064866980682263,achampeau@wesleyan.edu,"non-cd, non-party",2940,16 Oct 21,, ,Text,Video(s),,Link(s),,,President,Donald Trump,P80001571,In a way to show disaproval or opposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,1,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,,,,,No favored or targeted candidate,,,,,,,,,,,,,,,,,,Request for viewer to contact a legislator,,,,,,,"No, primary goal is something else",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Law & Order,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Supreme Court/Judiciary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, ,x_25852730092,Care2 Inc,Set of 3K non-cd ads,2291,,https://www.facebook.com/25852730092,,group,CARE2
pd-25852730092-4,x_1220492008302204,mchurch@wesleyan.edu,"non-cd, non-party",1951,14 Sep 21,, ,Text,Video(s),,Link(s),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,0,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, ,x_25852730092,Care2 Inc,Set of 3K non-cd ads,745,,https://www.facebook.com/25852730092,,group,CARE2
pd-259130650776119-2,x_1008851422964394,tzarobell@wesleyan.edu,candidate,4000,06 Dec 21,, ,Text,Video(s),,Link(s),,,U.S. Senate,Mitch McConnell,S2KY00012,In a way to show approval or support,President,Donald Trump,P80001571,In a way to show approval or support,,,,,,,,,,,,,,,,,,,,,,,,,, ,2,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,"Yes, in a way to show disapproval or opposition",No,One favored candidate,,,,,Mitch McConnell,,,,,,,,,,,,,,,,Request for donations,,,,,,,,"No, primary goal is something else",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Law & Order,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Supreme Court/Judiciary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, ,,MCCONNELL SENATE COMMITTEE,Set of 1K candidate ads,10369,Mitch McConnell,https://www.facebook.com/,us senate,campaign,"MCCONNELL, MITCH"
pd-259130650776119-2,x_1012960615853327,tzarobell@wesleyan.edu,candidate,4382,29 Dec 21,, ,Text,,Still images(s),Link(s),,,U.S. Senate,Mitch McConnell,S2KY00012,In a way to show approval or support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,1,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,"Yes, in a way to show approval or support",One favored candidate,,,,,Mitch McConnell,,,,,,,,,,,,,,,,,,,GOTV efforts (get out the vote),,,,Invite the viewer to learn more about a group/candidate,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,Mitch McConnell,In a way to show approval or support,,,,,,,,,,,,,,,"Facial expressions (angry, sad, yelling, etc.)",,"Other people included in ad (military, doctor, etc.)",, ,No, ,, ,,,,,,, , ,, ,,MCCONNELL SENATE COMMITTEE,Set of 1K candidate ads,10636,Mitch McConnell,https://www.facebook.com/,us senate,campaign,"MCCONNELL, MITCH"
