advertiser_id,advertiser_name,wmp_office,wmp_spontype,wmp_spontype_new,wmpid,cand_id
AR03035901550187773953,FRIENDS OF TOBIAS READ,governor,campaign,campaign,,
AR12466055440343498753,Chavez for Supervisor 2022,down ballot,campaign,campaign,,
AR16997425707774640129,Tim James,down ballot,campaign,campaign,,
AR16658529835815010305,Bob for Governor,governor,campaign,campaign,,
AR09038439266304131073,SHAWN LASSITER FOR CONGRESS,,campaign,,WMPID3757,
AR08937868861856808961,DETROITERS TO PROTECT OUR FUTURE,,group,,,
AR16864204206028881921,VOTERS OF NYC INC,,group,group,,
AR15692507715744038913,Clancy for Congress,us house,campaign,,WMPID2851,H2VA11206
AR05695277130150051841,BECKER FOR CONGRESS,us house,campaign,,WMPID3178,H2NV03161
AR17126904197061541889,"Freedom Virginia, Inc.",,group,group,,
AR04945427792192864257,JOE EDWARD COLLINS III,us house,campaign,campaign,WMPID84,H0CA43108
AR07023307062754934785,MI Planned Parenthood Votes,,group,group,,
AR09759015206683410433,SWAD FOR CONGRESS,us house,campaign,,WMPID4519,H2TX32166
AR09655234984197226497,Tim Griffin for Attorney General,down ballot,campaign,campaign,,
AR12485520644445831169,DELMAY FOR FLORIDA,down ballot,campaign,campaign,,
AR02305557823385239553,DR ANNIE ANDREWS FOR CONGRESS,us house,campaign,,WMPID4171,H2SC01127
AR15696497568563331073,Shelley Torian Barineau,down ballot,campaign,campaign,,
AR03247732567041900545,Hruza for Missouri,down ballot,campaign,campaign,,
AR08304268689281122305,ENVIRONMENTAL DEFENSE ACTION FUND,,group,,,
AR14742248194368864257,John McGovern Campaign,down ballot,campaign,campaign,,
AR10560655940355358721,SUMMER LEE FOR CONGRESS,us house,campaign,,WMPID2611,H2PA18200
AR04001923670258745345,MYYA JONES FOR MAYOR,down ballot,campaign,campaign,,
AR10543402129014390785,CASA GRANDE VALLEY NEWSPAPERS INC.,,group,group,,
AR05373635069531389953,Fox News Network LLC,,group,group,,
AR09869259664187719681,"YES ON 30: CLEAN AIR CALIFORNIA, A COALITION OF STATE FIREFIGHTERS, WORKING FAMILIES, RIDESHARE COMPANIES, AND ENVIRONMENTAL GROUPS",,group,group,,
AR01172739170905358337,DANIEL UHLFELDER FOR ATTORNEY GENERAL,down ballot,campaign,campaign,,
AR09200613108232486913,Sridhar Iyer,,unclear could be campaign,unclear could be campaign,,
AR08489760698933444609,"DIGITAL MOOSE, LLC",,group,group,,
AR07453172197469716481,Benjamin 2022,down ballot,campaign,campaign,,
AR08363401730292973569,Orange County Employees Association Inc,,group,group,,
AR07546093849278414849,Bee For Georgia,down ballot,campaign,campaign,,
AR03314325931887165441,EHASZ FOR CONGRESS,us house,campaign,,WMPID4502,H2PA01099
AR13637045769285402625,Open Democracy PAC,,group,group,,
AR03152995140499406849,MN DFL STATE CENTRAL COMMITTEE,,party,party,,
AR02975089211322925057,Put Michigan First,,group,group,,
AR00515427480320868353,Illinois REALTORS Fund,,group,group,,
AR16370559975199604737,Republican Party of Iowa,,party,party,,
AR05967051321927270401,JUSTICE FOR ALL (SUPERPAC),down ballot,campaign,campaign,,
AR14718657347761209345,DOMINIC FOR CT,down ballot,campaign,campaign,,
AR11245219576390090753,SUKEN SHAH,,unclear could be campaign,unclear could be campaign,,
AR07238262754216247297,END CITIZENS UNITED,,group,,,
AR11273236713213788161,Defend our Constitution,,group,group,,
AR12066252877677461505,FRIENDS FOR SYDNEY BATCH,down ballot,campaign,campaign,,
AR08134797113801310209,Nancy Barto for State Senate 2022,down ballot,campaign,,,
AR01018288917125791745,FreedomWorks for America,,group,group,,
AR09015837430405660673,Brad Namdar for Congress,us house,campaign,,WMPID4255,H2TX32083
AR04273630860546146305,Doughty Committee,down ballot,campaign,campaign,,
AR06239233020201533441,Cecilia Aguiar-Curry for Assembly 2022,down ballot,campaign,campaign,,
AR15515422297119784961,Walker Thomas,,unclear could be campaign,unclear could be campaign,,
AR15177951598388183041,"Harper for Georgia, inc.",down ballot,campaign,campaign,,
AR16199162673823219713,Tom Barrett for Congress,us house,campaign,,WMPID3995,H2MI07123
AR05578960344803442689,Friends for Fritz,down ballot,campaign,campaign,,
AR03685268375908384769,FRIENDS OF CHARLIE CRIST INC,governor,campaign,campaign,,
AR14150785430538158081,"DONE! VENTURES, LLC",,group,group,,
AR12163511896699305985,Dr. Raul Ruiz for Congress,us house,campaign,,WMPID780,H2CA36439
AR12988012301746438145,SENATE LEADERSHIP FUND,,group,,,
AR01712173869143425025,Carla Nelson for Senate,down ballot,campaign,campaign,,
AR09033535169566343169,Wisconsin Conservation Voters INC,,group,group,,
AR06135869306463846401,Irvin for Illinois,governor,campaign,campaign,,
AR07141514458345504769,ARMSTRONG FOR CONGRESS,us house,campaign,campaign,WMPID1171,H8ND00096
AR03618635016327659521,NARRATIVE STRATEGIES LLC,,group,group,,
AR01914870555710849025,Senate Republican Campaign Committee,,party national,,,
AR15829541224303296513,TEAM KID PAC,,group,group,,
AR10870785220878008321,Friends of Tom Andersen,down ballot,campaign,campaign,,
AR03499618586337476609,Hwang4Senate 2022,down ballot,campaign,campaign,,
AR13571093213560700929,Ryder for New York,down ballot,campaign,campaign,,
AR08709457415814250497,AMERICAN DREAM FEDERAL ACTION,,group,,,
AR02630577583724429313,DANIEL CEISLER,,unclear could be campaign,unclear could be campaign,,
AR17691886872604704769,PHILLIP PETTUS,down ballot,campaign,campaign,,
AR10353089860385898497,CODY FOR OREGON,us house,campaign,,WMPID3969,H2OR01216
AR18010370311194673153,KRIS MAYES FOR ARIZONA,down ballot,campaign,campaign,,
AR05690854001029939201,Committee to Elect Janice Keating For Modesto Irrigation District Division 2 2022,down ballot,campaign,campaign,,
AR03452598315173019649,Stronger CT,,group,,,
AR05226902768903520257,"AMERICAN BRIDGE 21ST CENTURY FOUNDATION, INC.",,group,group,,
AR14704728184704729089,REP. JOHN CARTER - U.S. HOUSE OF REPRESENTATIVES,us house,government official,government official,WMPID853,H2TX31044
AR15235392353565933569,Deidre Baumann for Judge,down ballot,campaign,campaign,,
AR06565669432553635841,Alek for Oregon,us house,campaign,campaign,WMPID560,H0OR04107
AR02328836408690606081,JOSH STEIN FOR ATTORNEY GENERAL,down ballot,campaign,campaign,,
AR02815590481184948225,Helena for RI,governor,campaign,campaign,,
AR01070986860177653761,HELENA BUONANNO FOULKES,down ballot,campaign,campaign,,
AR09512605579927879681,CASTOR FOR CONGRESS,us house,campaign,,WMPID967,H6FL11126
AR05674942968264392705,Gustafson For Justice,down ballot,campaign,campaign,,
AR00783385404677029889,ELECT ELISABETH EPPS,down ballot,campaign,campaign,,
AR14285048994429140993,VAN TAYLOR CAMPAIGN,us house - not in our 2022 FEC cd file,campaign,,WMPID1241,
AR15839635290802094081,COMMITTEE TO ELECT JOHN DAMOOSE FOR STATE REPRESENTATIVE,down ballot,campaign,campaign,,
AR01365066088433319937,PLAN ACTION FUND,,group,group,,
AR07706134363770978305,MURPHY FOR SI,down ballot,campaign,campaign,,
AR05334989159960412161,JESSE JENSEN FOR CONGRESS,us house,campaign,,WMPID744,H0WA08103
AR07903721207487266817,Giffords,,group,group,,
AR10655992119698653185,REAGAN INVESTMENTS LLC,,group,group,,
AR16659290422983524353,FRIENDS OF CHRIS CARR,down ballot,campaign,campaign,,
AR14072900699750924289,Kevin Mullin for Congress,us house,campaign,,WMPID2926,H2CA14162
AR04146038858334601217,FRIENDS OF HAROLD PYON % CHRIS MARSTON,down ballot,campaign,campaign,,
AR16082069083511586817,TEAM MACE,us house,campaign,campaign,WMPID595,H0SC01394
AR12226313526976708609,"PLANNED PARENTHOOD ACTION FUND INC PAC, DBA PLANNED PARENTHOOD FEDERAL PAC",,group,,,
AR01397937294215741441,JOCELYN BENSON FOR SECRETARY OF STATE,down ballot,campaign,campaign,,
AR00211383996657958913,WINKLER FOR HENNEPIN,down ballot,campaign,campaign,,
AR13789736873180004353,CLUB FOR GROWTH,,group,,,
AR06626060452306616321,"California Hospitals Committee on Issues, (CHCI) Sponsored by California Association of Hospitals and Health Systems (CAHHS)",,group,group,,
AR13505308333359235073,Committee to Support MB Citizens for Schools,,group,group,,
AR11020783689515663361,AMERICANS KEEPING COUNTRY FIRST,,group,,,
AR16521930634348724225,MORE PERFECT UNION FOUNDATION,,group,group,,
AR01400334298283769857,BRIDGET FLEMING FOR CONGRESS,us house,campaign,,WMPID2343,H0NY01202
AR01429517467188723713,COMMITTEE TO ELECT CURT VANDERWALL,down ballot,campaign,campaign,,
AR06281178495447990273,BECKER FOR CONGRESS,us house,campaign,campaign,WMPID3178,H2NV03161
AR13087935918478721025,REBECCA PARSON 2020,us house,campaign,,WMPID2824,H0WA06099
AR16176560837924749313,LOFGREN FOR CONGRESS,us house,campaign,campaign,WMPID871,H4CA16049
AR17533097052588736513,Colorado Information Network IE Committee,,group,group,,
AR04563369148175876097,Committee for Terri Jamison,down ballot,campaign,campaign,,
AR00719573804250038273,Hunt for Congress,us house,campaign,,WMPID3313,H2GA02189
AR07629814512907976705,Jared Moskowitz for Congress,us house,campaign,campaign,WMPID3412,H2FL22171
AR15245160139989188609,POLITICAL GAMES INC.,,group,group,,
AR14961433363464847361,BUCKS COUNTY REPUBLICAN COMMITTEE,,party,party,,
AR14077967249331716097,PAUL FERMO FOR CONGRESS,us house,campaign,,WMPID2297,H2PA01107
AR04920657994242326529,STEINBERG FOR WESTPORT,down ballot,campaign,campaign,,
AR17343837566343839745,REP. RODNEY DAVIS - U.S. HOUSE OF REPRESENTATIVES,us house,government official,government official,WMPID801,H2IL13120
AR07228752803269705729,OHIO REPUBLICAN PARTY STATE CENTRAL & EXECUTIVE COMMITTEE,,party,,,
AR10767098869197045761,Las Vegas Review-Journal INC,,group,group,,
AR12497203780124672001,Mark Ronchetti for Governor,governor,campaign,campaign,,
AR00161760562995265537,LISA BLUNT ROCHESTER FOR CONGRESS,us house,campaign,campaign,WMPID959,H6DE00206
AR13765727662397980673,GEORGIANS FIRST LEADERSHIP COMMITTEE,,group,,,
AR12732151547916451841,"DICKERSON FOR GEORGIA, INC.",down ballot,campaign,campaign,,
AR07715998082583756801,Baron-Williams Slate for Maryland,governor,campaign,campaign,,
AR10954563402709598209,Barry DiLibero,,unclear could be campaign,unclear could be campaign,,
AR12417617005337640961,CHASTON FOR ARIZONA,down ballot,campaign,campaign,,
AR01774893654524035073,"MCCAUL FOR CONGRESS, INC",us house,campaign,,WMPID929,H4TX10093
AR12423031825226530817,THE COLLECTIVE SUPER PAC,,group,group,,
AR00351756172274958337,TAX FOUNDATION,,group,group,,
AR00204907804450881537,AKANA FOR CONGRESS,us house,campaign,campaign,WMPID206,H0HI02213
AR04724922384509829121,Sunrise in America Political Fund,,group,group,,
AR02332178924039045121,TENNEY FOR CONGRESS,us house,campaign,,WMPID919,H4NY22051
AR17346592117849325569,GARBARINO FOR CONGRESS,us house,campaign,,WMPID471,H0NY02234
AR07440421985756119041,JOHN ROTH FOR STATE REP COMMITTEE,down ballot,campaign,campaign,,
AR15685752316302983169,LIZ CHENEY FOR WYOMING,,campaign,,WMPID1036,
AR08865811267818881025,VanValkenburg for Delegate,down ballot,campaign,campaign,,
AR17224807736055693313,Friends of Deborah Glick,down ballot,campaign,campaign,,
AR15230488256828145665,FRIENDS OF TOBY YUREK,down ballot,campaign,campaign,,
AR03186011550536171521,DELUZIO FOR CONGRESS,us house,campaign,,WMPID3482,H2AZ02402
AR11587476655395831809,LOUDERMILK FOR CONGRESS % PAUL KILGORE,us house,campaign,,WMPID883,H4GA11061
AR10898342074646528001,JOE MORELLE FOR CONGRESS,us house,campaign,,WMPID1201,H8NY25105
AR12836634014735400961,"DELTA DEFENSE, LLC",,group,group,,
AR05108703825808588801,Nevada Legislative Victory,,group,group,,
AR16798902011432009729,ALLIANCE DEFENDING FREEDOM,,group,group,,
AR13681998202675396609,KATHLEEN FOWKE FOR MN,down ballot,campaign,campaign,,
AR07903532160206766081,SAVE AUSTIN NOW PAC,,group,group,,
AR15929451646896046081,American Commitment,,group,group,,
AR16140038909940727809,Adam Gentle,down ballot,campaign,campaign,,
AR02314481184878362625,IMPERIUM ADVISORS,,group,group,,
AR16089243122004918273,Tony for Wisconsin,governor,campaign,campaign,,
AR05205792145650221057,ELAINE FOR CONGRESS,us house,campaign,,WMPID1267,H8VA02111
AR09887813373150625793,ILEANA GARCIA CAMPAIGN ACCOUNT,down ballot,campaign,campaign,,
AR03954635874171355137,"FWD.US, INC.",,group,group,,
AR09874617584349872129,NICOLE HASSO FOR CONGRESS,us house,campaign,,WMPID2346,H2IA03101
AR04563893958819708929,AL GROSS FOR CONGRESS,us house,campaign,,WMPID3897,H2AK01166
AR13861393970107514881,COMPETITIVE ENTERPRISE INSTITUTE,,group,group,,
AR00503555022483619841,Bonnie Watson Coleman for Congress,us house,campaign,,WMPID910,H4NJ12149
AR12484453568411074561,YOUGOV AMERICA INC.,,group,group,,
AR16368392631622828033,Gary Cordery,,unclear could be campaign,unclear could be campaign,,
AR16324458002402770945,Louis Katsaros,,unclear could be campaign,unclear could be campaign,,
AR13105935473581228033,Colorado Conservatives for Retaking Congress,,group,,,
AR16897136778304028673,COLIN ALLRED FOR CONGRESS,us house,campaign,,WMPID1263,H8TX32098
AR01082714800955326465,LA NEIGHBORS FOR AN ETHICAL SHERIFF IN SUPPORT OF LUNA FOR SHERIFF 20,,group,group,,
AR14605648992902578177,DAN QUART FOR NYC,down ballot,campaign,campaign,,
AR02028948666663829505,COMMITTEE TO ELECT KRISTEN MCDONALD RIVET,down ballot,campaign,campaign,,
AR12352590238403526657,STAND FOR NH PAC,,group,,,
AR12539210003388563457,Friends & Family of Nabeela Syed,down ballot,campaign,campaign,,
AR06427112069597757441,HUIZENGA FOR CONGRESS,us house,campaign,,WMPID334,H0MI02094
AR08728079844253892609,Citizens to Elect Judge Amy McFarland,down ballot,campaign,campaign,,
AR06533311973579292673,Dunleavy for Governor,governor,campaign,campaign,,
AR18370658281384312833,JOHN CASTORANI FOR VIRGINIA,us house,campaign,,WMPID2942,H2VA07154
AR12180460593563566081,TEXANS FOR EVA GUZMAN,down ballot,campaign,campaign,,
AR07492403596982484993,Dameon Bryant,,unclear could be campaign,unclear could be campaign,,
AR13627523448833048577,CAMPAIGN ACCOUNT OF JEN MCDONALD FOR STATE REP DISTRICT 65,down ballot,campaign,campaign,,
AR10661632820507574273,MAINE CONSERVATION VOTERS ACTION FUND,,group,group,,
AR03559552415411732481,Daniel Grabill,,unclear could be campaign,unclear could be campaign,,
AR08259311857844617217,Ben for Ward 3,down ballot,campaign,campaign,,
AR12035023105316356097,FRIENDS OF THE EARTH,,group,group,,
AR06882065791915655169,Friends of Richard Boykin,down ballot,campaign,campaign,,
AR06773861753114591233,Kermit Jones for Congress,us house,campaign,,WMPID2951,H2CA04122
AR09075228650491609089,"JOHN COX FOR GOVERNOR 2021, INC.",governor,campaign,campaign,,
AR10375924517871550465,COLLEEN BURTON CAMPAIGN,down ballot,campaign,campaign,,
AR09361572539567964161,SANDY ROBERSON FOR NC,us house,campaign,,WMPID2529,H2NC02253
AR04305916645106253825,BRIGGS FOR KIDS,down ballot,campaign,campaign,,
AR02819728768073990145,EDMUND BURKE FOUNDATION INC,down ballot,campaign,campaign,,
AR00949755257854885889,ELECT RENITTA SHANNON,down ballot,campaign,campaign,,
AR02450904395764727809,Brian Burley for Huntington Beach City Council 2022,down ballot,campaign,campaign,,
AR03963643073426096129,JEFFRIES FOR CONGRESS,us house,campaign,,WMPID822,H2NY10092
AR10077988752581459969,Patrick Witt for Georgia,down ballot,campaign,campaign,,
AR15801857445661245441,CLUB FOR GROWTH ACTION,,group,,,
AR02965335168795017217,DARRIN CAMILLERI FOR STATE SENATE,down ballot,campaign,,,
AR05057867699539935233,CITIZENS FOR NEW LEADERSHIP,,group,group,,
AR16334099963464122369,DAN PASTORE FOR CONGRESS,us house,campaign,,WMPID2044,H2PA16097
AR01977555637755707393,BENJAMIN DOWNING COMMITTEE,governor,campaign,campaign,,
AR17579107216164651009,Aaron Smith for State Representative,down ballot,campaign,campaign,,
AR14272382620477161473,COMMITTEE TO ELECT MADINAH WILSON-ANTON,down ballot,campaign,campaign,,
AR03666405498019643393,IAM27J,,group,group,,
AR05243469866513465345,Friends of Doris Turner,down ballot,campaign,campaign,,
AR07273788799543410689,ELECT ELIZABETH BENNETT-PARKER,down ballot,campaign,campaign,,
AR10344845378603450369,TERRY J. SABO FOR STATE SENATE,down ballot,campaign,campaign,,
AR00353589814072705025,Nori for Sequoia Union High School District 2022,down ballot,campaign,campaign,,
AR16421389298240061441,Friends of Deb Andraca,down ballot,campaign,campaign,,
AR17473462290677235713,Florida First Project,,group,,,
AR03819420339369148417,Brandon Elefante,,unclear could be campaign,unclear could be campaign,,
AR06397838672019849217,PEOPLE FOR PROVENZA,down ballot,campaign,campaign,,
AR12808465901221314561,Darrin Fordererr,,unclear could be campaign,unclear could be campaign,,
AR09534595812483399681,TUNEIN INC.,,group,group,,
AR14506569801100427265,REP. AMI BERA - U.S. HOUSE OF REPRESENTATIVES,us house,government official,government official,WMPID45,H0CA03078
AR04984418673537056769,Corey Gingerich,,unclear could be campaign,unclear could be campaign,,
AR07136429010908610561,NUESTRO PAC,,group,,,
AR03623621301559623681,Kasim Reed for Atlanta,down ballot,campaign,campaign,,
AR07081124675543105537,PATRICK PAOLUCCI,,unclear could be campaign,unclear could be campaign,,
AR04914574602564272129,Wendy for House,down ballot,campaign,campaign,,
AR15098793152099647489,Committee to Elect John H Ehrlich,down ballot,campaign,campaign,,
AR16098034816980615169,Cha for OC Judge 2022,down ballot,campaign,campaign,,
AR01390338638075658241,SUSAN WILD FOR CONGRESS,us house,campaign,,WMPID1223,H8PA15229
AR00816054643917324289,CHARLES J SCHROEDER,,unclear could be campaign,unclear could be campaign,,
AR01869469246698815489,"CENTER FOR ARIZONA POLICV ACTION, INC",,group,group,,
AR05393273377995620353,GEORGE LOGAN FOR CONGRESS,us house,campaign,campaign,WMPID1668,H2CT05222
AR10507373331995426817,REP. LOU CORREA - U.S. HOUSE OF REPRESENTATIVES,us house,government official,government official,WMPID955,H6CA46116
AR13544113946994147329,Maxwell Alejandro Frost for Congress,us house,campaign,,WMPID1824,H2FL10259
AR05821377919716425729,Jackie Glass for Norfolk,down ballot,campaign,campaign,,
AR16823227056929112065,VOTERS FOR JULIE OLTHOFF,down ballot,campaign,campaign,,
AR16776384013295157249,MICHAEL WALTZ FOR CONGRESS,us house,campaign,,WMPID1087,H8FL06148
AR14722742583214211073,UNION OF CONCERNED SCIENTISTS. INC,,group,group,,
AR06769385641277915137,GRAHAM ALLEN FOR CONGRESS,us house,campaign,,WMPID4087,H2SC07256
AR02698189508653875201,CENTENNIAL STATE PROSPERITY ACTION,,group,group,,
AR04012021585048240129,David Alvarez for Assembly 2022 Special Election,down ballot,campaign,campaign,,
AR07003964454199099393,Sandeep for Texas,us house,campaign,campaign,WMPID1718,H2TX03274
AR11615258840328568833,FALSEY FOR MAYOR,down ballot,campaign,campaign,,
AR12370101266745917441,Steve Padilla for State Senate 2022,down ballot,campaign,campaign,,
AR03432218317396377601,"NEW DAY MEDIA SERVICES, LLC",,group,group,,
AR05367921732235558913,WISCONSIN CONSERVATION VOTERS INDEPENDENT EXPENDITURE COMMITTEE,,group,group,,
AR14015677441717043201,BUDDY WHEATLEY FOR STATE REPRESENTATIVE,down ballot,campaign,campaign,,
AR01131969623344807937,App Development and Marketing Company Inc,,group,group,,
AR18130245322327195649,NYC Forward,,group,group,,
AR16027723247407595521,FRIENDS OF CALIFORNIAS FUTURE COMMITTEE,,group,group,,
AR18269327289768476673,EFO GRAYZEL BARNETT & VERES,,group,group,,
AR17707784711230717953,MINNESOTA DEMOCRATIC-FARMER-LABOR PARTY,,party,party,,
AR10705897028338057217,BETH VAN DUYNE FOR CONGRESS,us house,campaign,,WMPID671,H0TX24209
AR05249626375714766849,Logan Byrne for State Representative,down ballot,campaign,campaign,,
AR02333340008317976577,"FLIC VOTES, INC",,group,group,,
AR03496001193082093569,"BURNS, FRANK COM TO RE-ELECT",down ballot,campaign,campaign,,
AR00644490148054040577,ADVANCING AMERICAN FREEDOM INC,,group,,,
AR16745849475880189953,MARIO DIAZ-BALART FOR CONGRESS,us house,campaign,,WMPID790,H2FL25018
AR17000090855240892417,Engardio for District 4 Supervisor 2022,down ballot,campaign,campaign,,
AR03968319296379027457,Bob Archuleta for Senate 2022,down ballot,campaign,,,
AR08106954730606952449,MARTIN LOONEY FOR STATE SENATE,down ballot,campaign,campaign,,
AR08866100439376986113,Immigration Hub LLC,,group,group,,
AR11997220383724929025,UNITE AMERICA,,group,group,,
AR15667518840101666817,Oregon Natural Resources Council Action,,group,group,,
AR05197629371325612033,FRIENDS OF ROBIN R HAYES,down ballot,campaign,campaign,,
AR10685265517276561409,AMERICA FIRST POLICY INSTITUTE,,group,group,,
AR08911937979627339777,Bradley Youngman,,unclear could be campaign,unclear could be campaign,,
AR18445881919154421761,DEBRA ANN GARDNER,,unclear could be campaign,unclear could be campaign,,
AR13685190634686644225,WEBER FOR CONGRESS,us house,campaign,,WMPID848,H2TX14149
AR04578384422562168833,ANN ZADEH,,unclear could be campaign,unclear could be campaign,,
AR09579631808757104641,MOORLACH FOR SUPERVISOR 2021,down ballot,campaign,campaign,,
AR05523085569061552129,SABINA MATOS,down ballot,campaign,campaign,,
AR12262258761111961601,CATHERINE BLAKESPEAR FOR SENATE 2022,down ballot,campaign,,,
AR03720951445239889921,THE LEADERSHIP CONFERENCE ON CIVIL AND HUMAN RIGHTS,,group,group,,
AR04916657146306756609,Friends of Karen McMahon,down ballot,campaign,campaign,,
AR17484186927094562817,Friends of Patrick Nolan,down ballot,campaign,campaign,,
AR15176445061299699713,Sean Pignatelli,,unclear could be campaign,unclear could be campaign,,
AR01094850110791090177,MUQTEDAR KHAN,,unclear could be campaign,unclear could be campaign,,
AR09003171056453681153,THE LEADERSHIP FUND,,group,group,,
AR08912317860894736385,Jerome Thomas Evans,,unclear could be campaign,unclear could be campaign,,
AR16116024132881088513,Jasmine Clark for Georgia House,down ballot,campaign,campaign,,
AR00366257631133696001,JOHN TRENT,,unclear could be campaign,unclear could be campaign,,
AR04767181770326016001,Joe Alioto Veronese For District Attorney 2022,down ballot,campaign,campaign,,
AR01419213393969020929,"Derek Schmidt for Kansas, Inc.",governor,campaign,campaign,,
AR17532228163524886529,Stephen Dwyer,,unclear could be campaign,unclear could be campaign,,
AR11459884653184286721,Galluch for Congress,us house,campaign,,WMPID3975,H2PA05074
AR11344282275517825025,"AUDREY HENSON FOR CONGRESS, INC.",us house,campaign,,WMPID4516,H2FL13279
AR00798603195361263617,Katherine Clark for Congress,us house,campaign,,WMPID891,H4MA05084
AR06712492511610273793,No More Mo,,group,,,
AR17650082341005033473,DICKINSON FOR CONGRESS COMMITTEE,us house,campaign,,WMPID4434,H0PA18097
AR11982302209959264257,"IMPACT MANAGEMENT GROUP, INC.",,group,group,,
AR09880211899511996417,Sheriff Scott Jones for Congress,us house,campaign,,WMPID1955,H2CA03140
AR02311912725715877889,Finstad for Congress,us house,campaign,,WMPID2118,H2MN01223
AR02849002165651898369,COMMITTEE TO ELECT SONIA CHANG-DÍAZ,governor,campaign,campaign,,
AR11503501386104963073,Nader J. Sayegh,down ballot,campaign,campaign,,
AR00476373720655462401,"NetChoice, LLC",,group,,,
AR16602372279426351105,NH SENATE REPUBLICANS POLITICAL ACTION COMMITTEE,,group,group,,
AR16784412097445363713,FRIENDS OF PAT FISCHER,down ballot,campaign,campaign,,
AR10559164727710187521,HARRY FOR STATE SENATE,down ballot,campaign,,,
AR11601748041446457345,"FRIENDS OF TODD STEPHENS, INC.",down ballot,campaign,campaign,,
AR18187282831615459329,Sharon W. Hewitt,down ballot,campaign,campaign,,
AR18028384709704155137,BLACK PAC,,group,group,,
AR10843147346846416897,Gieger for DA 2022,down ballot,campaign,campaign,,
AR06448883499339350017,Damon Connolly for Assembly 2022,down ballot,campaign,campaign,,
AR15017869096295333889,ANDRE FOR ATLANTA INC,down ballot,campaign,campaign,,
AR13272583503200911361,GLENN GROTHMAN FOR CONGRESS,us house,campaign,,WMPID941,H4WI06048
AR04776542806166470657,FRIENDS OF A.C. CORDOZA 2021,down ballot,campaign,campaign,,
AR05313878536707112961,LAUREN UNDERWOOD FOR CONGRESS,us house,campaign,,WMPID1117,H8IL14174
AR17155677041970905089,Mendelson for Chairman 2022,down ballot,campaign,campaign,,
AR10094534753312047105,Enginefish,,group,group,,
AR17820458539676598273,Sara Rodriguez for Wisconsin,down ballot,campaign,campaign,,
AR04827476788969996289,"SCHELLER FOR CONGRESS, INC.",us house,campaign,,WMPID571,H0PA07132
AR00355499184733814785,RPAC of Virginia,,group,group,,
AR12132625240685543425,Digi-VUE Advertising Inc.,,group,group,,
AR03521445885013655553,PROTECT FREEDOM POLITICAL ACTION COMMITTEE,,group,group,,
AR09309968885463646209,San Diego Democrats 4 Equality,,group,group,,
AR12901036533942845441,NATIONAL WOMEN'S LAW CENTER ACTION FUND,,group,group,,
AR01624023067007123457,Committee to Protect California Kids sponsored by Nonprofit Health Organizations,,group,group,,
AR15152836347628093441,PHILADELPHIA CHURCH OF GOD INC,,group,group,,
AR14062367103478923265,Kelly Daughtry for Congress,us house,campaign,,WMPID2263,H2NC04200
AR15663994905334644737,MCKAYLA WILKES FOR CONGRESS,us house,campaign,,WMPID3507,H2MD05536
AR09081984049932664833,DEFENDING DEMOCRACY TOGETHER,,group,,,
AR07287299598425522177,BOWMAN FOR CONGRESS,us house,campaign,,WMPID505,H0NY16143
AR05602108912858824705,ANNA PAULINA LUNA FOR CONGRESS,us house,campaign,,WMPID144,H0FL13158
AR00513885758860296193,NEW DAY NEVADA INC,,group,,,
AR01920662508088066049,"Teresa Keng for CA State Assembly District 20, 2022",down ballot,campaign,campaign,,
AR12152671536683155457,Foushee for Congress,us house,campaign,,WMPID3128,H2NC06114
AR17660319000418058241,Robert Tatterson,,unclear could be campaign,unclear could be campaign,,
AR00666339093365391361,Gilberto Morales Jr,,unclear could be campaign,unclear could be campaign,,
AR02164455022291582977,Maine Democratic State Committee,,party,party,,
AR18248216666515177473,DEVIN NUNES CAMPAIGN COMMITTEE,us house - not in our 2022 FEC cd file,campaign,,WMPID1061,
AR00147294838264430593,Conservatives for John,down ballot,campaign,campaign,,
AR07719645162653089793,MEMPHORA MARKETING LLC,,group,group,,
AR14383697933587447809,TRUE DEMOCRATS ONLY PAC,,group,group,,
AR08796005473594638337,AMERICAN ACTION NETWORK,,group,,,
AR12360604578658385921,Friends of Tina Kotek,governor,campaign,campaign,,
AR17912782332037693441,GAIN POWER,,group,group,,
AR02250229023886016513,Mo Kashmiri for Sacramento County Office of Education 2022,down ballot,campaign,campaign,,
AR03111702156684558337,ANDY KIM FOR CONGRESS,us house,campaign,,WMPID1179,H8NJ03206
AR16280988054284402689,KAYE KORY FOR HOUSE OF DELEGATES,down ballot,campaign,campaign,,
AR06755030417465671681,"DAVID TRONE FOR CONGRESS, INC",us house,campaign,,WMPID987,H6MD08549
AR14704918056618950657,FRIENDS OF ROSEMARY BROWN,down ballot,campaign,campaign,,
AR11894482017225539585,"PROGRESSIVE SOURCE COMMUNICATIONS, LLC",,group,group,,
AR03926769851477000193,AD ASTRA GROUP LLC,,group,group,,
AR04553614624611631105,"ORBIT INTERACTIVE, INC.",,group,group,,
AR15929048675884466177,South Dakota Strong,,group,group,,
AR17548751349389197313,"Workforce Fairness Institute, Inc.",,group,group,,
AR08132089841295818753,Friends of Carmen Quinones,down ballot,campaign,campaign,,
AR17140014498833235969,Nathan Hochman For Attorney General 2022,down ballot,campaign,campaign,,
AR08188019523899621377,GRAND CENTURY MEDIA INC.,,group,group,,
