advertiser_id,advertiser_name,public_ids_list,public_id_short,CMTE_ID,ein_id,date_wmpcoded,wmp_candidate,wmp_office,wmp_spontype,wmp_spontypelong,wmp_govtorcand,wmp_notes,search_status,search_terms,search_type,search_notes,needs_further_coding,cand_fav,cand_tar,sponsor_name,sponsor_cmag,wmp_dateout,wmp_datein,pres_fecid,sen_fecid,hse_fecid,sen_cycle,hse_cycle,sen_state,hse_state,pres_party,sen_party,hse_party,pres_cdstatus,sen_cdstatus,hse_cdstatus,hse_district,wmp_pres,wmp_sen,wmp_hse,wmp_gov,cmte_fecid,cmte_party,LINKAGE_ID,CMTE_TP,CMTE_DSGN,wmp_groupflag,wmp_multisponsor,CAND_ELECTION_YR,FEC_ELECTION_YR,type_cmag,type_scsp,wmp_grouptype,cycle2020_cd,disclosure
AR221099350120464384,RYAN WALKER,,,,,12/2/2020,,,candidate for another office,candidate for another office,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR288381902597914624,HEALTHCARE RISING AZ - SEIU-UHW,EIN ID 84-2053390,84-2053390,,84-2053390,10/27/2020,,,group,group,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR230175681168801792,SANTABARBARA FOR ASSEMBLY,EIN ID 27-2810956,27-2810956,,27-2810956,12/2/2020,,,candidate for another office,candidate for another office,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR22286963256066048,NANCY MACE FOR CONGRESS,FEC ID C00710103,C00710103,C00710103,,8/11/2020,,us house,campaign,campaign,1,,,,,,,"MACE, NANCY",,"MACE, NANCY","MACE, NANCY",,,,,H0SC01394,,,,SC,,,REP,,,CHALLENGER,1,0,0,1,0,,,,,,0,0,2020,2020,0,0,,1,
AR104356641457045504,FRIENDS OF ROBYN VINING,EIN ID 82-5193419,82-5193419,,82-5193419,12/2/2020,,,candidate for another office,candidate for another office,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR201232137079226368,TAX FOUNDATION,EIN ID 52-1703065,52-1703065,,52-1703065,12/2/2020,,,group,group,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR160260416818118656,PAC FOR A CHANGE,FEC ID C00342048,C00342048,C00342048,,12/2/2020,,,group,group,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR492026162030051328,CATHOLICVOTE.ORG,EIN ID 20-2603413,20-2603413,,20-2603413,12/2/2020,,,group,group,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR422757479235977216,THE COMMITTEE TO ELECT TARAH TOOHIL,EIN ID 27-1823248,27-1823248,,27-1823248,12/2/2020,,,candidate for another office,candidate for another office,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR506579778971631616,DRISCOLL FOR CONGRESS,FEC ID C00732107,C00732107,C00732107,,8/11/2020,,us house,campaign,campaign,1,,,,,,,"DRISCOLL, DAN",,"DRISCOLL, DAN","DRISCOLL, DAN",,,,,H0NC11258,,,,NC,,,REP,,,OPEN,11,0,0,1,0,,,,,,0,0,2020,2020,0,0,,1,
AR15038501569429504,TOVAR FOR ARIZONA,EIN ID 46-5287091,46-5287091,,46-5287091,12/2/2020,,,candidate for another office,candidate for another office,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR412540267434868736,DAN LAUGHLIN COMMITTEE TO ELECT,EIN ID 81-1389990,81-1389990,,81-1389990,12/2/2020,,,candidate for another office,candidate for another office,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR137471732662403072,GUIDO WEISS FOR CONGRESS,FEC ID C00737320,C00737320,C00737320,,8/11/2020,,us house,campaign,campaign,1,,,,,,,"WEISS, GUIDO",,"WEISS, GUIDO","WEISS, GUIDO",,,,,H0FL21144,,,,FL,,,DEM,,,CHALLENGER,21,0,0,1,0,,,,,,0,0,2020,2020,0,0,,1,
AR561520107268866048,MIGHTY OAKS FOUNDATION,EIN ID 45-3159170,45-3159170,,45-3159170,12/2/2020,,,group,group,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR71405721081610240,DEB FISCHER FOR US SENATE INC,EIN ID 45-2584451,45-2584451,,45-2584451,9/10/2020,,us senate,campaign,campaign,1,,,,,,,"FISCHER, DEBRA S.",,"FISCHER, DEBRA S.","FISCHER, DEBRA S.",,,,S2NE00094,,2024,,NE,,,REP,,,INCUMBENT,,,0,1,0,0,,,,,,0,0,,,0,0,,0,
AR99210377283239936,KAREN MCDONALD FOR PROSECUTOR,EIN ID 83-4650108,83-4650108,,83-4650108,12/2/2020,,,candidate for another office,candidate for another office,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR473185205654388736,BETTER COLORADO ALLIANCE,EIN ID 83-2505764,83-2505764,,83-2505764,12/2/2020,,,group,group,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR204005311562907648,"WORKING ASSETS FUNDING SERVICE, INC.",EIN ID 94-2987585,94-2987585,,94-2987585,12/2/2020,,,group,group,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR79668207366963200,DEVOLDER-SANTOS FOR CONGRESS,FEC ID C00721365,C00721365,C00721365,,8/11/2020,,us house,campaign,campaign,1,,,,,,,"DEVOLDER-SANTOS, GEORGE ANTHONY",,"DEVOLDER-SANTOS, GEORGE ANTHONY","DEVOLDER-SANTOS, GEORGE ANTHONY",,,,,H0NY03083,,,,NY,,,REP,,,CHALLENGER,3,0,0,1,0,,,,,,0,0,2020,2020,0,0,,1,
AR365627198654119936,LAUREN BAER FOR CONGRESS,FEC ID C00652594,C00652594,C00652594,,8/11/2020,,us house,campaign,campaign,1,need candidate name from full fec file (not a 2020 cand),,,,,,,,,,,,,,H8FL18028,,2018,,,,,,,,,,0,0,1,0,,,,,,0,0,2018,2020,0,0,,0,
AR523570325997223936,MAZHIL RAJENDRAN LLC,EIN ID 84-3638106,84-3638106,,84-3638106,12/2/2020,,,candidate for another office,candidate for another office,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR70864005446500352,LANCE GOODEN FOR CONGRESS COMMITTEE,EIN ID 82-3564274,82-3564274,,82-3564274,10/27/2020,,us house,campaign,campaign,1,,,,,,,"GOODEN, LANCE",,"GOODEN, LANCE","GOODEN, LANCE",,,,,H8TX05144,,,,TX,,,REP,,,INCUMBENT,5,0,0,1,0,,,,,,0,0,,,0,0,,1,
AR430653209673990144,MISSISSIPPI DEMOCRATIC PARTY,FEC ID C00149641,C00149641,C00149641,,12/2/2020,,,group,group,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR573874700954894336,MAX ROSE FOR CONGRESS,FEC ID C00652248,C00652248,C00652248,,8/11/2020,,us house,campaign,campaign,1,,,,,,,"ROSE, MAX",,"ROSE, MAX","ROSE, MAX",,,,,H8NY11113,,,,NY,,,DEM,,,INCUMBENT,11,0,0,1,0,,,,,,0,0,2020,2020,0,0,,1,
AR237026600682520576,FRIENDS OF JOHN CHURA,EIN ID 84-5005079,84-5005079,,84-5005079,12/2/2020,,,candidate for another office,candidate for another office,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR347703784731836416,BECCHI FOR CONGRESS,EIN ID 84-2216729,84-2216729,,84-2216729,9/10/2020,,us house,campaign,campaign,1,,,,,,,"BECCHI, ROSEMARY",,"BECCHI, ROSEMARY","BECCHI, ROSEMARY",,,,,H0NJ07279,,,,NJ,,,REP,,,CHALLENGER,11,0,0,1,0,,,,,,0,0,,,0,0,,1,
AR181859704270487552,MAXWELL RYMER,,,,,12/2/2020,,,candidate for another office,candidate for another office,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR483341394560155648,IVOTE CIVIC EDUCATION FUND INC,EIN ID 46-2672249,46-2672249,,46-2672249,10/27/2020,,,group,group,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR30927887699804160,MARIE NEWMAN FOR CONGRESS,FEC ID C00636670,C00636670,C00636670,,8/11/2020,,us house,campaign,campaign,1,,,,,,,"NEWMAN, MARIE",,"NEWMAN, MARIE","NEWMAN, MARIE",,,,,H8IL03102,,,,IL,,,DEM,,,CHALLENGER,3,0,0,1,0,,,,,,0,0,2020,2020,0,0,,1,
AR569126322551390208,DR BISHAM SINGH FOR CONGRESS,EIN ID 84-4246077,84-4246077,,84-4246077,9/10/2020,,us house,campaign,campaign,1,,,,,,,"SINGH, BISHAM DR.",,"SINGH, BISHAM DR.","SINGH, BISHAM DR.",,,,,H0MI10303,,,,MI,,,REP,,,OPEN,10,0,0,1,0,,,,,,0,0,,,0,0,,1,
AR10924747533582336,HELLER FOR SENATE,FEC ID C00494229,C00494229,C00494229,,8/11/2020,,us senate,campaign,campaign,1,need candidate name from full fec file (not a 2020 cand),,,,,,,,,,,,,S2NV00183,,,,,,,,,,,,,0,1,0,0,,,,,,0,0,2018,2020,0,0,,1,
AR209389688723603456,JEFF HAYDEN FOR SENATE,EIN ID 38-3848718,38-3848718,,38-3848718,9/10/2020,,,candidate for another office,candidate for another office,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR30128611465887744,CARLOS GIMENEZ FOR CONGRESS,FEC ID C00735985,C00735985,C00735985,,8/11/2020,,us house,campaign,campaign,1,,,,,,,"GIMENEZ, CARLOS",,"GIMENEZ, CARLOS","GIMENEZ, CARLOS",,,,,H0FL26036,,,,FL,,,REP,,,CHALLENGER,26,0,0,1,0,,,,,,0,0,2020,2020,0,0,,1,
AR260955615835193344,JON HOLLIS 4 CONGRESS,FEC ID C00710129,C00710129,C00710129,,8/11/2020,,us house,campaign,campaign,1,,,,,,,"HOLLIS, JON",,"HOLLIS, JON","HOLLIS, JON",,,,,H0TX32103,,,,TX,,,REP,,,CHALLENGER,32,0,0,1,0,,,,,,0,0,2020,2020,0,0,,1,
AR42477913752207360,BRIAN CHISM FOR STATE REPRESENTATIVE,EIN ID 84-4139297,84-4139297,,84-4139297,12/2/2020,,,candidate for another office,candidate for another office,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR367015675681570816,FRIENDS OF DAVID PERDUE,FEC ID C00705871,C00705871,C00705871,,8/11/2020,,us senate,campaign,campaign,1,,,,,,,"PERDUE, DAVID",,"PERDUE, DAVID","PERDUE, DAVID",,,,S4GA11285,,,,GA,,,REP,,,INCUMBENT,,,0,1,0,0,,,,,,0,0,2020,2020,0,0,,1,
AR208530557825449984,VOTE DONNA US CONGRESS,FEC ID C00710475,C00710475,C00710475,,10/27/2020,,us house,campaign,campaign,1,,,,,,,"IMAM, DONNA",,"IMAM, DONNA","IMAM, DONNA",,,,,H0TX31097,,,,TX,,,DEM,,,CHALLENGER,31,0,0,1,0,,,,,,0,0,,,0,0,,1,
AR44896564455407616,CARLA FOR CT,EIN ID 85-0930886,85-0930886,,85-0930886,12/2/2020,,,candidate for another office,candidate for another office,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR62007233126334464,MICHELLE STEEL FOR CONGRESS,FEC ID C00704981,C00704981,C00704981,,8/11/2020,,us house,campaign,campaign,1,,,,,,,"STEEL, MICHELLE",,"STEEL, MICHELLE","STEEL, MICHELLE",,,,,H0CA48198,,,,CA,,,REP,,,CHALLENGER,48,0,0,1,0,,,,,,0,0,2020,2020,0,0,,1,
AR512826104529027072,LYKE FOR CONGRESS,FEC ID C00726992,C00726992,C00726992,,8/11/2020,,us house,campaign,campaign,1,,,,,,,"LYKE, KRISTINA",,"LYKE, KRISTINA","LYKE, KRISTINA",,,,,H0MI08158,,,,MI,,,REP,,,CHALLENGER,8,0,0,1,0,,,,,,0,0,2020,2020,0,0,,1,
AR572981553915756544,COLLEEN BURTON CAMPAIGN,EIN ID 46-2379528,46-2379528,,46-2379528,12/2/2020,,,candidate for another office,candidate for another office,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR528291628926894080,WILD MONTANA ACTION FUND,EIN ID 84-3554059,84-3554059,,84-3554059,12/2/2020,,,group,group,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR187619152335208448,COONEY FOR MONTANA,EIN ID 84-2307075,84-2307075,,84-2307075,12/2/2020,,,candidate for another office,candidate for another office,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR62627563842830336,LEADERSHIP CENTER FOR ATTORNEY GENERAL STUDIES,EIN ID 84-3726976,84-3726976,,84-3726976,12/2/2020,,,group,group,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR87822391756980224,FRIENDS OF DANA BALTER,FEC ID C00655183,C00655183,C00655183,,8/11/2020,,us house,campaign,campaign,1,,,,,,,"BALTER, DANA",,"BALTER, DANA","BALTER, DANA",,,,,H8NY24090,,,,NY,,,DEM,,,CHALLENGER,24,0,0,1,0,,,,,,0,0,2020,2020,0,0,,1,
AR172501760806486016,RURAL ARIZONA ACTION,EIN ID 83-4660479,83-4660479,,83-4660479,12/2/2020,,,group,group,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR183886241639432192,FRIENDS OF JACOB CAMPBELL INC,EIN ID 83-4657758,83-4657758,,83-4657758,12/2/2020,,,candidate for another office,candidate for another office,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR85273036609028096,MOE BROWN FOR CONGRESS,FEC ID C00736694,C00736694,C00736694,,8/11/2020,,us house,campaign,campaign,1,,,,,,,"BROWN, MAURICUS",,"BROWN, MAURICUS","BROWN, MOE",,,,,H0SC05056,,,,SC,,,DEM,,,CHALLENGER,5,0,0,1,0,,,,,,0,0,2020,2020,0,0,,1,
AR158852148581367808,FRIENDS OF PAM IOVINO,EIN ID 82-4980781,82-4980781,,82-4980781,12/2/2020,,,candidate for another office,candidate for another office,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR265047929394298880,REPUBLICAN GOVERNORS ASSOCIATION,EIN ID 11-3655877,11-3655877,,11-3655877,12/2/2020,,,group,group,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR482377260301549568,BRIDGET FLEMING FOR CONGRESS,FEC ID C00728832,C00728832,C00728832,,8/11/2020,,us house,campaign,campaign,1,,,,,,,"FLEMING, BRIDGET",,"FLEMING, BRIDGET","FLEMING, BRIDGET",,,,,H0NY01202,,,,NY,,,DEM,,,CHALLENGER,1,0,0,1,0,,,,,,0,0,2020,2020,0,0,,1,
AR399156187267858432,PLANNED PARENTHOOD MAINE ACTION FUND,EIN ID 46-5689688,46-5689688,,46-5689688,12/2/2020,,,group,group,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR571633140343242752,MIKEBLOOMBERG.COM LLC,EIN ID 26-0521901,26-0521901,,26-0521901,6/30/2020,,,group,group,0,Appeared after he dropped out,,,,,,,,MIKEBLOOMBERG.COM LLC,MIKEBLOOMBERG.COM LLC,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR66093842968870912,HARLEY ROUDA FOR CONGRESS,FEC ID C00633982,C00633982,C00633982,,8/11/2020,,us house,campaign,campaign,1,,,,,,,"ROUDA, HARLEY E JR",,"ROUDA, HARLEY E JR","ROUDA, HARLEY",,,,,H8CA48035,,,,CA,,,DEM,,,INCUMBENT,48,0,0,1,0,,,,,,0,0,2020,2020,0,0,,1,
AR382988968293040128,RUTIGLIANO FOR TRUMBULL,EIN ID 82-3995264,82-3995264,,82-3995264,12/2/2020,,,candidate for another office,candidate for another office,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR278642291160121344,LAFRANCE FOR ALASKA,EIN ID 85-2770824,85-2770824,,85-2770824,12/2/2020,,,candidate for another office,candidate for another office,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR28386572730630144,COALITION FOR SAFE AND SECURE DATA,EIN ID 84-3426648,84-3426648,,84-3426648,12/2/2020,,,group,group,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR444641540199940096,"JOHN WARD FOR CONGRESS, INC.",FEC ID C00657841,C00657841,C00657841,,8/11/2020,,us house,campaign,campaign,1,need candidate name from full fec file (not a 2020 cand),,,,,,,,,,,,,,H8FL06122,,2018,,,,,,,,,,0,0,1,0,,,,,,0,0,2018,2020,0,0,,0,
AR533408756042563584,FRIENDS OF KATIE BOSHART GLASER,EIN ID 84-4747450,84-4747450,,84-4747450,12/2/2020,,,candidate for another office,candidate for another office,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR415268430661287936,COMMITTEE TO ELECT KENDRA CLEARY,EIN ID 85-0992162,85-0992162,,85-0992162,12/2/2020,,,candidate for another office,candidate for another office,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR406990070176808960,JENE FOR ARKANSAS,EIN ID 82-4470439,82-4470439,,82-4470439,12/2/2020,,,candidate for another office,candidate for another office,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR511698761513172992,ASHLEY FOR ARKANSAS,EIN ID 84-2057144,84-2057144,,84-2057144,12/2/2020,,,candidate for another office,candidate for another office,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR312778416350822400,ENGEL FOR CONGRESS,FEC ID C00236513,C00236513,C00236513,,8/11/2020,,us house,campaign,campaign,1,,,,,,,"ENGEL, ELIOT L.",,"ENGEL, ELIOT L.","ENGEL, ELIOT",,,,,H8NY19058,,,,NY,,,DEM,,,INCUMBENT,16,0,0,1,0,,,,,,0,0,2020,2020,0,0,,1,
AR306736874834100224,CANNING FOR CONGRESS,FEC ID C00707505,C00707505,C00707505,,8/11/2020,,us house,campaign,campaign,1,,,,,,,"CANNING, DOYLE",,"CANNING, DOYLE","CANNING, DOYLE",,,,,H0OR04099,,,,OR,,,DEM,,,CHALLENGER,4,0,0,1,0,,,,,,0,0,2020,2020,0,0,,1,
AR566239692211617792,MICK RICH FOR US SENATE,FEC ID C00633255,C00633255,C00633255,,12/15/2019,,us senate,campaign,campaign,1,,,,,,,"RICH, MICK",,"RICH, MICK","RICH, MICK",,,,S8NM00200,,,,NM,,,REP,,,OPEN,,,0,1,0,0,,,224247,S,A,0,0,,,0,0,,1,
AR299731473936678912,VAN HOLLEN FOR SENATE,FEC ID C00573758,C00573758,C00573758,,9/8/2020,,us senate,campaign,campaign,1,,,,,,,,,"VAN HOLLEN, CHRIS","VAN HOLLEN, CHRIS",,,,S6MD03441,,2022,,MD,,,DEM,,,INCUMBENT,,,0,1,0,0,C00573758,,,,,0,0,,,0,0,,0,
AR75218140211970048,"PETE FOR AMERICA, INC",EIN ID 83-3156822,83-3156822,,83-3156822,9/19/2019,Buttigieg,president,campaign,campaign,1,,,,,,,"BUTTIGIEG, PETE",,"BUTTIGIEG, PETE","BUTTIGIEG, PETE",3/1/2020,4/14/2019,,,,,,,,,,,,,,,1,0,0,0,,,,,,0,0,,,0,0,,1,
AR286081037077839872,CAMPAIGN TO ELECT CELESTE WILLIAMS,FEC ID C00709667,,C00709667,,10/13/2020,,us house,campaign,campaign,1,,,,,,,"WILLIAMS, CELESTE SARENE",,"WILLIAMS, CELESTE SARENE","WILLIAMS, CELESTE",,,,,H0AR03105,,,,AR,,,DEM,,,CHALLENGER,3,0,0,1,0,C00709667,DEM,,,,0,0,,,0,0,,1,
AR73365463119167488,MARK KELLY FOR SENATE,FEC ID C00696526,C00696526,C00696526,,12/15/2019,,us senate,campaign,campaign,1,,,,,,,"KELLY, MARK",,"KELLY, MARK","KELLY, MARK",,,,S0AZ00350,,,,AZ,,,DEM,,,CHALLENGER,,,0,1,0,0,,,225862,S,P,0,0,,,0,0,,1,
AR67405491621330944,NITHYA RAMAN FOR CITY COUNCIL 2020 GENERAL,EIN ID 84-5006195,84-5006195,,84-5006195,12/2/2020,,,candidate for another office,candidate for another office,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR226705897349447680,CHERI HELT FOR STATE REPRESENTATIVE,EIN ID 82-4196733,82-4196733,,82-4196733,12/2/2020,,,candidate for another office,candidate for another office,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR499235110017564672,"CHRISTIAN COOMER CAMPAIGN, LLC",EIN ID 27-2473032,27-2473032,,27-2473032,12/2/2020,,,candidate for another office,candidate for another office,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR513997977765806080,SCHNEIDER FOR CONGRESS,FEC ID C00495952,C00495952,C00495952,,10/27/2020,,us house,campaign,campaign,1,,,,,,,"SCHNEIDER, BRADLEY SCOTT",,"SCHNEIDER, BRADLEY SCOTT","SCHNEIDER, BRAD",,,,,H2IL10068,,,,IL,,,DEM,,,INCUMBENT,10,0,0,1,0,,,,,,0,0,,,0,0,,1,
AR508521310347853824,VOLUNTEERS FOR AGRICULTURE,EIN ID 39-1633069,39-1633069,,39-1633069,12/2/2020,,,group,group,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR253569577756131328,JENNIFER PAWLIK FOR AZ,EIN ID 81-0970447,81-0970447,,81-0970447,12/2/2020,,,candidate for another office,candidate for another office,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR396046081189740544,JUSTICE 2020,EIN ID 83-4317008,83-4317008,,83-4317008,12/2/2020,,,group,group,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR182061533373661184,PATIENTS FOR AFFORDABLE DRUGS ACTION,FEC ID C00680926,C00680926,C00680926,,5/11/2020,,,group,group,0,,,,,,,,,PATIENTS FOR AFFORDABLE DRUGS ACTION,PATIENTS FOR AFFORDABLE DRUGS ACTION,,,,,,,,,,,,,,,,,0,0,0,0,C00680926,,,,,1,0,,,1,0,,,
AR381094647197335552,FRIENDS OF ED THOMPSON,EIN ID 83-2153841,83-2153841,,83-2153841,12/2/2020,,,candidate for another office,candidate for another office,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR53772509509582848,MORGAN MEYER FOR TEXAS,EIN ID 46-3137801,46-3137801,,46-3137801,12/2/2020,,,candidate for another office,candidate for another office,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR40970689468956672,JOHNNY KHAMIS - INDEPENDENT FOR STATE SENATE DISTRICT 15 2020,EIN ID 83-2599236,83-2599236,,83-2599236,9/10/2020,,,candidate for another office,candidate for another office,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR100293190078169088,DYLAN BILLINGS FOR SENATE,FEC ID C00714477,C00714477,C00714477,,12/15/2019,,us senate,campaign,campaign,1,,,,,,,"BILLINGS, DYLAN DR.",,"BILLINGS, DYLAN DR.","BILLINGS, DYLAN DR.",,,,S0OK00339,,,,OK,,,DEM,,,CHALLENGER,,,0,1,0,0,,,228896,S,P,0,0,,,0,0,,1,
AR17476599884546048,LINEHAN FOR LEGISLATURE,EIN ID 81-1049959,81-1049959,,81-1049959,12/2/2020,,,candidate for another office,candidate for another office,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR375244764301230080,JOSH WINEGARNER FOR CONGRESS,FEC ID C00723536,C00723536,C00723536,,8/11/2020,,us house,campaign,campaign,1,,,,,,,"WINEGARNER, JOSH",,"WINEGARNER, JOSH","WINEGARNER, JOSH",,,,,H0TX13129,,,,TX,,,REP,,,OPEN,13,0,0,1,0,,,,,,0,0,2020,2020,0,0,,1,
AR170267278300938240,"GUERRILLA FUNK RECORDINGS AND FILMWORKS, LLC",EIN ID 61-1956495,61-1956495,,61-1956495,12/2/2020,,,group,group,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR7610613329035264,ELECT MICHELLE UDALL,Registered in Arizona 201600496,,,,9/28/2020,,,candidate for another office,candidate for another office,0,,0,udall,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR393609425983635456,RAY WARD COMMITTEE TO ELECT,EIN ID 47-1787261,47-1787261,,47-1787261,12/2/2020,,,candidate for another office,candidate for another office,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR134527103084265472,AFSCME SPECIAL ACCOUNT,EIN ID 91-2064198,91-2064198,,91-2064198,10/27/2020,,,group,group,0,,1,,,,,,,AFSCME,AFSCME,,,,,,,,,,,,,,,,,0,0,0,0,,DEM,,,,1,0,,,1,0,,,
AR109214489986990080,CORY BOOKER FOR SENATE,FEC ID C00540500,C00540500,C00540500,,9/19/2019,Booker,multiple,campaign,campaign,1,Senate,,,,,,"BOOKER, CORY",,"BOOKER, CORY","BOOKER, CORY",1/13/2020,2/1/2019,,S4NJ00185,,,,NJ,,,DEM,,,INCUMBENT,,,1,1,0,0,,,222824,S,P,0,0,,,0,0,,1,
AR381843826932711424,DEMAND THE VOTE,FEC ID C00761759,C00761759,C00761759,,12/2/2020,,,group,group,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR507777353292709888,BECKY GROSSMAN FOR CONGRESS,FEC ID C00720482,C00720482,C00720482,,8/11/2020,,us house,campaign,campaign,1,,,,,,,"GROSSMAN, REBECCA WALKER",,"GROSSMAN, REBECCA WALKER","GROSSMAN, BECKY",,,,,H0MA04168,,,,MA,,,DEM,,,CHALLENGER,4,0,0,1,0,,,,,,0,0,2020,2020,0,0,,1,
AR57659970308538368,THE DEMOCRATIC SENATE ACTION COMMITTEE,FEC ID C00756965,C00756965,C00756965,,10/27/2020,,,group,group,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,DEM,,,,0,0,,,0,0,,,
