wmpid,genelect_cd,CurrCand,cand_name,cand_id,cand_office,cand_office_st,cand_office_dist,cand_party_affiliation,cand_incumbent_challenger_open_s,dateadded_cd,office_wapo,result_wapo,primarydate_wapo,trumpe_wapo,gender_wmp,gender_crp,latino_wmp,latino_crp,race_wmp,race_crp1,race_crp2,race_crpmena,hse_cmpt_gen,full_name,first_name,last_name
WMPID3646,0,,"DAVISON, JUSTIN KEITH",H2SC07199,H,SC,7,REP,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,White,W,NULL,NULL,0,Justin Keith Davison,Justin Keith,Davison
WMPID3373,0,,"SPURLOCK, JEANETTE M",H2SC07207,H,SC,7,REP,CHALLENGER,6/7/2022,,,,0,F,F,,NULL,White,W,NULL,NULL,0,Jeanette Spurlock,Jeanette,Spurlock
WMPID1798,0,,"DUNN, TOM",H2SC07215,H,SC,7,REP,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,White,W,NULL,NULL,0,Tom Dunn,Tom,Dunn
WMPID2887,0,,"REICHERT, STEVE",H2SC07223,H,SC,7,REP,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,White,W,NULL,NULL,0,Steve Reichert,Steve,Reichert
WMPID2757,0,,"ARTHUR, BARBARA MRS.",H2SC07231,H,SC,7,REP,CHALLENGER,6/7/2022,,,,0,F,F,1,Y,Hispanic/Latino,H,W,N,0,Barbara Arthur,Barbara,Arthur
WMPID3244,0,,"COOPER, BRANDON SHAW MR.",H2SC07249,H,SC,7,REP,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Brandon Shaw Cooper,Brandon Shaw,Cooper
WMPID4087,0,,"ALLEN, GRAHAM",H2SC07256,H,SC,7,REP,CHALLENGER,6/7/2022,,,,0,M,M,0,N,White,W,NULL,N,0,Graham Allen,Graham,Allen
WMPID4634,0,,"BUSHAY, LOUIS",H2SC07264,H,SC,7,REP,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Louis Bushay,Louis,Bushay
WMPID2462,0,,"MCBRIDE, MARK STRUTHERS",H2SC07272,H,SC,7,REP,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,White,W,NULL,NULL,0,Mark Struthers Mcbride,Mark Struthers,Mcbride
WMPID2653,1,Y,"FRY, RUSSELL",H2SC07280,H,SC,7,REP,CHALLENGER,6/7/2022,House,Won,14-Jun,1,M,M,,NULL,White,W,NULL,NULL,0,Russell Fry,Russell,Fry
WMPID4508,0,,"BARTON, GARRETT DR.",H2SC07298,H,SC,7,REP,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,White,W,NULL,NULL,0,Garrett Barton,Garrett,Barton
WMPID1815,0,,"MORRIS, SPENCER ALLEN",H2SC07306,H,SC,7,REP,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,White,W,NULL,NULL,0,Spencer Allen Morris,Spencer Allen,Morris
WMPID4167,1,Y,"SCOTT, DARYL",H2SC07314,H,SC,7,DEM,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,Black,B,NULL,NULL,0,Daryl Scott,Daryl,Scott
WMPID2936,0,,"GOLDIAMOND, SOLOMON DAVID",H2SC44010,H,SC,44,REP,CHALLENGER,6/7/2022,,,,0,UNK,,,,NULL,,,,0,Solomon David Goldiamond,Solomon David,Goldiamond
WMPID5122,1,Y,"DUPREL, COLLIN",H2SD00142,H,SD,0,LIB,CHALLENGER,9/29/2022,,,,,UNK,NULL,,NULL,NULL,NULL,NULL,NULL,0,Collin Duprel,Collin,Duprel
WMPID4722,0,,"HOWARD, TAFFY",H2SD01041,H,SD,0,REP,CHALLENGER,6/7/2022,,,,0,F,F,,NULL,White,W,NULL,NULL,0,Taffy Howard,Taffy,Howard
WMPID1697,0,,"RYDER, RYAN",H2SD01058,H,SD,0,DEM,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,White,W,NULL,NULL,0,Ryan Ryder,Ryan,Ryder
WMPID4286,1,Y,"PARSONS, CAMERON",H2TN01106,H,TN,1,DEM,CHALLENGER,6/7/2022,,,,0,M,M,0,N,White,W,NULL,N,0,Cameron Parsons,Cameron,Parsons
WMPID3962,0,,"WYATT, GARY AUSTIN",H2TN01114,H,TN,1,REP,CHALLENGER,6/7/2022,,,,0,UNK,,,,NULL,,,,0,Gary Austin Wyatt,Gary Austin,Wyatt
WMPID5023,1,Y,"MAKROM, AHMED MATTHEW",H2TN01122,H,TN,1,IND,,8/5/2022,,,,,M,M,,NULL,NULL,NULL,NULL,NULL,0,Ahmed Matthew Makrom,Ahmed Matthew,Makrom
WMPID3099,1,Y,"HARMON, MARK DESMOND DR.",H2TN02120,H,TN,2,DEM,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,White,W,NULL,NULL,0,Mark Desmond Harmon,Mark Desmond,Harmon
WMPID4062,0,,"LINDSEY, BABO",H2TN03185,H,TN,3,DEM,CHALLENGER,6/7/2022,,,,0,UNK,,,,NULL,,,,0,Babo Lindsey,Babo,Lindsey
WMPID2337,0,,"LINDSEY, LUCY JELLYBEAN",H2TN03193,H,TN,3,IND,CHALLENGER,6/7/2022,,,,0,UNK,,,,NULL,,,,0,Lucy Jellybean Lindsey,Lucy Jellybean,Lindsey
WMPID4274,0,,"DOSS, NATHANIEL MR. III",H2TN03201,H,TN,3,DEM,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Nathaniel III Doss,Nathaniel III,Doss
WMPID4260,0,,"GORMAN, MARY",H2TN03219,H,TN,3,DEM,CHALLENGER,6/7/2022,,,,0,UNK,,,,NULL,,,,0,Mary Gorman,Mary,Gorman
WMPID1843,0,,"MORGAN, KENNETH FARRELL MR. SR",H2TN03227,H,TN,3,REP,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Kenneth Farrell Sr Morgan,Kenneth Farrell Sr,Morgan
WMPID2562,0,,"ADAMS, MATT",H2TN03235,H,TN,3,DEM,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Matt Adams,Matt,Adams
WMPID1567,0,,"CASEY, SANDY FOR",H2TN03243,H,TN,3,REP,CHALLENGER,6/7/2022,,,,0,OTHER,U,,NULL,NULL,NULL,NULL,NULL,0,Sandy For Casey,Sandy For,Casey
WMPID3709,0,,"HOOD, GERALD W. MR III",H2TN04274,H,TN,4,REP,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Gerald III Hood,Gerald III,Hood
WMPID3950,0,,"MEYER, LAWRENCE N. D.",H2TN04282,H,TN,4,REP,CHALLENGER,6/7/2022,,,,0,M,M,0,N,White,W,NULL,N,0,Lawrence Meyer,Lawrence,Meyer
WMPID2587,1,Y,"BENSON, CLYDE",H2TN04290,H,TN,4,REP,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Clyde Benson,Clyde,Benson
WMPID3810,0,,"MEYER, LAWRENCE DOUG",H2TN04308,H,TN,4,REP,CHALLENGER,6/7/2022,,,,0,UNK,,,,NULL,,,,0,Lawrence Doug Meyer,Lawrence Doug,Meyer
WMPID5004,0,,"WHITE, ARNOLD J.",H2TN04316,H,TN,4,DEM,,8/5/2022,,,,,M,M,,NULL,NULL,NULL,NULL,NULL,0,Arnold White,Arnold,White
WMPID1964,0,,"MCKNIGHT, QUINCY",H2TN05297,H,TN,5,REP,OPEN,6/7/2022,,,,0,M,M,,NULL,Black,B,NULL,NULL,0,Quincy Mcknight,Quincy,Mcknight
WMPID1700,1,Y,"KELLY, JACQUELYN ODESSA",H2TN05305,H,TN,7,DEM,OPEN,6/7/2022,,,,0,F,F,0,N,Black,B,NULL,N,0,Jacquelyn Odessa Kelly,Jacquelyn Odessa,Kelly
WMPID2705,1,Y,"SHANNON, RICHARD ALAN MR. JR.",H2TN05313,H,TN,5,IND,OPEN,6/7/2022,,,,0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Richard Alan Jr. Shannon,Richard Alan Jr.,Shannon
WMPID3813,0,,"NEWSOM, ROBERT STARBUCK",H2TN05321,H,TN,5,REP,OPEN,6/7/2022,,,,0,UNK,,,,NULL,,,,0,Robert Starbuck Newsom,Robert Starbuck,Newsom
WMPID4686,0,,"STARBUCK, ROBBY",H2TN05339,H,TN,5,REP,OPEN,6/7/2022,,,,0,M,M,1,Y,Hispanic/Latino,H,NULL,N,0,Robby Starbuck,Robby,Starbuck
WMPID2464,0,,"BROOKS, NATISHA LOUISE",H2TN05347,H,TN,5,REP,OPEN,6/7/2022,,,,0,F,F,,NULL,NULL,NULL,NULL,NULL,0,Natisha Louise Brooks,Natisha Louise,Brooks
WMPID2256,0,,"LEE, WILLIAM BAXTER",H2TN05354,H,TN,5,REP,OPEN,6/7/2022,,,,0,M,M,,NULL,NULL,NULL,NULL,NULL,0,William Baxter Lee,William Baxter,Lee
WMPID2242,0,,"ORTAGUS, MORGAN",H2TN05362,H,TN,5,REP,OPEN,6/7/2022,House,Left race,4-Aug,1,F,F,,NULL,NULL,NULL,NULL,NULL,0,Morgan Ortagus,Morgan,Ortagus
WMPID3058,0,,"WINSTEAD, KURT",H2TN05370,H,TN,5,REP,OPEN,6/7/2022,,,,0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Kurt Winstead,Kurt,Winstead
WMPID4706,0,,"VITALLI, DAVID MH MR.",H2TN05388,H,TN,5,REP,OPEN,6/7/2022,,,,0,M,M,,NULL,NULL,NULL,NULL,NULL,0,David Vitalli,David,Vitalli
WMPID2394,0,,"BATCHELOR, GENI MRS.",H2TN05396,H,TN,5,REP,OPEN,6/7/2022,,,,0,F,F,,NULL,White,W,NULL,NULL,0,Geni Batchelor,Geni,Batchelor
WMPID2148,0,,"HARWELL, BETH",H2TN05404,H,TN,5,REP,OPEN,6/7/2022,,,,0,F,F,,NULL,White,W,NULL,NULL,0,Beth Harwell,Beth,Harwell
WMPID3239,1,Y,"BRANTLEY, DERRICK",H2TN05412,H,TN,5,IND,OPEN,6/7/2022,,,,0,M,M,,NULL,White,W,NULL,NULL,0,Derrick Brantley,Derrick,Brantley
WMPID1603,0,,"LEE, TIMOTHY BRUCE",H2TN05420,H,TN,5,REP,OPEN,6/7/2022,,,,0,M,M,0,N,White,W,NULL,N,0,Timothy Bruce Lee,Timothy Bruce,Lee
WMPID4517,1,Y,"CAMPBELL, HEIDI",H2TN05438,H,TN,5,DEM,OPEN,6/7/2022,,,,0,F,F,0,N,White,W,NULL,N,0,Heidi Campbell,Heidi,Campbell
WMPID4099,1,Y,"OGLES, ANDY",H2TN05446,H,TN,5,REP,OPEN,6/7/2022,,,,0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Andy Ogles,Andy,Ogles
WMPID4492,0,,"WITTUM, CHARLES GARFIELD III",H2TN05453,H,TN,5,REP,OPEN,6/7/2022,,,,0,M,M,,NULL,White,W,NULL,NULL,0,Charles Garfield III Wittum,Charles Garfield III,Wittum
WMPID2187,0,,"PARKS, STEWART THOMAS",H2TN05461,H,TN,5,REP,OPEN,6/7/2022,,,,0,M,M,,NULL,White,W,NULL,NULL,0,Stewart Thomas Parks,Stewart Thomas,Parks
WMPID2728,0,,"BEIERLEIN, JEFF",H2TN05479,H,TN,5,REP,OPEN,6/7/2022,,,,0,M,M,,NULL,White,W,NULL,NULL,0,Jeff Beierlein,Jeff,Beierlein
WMPID5071,1,Y,"COOPER, DANIEL J (I.O.)",H2TN05487,H,TN,5,IND,,8/5/2022,,,,,M,M,,NULL,NULL,NULL,NULL,NULL,0,I.O. Cooper,I.O.,Cooper
WMPID3088,0,,"ALLEY, JOSH",H2TN06154,H,TN,6,IND,CHALLENGER,6/7/2022,,,,0,UNK,,,,NULL,,,,0,Josh Alley,Josh,Alley
WMPID4857,1,Y,"COOPER, RANDAL DEAN",H2TN06162,H,TN,6,DEM,,6/28/2022,,,,0,M,M,0,N,White,W,NULL,N,0,Randal Dean Cooper,Randal Dean,Cooper
WMPID4978,0,,"FAIRCLOTH, CLAY",H2TN06188,H,TN,6,DEM,,8/5/2022,,,,,UNK,,,,NULL,,,,0,Clay Faircloth,Clay,Faircloth
WMPID844,1,Y,"KUSTOFF, DAVID",H2TN07103,H,TN,8,REP,INCUMBENT,6/7/2022,,,,0,M,M,0,N,White,W,NULL,N,0,David Kustoff,David,Kustoff
WMPID5163,1,Y,"HART, JAMES",H2TN08077,H,TN,8,IND,,9/29/2022,,,,,UNK,,,,NULL,,,,0,James Hart,James,Hart
WMPID3040,0,,"HENDRY, ROBERT LOUIS MR.",H2TN08150,H,TN,8,REP,CHALLENGER,6/7/2022,,,,0,M,M,0,N,White,W,NULL,N,0,Robert Louis Hendry,Robert Louis,Hendry
WMPID3508,0,,"CLOUSE, GARY DEAN DR.",H2TN08168,H,TN,8,REP,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Gary Dean Clouse,Gary Dean,Clouse
WMPID2034,0,,"MCDONALD, TIMOTHY BERNARD MR",H2TN08176,H,TN,8,DEM,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,White,W,NULL,NULL,0,Timothy Bernard Mcdonald,Timothy Bernard,Mcdonald
WMPID4950,1,Y,"WILLIAMS, LYNNETTE P. DR.",H2TN08184,H,TN,8,DEM,,7/21/2022,,,,,F,F,,NULL,NULL,NULL,NULL,NULL,0,Lynnette Williams,Lynnette,Williams
WMPID5058,0,,"BRIDGER, DANNY RAY JR.",H2TN08192,H,TN,8,REP,,8/5/2022,,,,,M,M,,NULL,NULL,NULL,NULL,NULL,0,Danny Ray Jr. Bridger,Danny Ray Jr.,Bridger
WMPID5165,1,Y,"HENLEY, RONNIE",H2TN08200,H,TN,8,IND,,10/12/2022,,,,,UNK,,,,NULL,,,,0,Ronnie Henley,Ronnie,Henley
WMPID1799,0,,"CRAIN, MARK BREWER",H2TN09208,H,TN,9,IND,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Mark Brewer Crain,Mark Brewer,Crain
WMPID2865,0,,"DUDLEY, CHARLES BROWN IV",H2TN09216,H,TN,9,REP,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Charles Brown IV Dudley,Charles Brown IV,Dudley
WMPID3715,0,,"FURRH, SAMUEL JAMES",H2TN09224,H,TN,9,IDP,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Samuel James Furrh,Samuel James,Furrh
WMPID3814,0,,"STERLING, PAUL MR",H2TN14018,H,TN,14,ICD,CHALLENGER,6/7/2022,,,,0,UNK,,,,NULL,,,,0,Paul Sterling,Paul,Sterling
WMPID3645,0,,"LEEDS, PETER MR",H2TN39015,H,TN,39,ICD,CHALLENGER,6/7/2022,,,,0,UNK,,,,NULL,,,,0,Peter Leeds,Peter,Leeds
WMPID5070,0,,"HUBBARD, STEVEN ERICH MR.",H2TN43017,H,TN,4,IND,,8/5/2022,,,,,M,M,,NULL,NULL,NULL,NULL,NULL,0,Steven Erich Hubbard,Steven Erich,Hubbard
WMPID1709,0,,"EASTWOOD, LORIMER MR",H2TN49014,H,TN,49,ICD,CHALLENGER,6/7/2022,,,,0,UNK,,,,NULL,,,,0,Lorimer Eastwood,Lorimer,Eastwood
WMPID4563,0,,"HUGHES, ANGELA M",H2TN92014,H,TN,92,DEM,CHALLENGER,6/7/2022,,,,0,UNK,,,,NULL,,,,0,Angela Hughes,Angela,Hughes
WMPID4295,0,,"CATHEY, CAITLIN CREE",H2TX00148,H,TX,0,DEM,CHALLENGER,6/7/2022,,,,0,UNK,,,,NULL,,,,0,Caitlin Cree Cathey,Caitlin Cree,Cathey
WMPID846,1,Y,"PATERSON, CLARK",H2TX01070,H,TX,37,LIB,OPEN,6/7/2022,,,,0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Clark Paterson,Clark,Paterson
WMPID2823,0,,"LEVI, ROBERT",H2TX01088,H,TX,1,IND,CHALLENGER,6/7/2022,,,,0,UNK,,,,NULL,,,,0,Robert Levi,Robert,Levi
WMPID4698,0,,"ATHOLI, ADITYA",H2TX01104,H,TX,1,REP,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,Asian/Pacific Islander,AP,NULL,NULL,0,Aditya Atholi,Aditya,Atholi
WMPID4217,1,Y,"MORAN, NATHANIEL QUENTIN",H2TX01112,H,TX,1,REP,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,White,W,NULL,NULL,0,Nathaniel Quentin Moran,Nathaniel Quentin,Moran
WMPID2849,0,,"MCDANIEL, JOSEPH STEWART II",H2TX01120,H,TX,1,REP,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,White,W,NULL,NULL,0,Joseph Stewart II Mcdaniel,Joseph Stewart II,Mcdaniel
WMPID2248,0,,"DASS, GAVIN",H2TX01138,H,TX,1,DEM,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,White,W,NULL,NULL,0,Gavin Dass,Gavin,Dass
WMPID3240,1,Y,"JEFFERSON, JRMAR",H2TX01146,H,TX,1,DEM,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Jrmar Jefferson,Jrmar,Jefferson
WMPID2291,0,,"KOCEN, STEPHEN MARTIN",H2TX01153,H,TX,1,DEM,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,White,W,NULL,NULL,0,Stephen Martin Kocen,Stephen Martin,Kocen
WMPID4297,0,,"DUNN, VICTOR D",H2TX01161,H,TX,1,DEM,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,Black,B,NULL,NULL,0,Victor Dunn,Victor,Dunn
WMPID1636,0,,"BILLAND, MICHAEL ALAN",H2TX02110,H,TX,2,REP,CHALLENGER,6/7/2022,,,,0,M,M,0,N,White,W,NULL,N,0,Michael Alan Billand,Michael Alan,Billand
WMPID2776,0,,"RODRIGUEZ, LUCIA S",H2TX02128,H,TX,2,REP,CHALLENGER,6/7/2022,,,,0,F,F,,NULL,NULL,NULL,NULL,NULL,0,Lucia Rodriguez,Lucia,Rodriguez
WMPID3140,0,,"REID, RAYNA",H2TX02136,H,TX,2,DEM,CHALLENGER,6/7/2022,,,,0,F,F,,NULL,Black,B,NULL,NULL,0,Rayna Reid,Rayna,Reid
WMPID4305,0,,"VERCETTI, TOMMY",H2TX02359,H,TX,2,LIB,CHALLENGER,6/7/2022,,,,0,UNK,,,,NULL,,,,0,Tommy Vercetti,Tommy,Vercetti
WMPID2317,0,,"GUILLORY, BRETT J",H2TX02367,H,TX,38,REP,OPEN,6/7/2022,,,,0,M,M,,NULL,White,W,NULL,NULL,0,Brett Guillory,Brett,Guillory
WMPID3403,0,,"FUK, HO LEE MR",H2TX02375,H,TX,2,DEM,CHALLENGER,6/7/2022,,,,0,UNK,,,,NULL,,,,0,Ho Lee Fuk,Ho Lee,Fuk
WMPID4285,1,Y,"FULFORD, ROBIN DAWN",H2TX02383,H,TX,2,DEM,CHALLENGER,6/7/2022,,,,0,F,F,,NULL,White,W,NULL,NULL,0,Robin Dawn Fulford,Robin Dawn,Fulford
WMPID2119,0,,"HAMMOND, GEORGE MR",H2TX02391,H,TX,2,REP,CHALLENGER,6/7/2022,,,,0,UNK,,,,NULL,,,,0,George Hammond,George,Hammond
WMPID3517,0,,"LANGELLA, LEWIS MILAM",H2TX02417,H,TX,2,REP,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,White,W,NULL,NULL,0,Lewis Milam Langella,Lewis Milam,Langella
WMPID847,1,Y,"SESSIONS, PETE",H2TX03126,H,TX,17,REP,INCUMBENT,6/7/2022,,,,0,M,M,0,N,White,W,NULL,N,0,Pete Sessions,Pete,Sessions
WMPID4012,0,,"TUCKER, TERRY",H2TX03266,H,TX,3,DEM,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,White,W,NULL,NULL,0,Terry Tucker,Terry,Tucker
WMPID1718,1,Y,"SRIVASTAVA, SANDEEP KUMAR",H2TX03274,H,TX,3,DEM,CHALLENGER,6/7/2022,,,,0,M,M,0,N,Asian/Pacific Islander,AP,NULL,N,0,Sandeep Kumar Srivastava,Sandeep Kumar,Srivastava
WMPID4306,0,,"HARP, SUZANNE CASSIMATIS",H2TX03282,H,TX,3,REP,CHALLENGER,6/7/2022,,,,0,F,F,,NULL,White,W,NULL,NULL,0,Suzanne Cassimatis Harp,Suzanne Cassimatis,Harp
WMPID4189,1,Y,"SELF, KEITH ALAN MR",H2TX03290,H,TX,3,REP,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,White,W,NULL,NULL,0,Keith Alan Self,Keith Alan,Self
WMPID2768,0,,"WILLIAMS, RICKEY",H2TX03308,H,TX,3,REP,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,White,W,NULL,NULL,0,Rickey Williams,Rickey,Williams
WMPID2868,0,,"IVANOVSKIS, JEREMY DANIEL",H2TX03316,H,TX,3,REP,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,White,W,NULL,NULL,0,Jeremy Daniel Ivanovskis,Jeremy Daniel,Ivanovskis
WMPID3109,0,,"DAVIS II, EARL WILLIAM",H2TX04108,H,TX,4,DEM,CHALLENGER,6/7/2022,,,,0,UNK,,,,NULL,,,,0,Earl William Davis Ii,Earl William,Davis Ii
WMPID1830,0,,"SHELBY, DOC MR",H2TX04116,H,TX,4,DEM,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,Black,B,NULL,NULL,0,Doc Shelby,Doc,Shelby
WMPID3054,1,Y,"OMERE, IROGHAMA C",H2TX04124,H,TX,4,DEM,CHALLENGER,6/7/2022,,,,0,F,F,0,n,Black,B,NULL,n,0,Iroghama Omere,Iroghama,Omere
WMPID1995,0,,"THOMAS, DANIEL M.",H2TX04132,H,TX,4,REP,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,White,W,NULL,NULL,0,Daniel Thomas,Daniel,Thomas
WMPID4166,0,,"HARPER, JOHN EDWARD SR.",H2TX04140,H,TX,4,REP,CHALLENGER,6/7/2022,,,,0,M,M,0,N,White,W,NULL,N,0,John Edward Sr. Harper,John Edward Sr.,Harper
WMPID5030,1,Y,"SIMMONS, JOHN",H2TX04157,H,TX,4,LIB,CHALLENGER,8/5/2022,,,,,M,M,,NULL,NULL,NULL,NULL,NULL,0,John Simmons,John,Simmons
WMPID4395,0,,"GEARING, CHARLES M.",H2TX05220,H,TX,5,DEM,CHALLENGER,6/7/2022,,,,0,M,M,0,N,White,W,NULL,N,0,Charles Gearing,Charles,Gearing
WMPID1762,0,,"BAILEY, KATHLEEN CORDELIA",H2TX05238,H,TX,5,DEM,CHALLENGER,6/7/2022,,,,0,F,F,0,N,White,W,NULL,N,0,Kathleen Cordelia Bailey,Kathleen Cordelia,Bailey
WMPID3260,1,Y,"HILL, TARTISHA A MRS.",H2TX05246,H,TX,5,DEM,CHALLENGER,6/7/2022,,,,0,F,F,0,N,Black,B,NULL,N,0,Tartisha Hill,Tartisha,Hill
WMPID3816,0,,"QUINTANILLA, CARLOS",H2TX06186,H,TX,33,DEM,CHALLENGER,6/7/2022,,,,0,M,M,1,Y,Hispanic/Latino,H,NULL,NULL,0,Carlos Quintanilla,Carlos,Quintanilla
WMPID3452,0,,"MARKLAND, MONTGOMERY L",H2TX06202,H,TX,6,REP,OPEN,6/7/2022,,,,0,UNK,,,,NULL,,,,0,Montgomery Markland,Montgomery,Markland
WMPID1710,0,,"EGAN, MICHAEL C",H2TX06228,H,TX,6,REP,OPEN,6/7/2022,,,,0,M,M,,NULL,White,W,NULL,NULL,0,Michael Egan,Michael,Egan
WMPID4642,0,,"BEAN, LYDIA",H2TX06236,H,TX,6,DEM,OPEN,6/7/2022,,,,0,F,F,,NULL,White,W,NULL,NULL,0,Lydia Bean,Lydia,Bean
WMPID2892,0,,"HINTERLONG, MATT",H2TX06244,H,TX,6,DEM,OPEN,6/7/2022,,,,0,M,M,,NULL,White,W,NULL,NULL,0,Matt Hinterlong,Matt,Hinterlong
WMPID4414,0,,"WRIGHT, SUSAN",H2TX06251,H,TX,6,REP,OPEN,6/7/2022,,,,0,F,F,0,N,White,W,NULL,N,0,Susan Wright,Susan,Wright
WMPID2400,0,,"HARRISON, BRIAN E",H2TX06269,H,TX,6,REP,OPEN,6/7/2022,,,,0,M,M,,NULL,White,W,NULL,NULL,0,Brian Harrison,Brian,Harrison
WMPID4362,0,,"HOLLOWAY, TAMMY ALLISON",H2TX06277,H,TX,6,DEM,OPEN,6/7/2022,,,,0,UNK,,,,NULL,,,,0,Tammy Allison Holloway,Tammy Allison,Holloway
WMPID2889,0,,"EDDINGS, DARYL J. MR. SR.",H2TX06285,H,TX,6,DEM,OPEN,6/7/2022,,,,0,M,M,,NULL,Black,B,NULL,NULL,0,Daryl Sr. Eddings,Daryl Sr.,Eddings
WMPID3323,0,,"WOOD, MICHAEL A.",H2TX06293,H,TX,6,REP,OPEN,6/7/2022,,,,0,M,M,,NULL,White,W,NULL,NULL,0,Michael Wood,Michael,Wood
WMPID4263,0,,"MOSES, PATRICK",H2TX06301,H,TX,6,DEM,OPEN,6/7/2022,,,,0,M,M,,NULL,Black,B,NULL,NULL,0,Patrick Moses,Patrick,Moses
WMPID3204,0,,"RODERMUND, JON TRAVIS",H2TX06319,H,TX,6,REP,OPEN,6/7/2022,,,,0,M,M,,NULL,White,W,NULL,NULL,0,Jon Travis Rodermund,Jon Travis,Rodermund
WMPID3757,0,,"LASSITER, SHAWN",H2TX06327,H,TX,6,DEM,OPEN,6/7/2022,,,,0,M,M,,NULL,Black,B,NULL,NULL,0,Shawn Lassiter,Shawn,Lassiter
WMPID461,0,,"RODIMER, DAN",H2TX06335,H,TX,6,REP,OPEN,6/7/2022,,,,0,M,M,0,N,White,W,NULL,N,0,Dan Rodimer,Dan,Rodimer
WMPID3246,0,,"KIM, SERY MS.",H2TX06343,H,TX,6,REP,OPEN,6/7/2022,,,,0,F,F,,NULL,Asian/Pacific Islander,AP,NULL,NULL,0,Sery Kim,Sery,Kim
WMPID2774,0,,"SALAZAR, MANUEL RICHARD III",H2TX06350,H,TX,6,DEM,CHALLENGER,6/7/2022,,,,0,M,M,1,Y,Hispanic/Latino,H,NULL,NULL,0,Manuel Richard III Salazar,Manuel Richard III,Salazar
WMPID4219,0,,"STEPHENSON, BRIAN K",H2TX06368,H,TX,6,DEM,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Brian Stephenson,Brian,Stephenson
WMPID1912,0,,"BALLANTINE, MICHAEL",H2TX06376,H,TX,6,REP,CHALLENGER,6/7/2022,,,,0,M,M,0,N,White,W,NULL,N,0,Michael Ballantine,Michael,Ballantine
WMPID1899,0,,"CASTRO, JOHN ANTHONY",H2TX06384,H,TX,6,REP,CHALLENGER,6/7/2022,,,,0,M,M,1,Y,Hispanic/Latino,H,NULL,NULL,0,John Anthony Castro,John Anthony,Castro
WMPID2276,0,,"BUFORD, JAMES R.",H2TX06392,H,TX,6,REP,CHALLENGER,6/7/2022,,,,0,M,M,0,N,White,W,NULL,N,0,James Buford,James,Buford
WMPID3233,1,Y,"SCAUFLAIRE, TAKONA EILEEN",H2TX06400,H,TX,6,IND,CHALLENGER,6/7/2022,,,,0,F,F,,NULL,NULL,NULL,NULL,NULL,0,Takona Eileen Scauflaire,Takona Eileen,Scauflaire
WMPID2538,0,,"PAYNE, BILL",H2TX06418,H,TX,6,REP,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Bill Payne,Bill,Payne
