cand_id,wmpid,genelect_cd,CurrCand,cand_name,cand_office,cand_office_st,cand_office_dist,cand_party_affiliation,cand_incumbent_challenger_open_s,dateadded_cd,office_wapo,result_wapo,primarydate_wapo,trumpe_wapo,gender_wmp,gender_crp,latino_wmp,latino_crp,race_wmp,race_crp1,race_crp2,race_crpmena,hse_cmpt_gen,full_name,first_name,last_name,st_dist
H2MI10184,WMPID2694,0,"","POWELL, RHONDA",H,MI,10,DEM,CHALLENGER,6/7/2022,"","","",0,F,F,,NULL,Black,B,NULL,NULL,0,Rhonda Powell,Rhonda,Powell,MI10
H2MI11224,WMPID3710,0,"","KALLUR, SUMUKH",H,MI,11,REP,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Sumukh Kallur,Sumukh,Kallur,MI11
H2MI11232,WMPID3648,0,"","DENOTTER, MATTHEW",H,MI,11,REP,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,White,W,NULL,NULL,0,Matthew Denotter,Matthew,Denotter,MI11
H2MI11240,WMPID352,0,"","ESSHAKI, ERIC",H,MI,10,REP,CHALLENGER,6/7/2022,"","","",0,UNK,"",,"",NULL,"","","",0,Eric Esshaki,Eric,Esshaki,MI10
H2MI11257,WMPID3187,0,"","BITTERMAN, JOSH",H,MI,11,REP,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,White,W,NULL,NULL,0,Josh Bitterman,Josh,Bitterman,MI11
H2MI11265,WMPID3578,1,Y,"AMBROSE, MARK",H,MI,11,REP,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Mark Ambrose,Mark,Ambrose,MI11
H2MI12164,WMPID2830,0,"","WOODDELL, MICHELLE",H,MI,12,DEM,CHALLENGER,6/7/2022,"","","",0,F,F,,NULL,White,W,NULL,NULL,0,Michelle Wooddell,Michelle,Wooddell,MI12
H2MI12172,WMPID3991,0,"","WINFREY, JANICE MARIE",H,MI,12,DEM,CHALLENGER,6/7/2022,"","","",0,F,F,,NULL,Black,B,NULL,NULL,0,Janice Marie Winfrey,Janice Marie,Winfrey,MI12
H2MI12180,WMPID2460,0,"","JACKSON, SHANELLE",H,MI,12,DEM,CHALLENGER,6/7/2022,"","","",0,F,F,,NULL,NULL,NULL,NULL,NULL,0,Shanelle Jackson,Shanelle,Jackson,MI12
H2MI12198,WMPID3458,0,"","HOOPER, JAMES D",H,MI,12,REP,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,James Hooper,James,Hooper,MI12
H2MI12206,WMPID2257,0,"","GARRETT, MYKALE",H,MI,12,DEM,CHALLENGER,6/7/2022,"","","",0,F,F,,NULL,NULL,NULL,NULL,NULL,0,Mykale Garrett,Mykale,Garrett,MI12
H2MI13196,WMPID2382,0,"","NEHME, HASSAN H",H,MI,12,REP,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Hassan Nehme,Hassan,Nehme,MI12
H2MI13204,WMPID3139,1,Y,"THANEDAR, SHRI",H,MI,13,DEM,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,Asian/Pacific Islander,AP,NULL,NULL,0,Shri Thanedar,Shri,Thanedar,MI13
H2MI13212,WMPID3932,0,"","GRIFFIE, MICHAEL",H,MI,13,DEM,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,Black,B,NULL,NULL,0,Michael Griffie,Michael,Griffie,MI13
H2MI13220,WMPID356,0,"","SAWYER, LINDA",H,MI,12,REP,CHALLENGER,6/7/2022,"","","",0,F,F,,NULL,NULL,NULL,NULL,NULL,0,Linda Sawyer,Linda,Sawyer,MI12
H2MI13238,WMPID4196,0,"","GODBEE, RALPH L. REV. JR.",H,MI,13,DEM,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Ralph Jr. Godbee,Ralph Jr.,Godbee,MI13
H2MI13246,WMPID2453,0,"","HOLLIER, ADAM",H,MI,13,DEM,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,Black,B,NULL,NULL,0,Adam Hollier,Adam,Hollier,MI13
H2MI13253,WMPID4205,0,"","JACKSON, RAMON",H,MI,13,REP,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Ramon Jackson,Ramon,Jackson,MI13
H2MI13261,WMPID1637,0,"","CONYERS, JOHN",H,MI,13,DEM,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,Black,B,NULL,NULL,0,John Conyers,John,Conyers,MI13
H2MI13279,WMPID2689,0,"","GAY-DAGNOGO, SHERRY J",H,MI,13,DEM,CHALLENGER,6/7/2022,"","","",0,F,F,,NULL,Black,B,NULL,NULL,0,Sherry Gay-Dagnogo,Sherry,Gay-Dagnogo,MI13
H2MI13287,WMPID1832,0,"","MUA, TONI",H,MI,13,DEM,CHALLENGER,6/7/2022,"","","",0,F,F,,NULL,NULL,NULL,NULL,NULL,0,Toni Mua,Toni,Mua,MI13
H2MI13295,WMPID2177,0,"","ROBERSON, PORTIA",H,MI,13,DEM,CHALLENGER,6/7/2022,"","","",0,F,F,,NULL,Black,B,NULL,NULL,0,Portia Roberson,Portia,Roberson,MI13
H2MI13303,WMPID4056,0,"","RUTLEDGE, LORRIE",H,MI,13,DEM,CHALLENGER,6/7/2022,"","","",0,F,F,,NULL,Black,B,NULL,NULL,0,Lorrie Rutledge,Lorrie,Rutledge,MI13
H2MI13311,WMPID2233,1,Y,"ELLIOTT, STEVEN",H,MI,12,REP,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Steven Elliott,Steven,Elliott,MI12
H2MI13329,WMPID2614,0,"","MCPHAIL, SHARON",H,MI,13,DEM,CHALLENGER,6/7/2022,"","","",0,F,F,,NULL,NULL,NULL,NULL,NULL,0,Sharon Mcphail,Sharon,Mcphail,MI13
H2MI13337,WMPID3170,1,Y,"DARDZINSKI, CHRISTOPHER",H,MI,13,US,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,White,W,NULL,NULL,0,Christopher Dardzinski,Christopher,Dardzinski,MI13
H2MI13345,WMPID2934,0,"","MCINTOSH, ANGELA E MS",H,MI,13,DEM,CHALLENGER,6/7/2022,"","","",0,F,F,,NULL,Black,B,NULL,NULL,0,Angela Mcintosh,Angela,Mcintosh,MI13
H2MI13352,WMPID2804,0,"","LANDIN, ROGELIO",H,MI,13,DEM,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Rogelio Landin,Rogelio,Landin,MI13
H2MI13360,WMPID4220,1,Y,"BIVINGS, MARTELL DE'ANGELO",H,MI,13,REP,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Martell De'Angelo Bivings,Martell De'Angelo,Bivings,MI13
H2MI13378,WMPID1730,0,"","RIDDLE, SAMUEL LEWIS JR",H,MI,13,DEM,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Samuel Lewis Jr Riddle,Samuel Lewis Jr,Riddle,MI13
H2MI13386,WMPID4551,0,"","BELLE, ANITA EILEEN",H,MI,13,GRN,"",6/7/2022,"","","",0,F,F,,NULL,NULL,NULL,NULL,NULL,0,Anita Eileen Belle,Anita Eileen,Belle,MI13
H2MI13394,WMPID4817,1,Y,"CARBONARO, ANTHONY MICHAEL",H,MI,13,W,"",6/28/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Anthony Michael Carbonaro,Anthony Michael,Carbonaro,MI13
H2MI13402,WMPID4883,0,"","TAN, BORATHA",H,MI,13,DEM,"",6/28/2022,"","","",0,UNK,"",,"",NULL,"","","",0,Boratha Tan,Boratha,Tan,MI13
H2MI13410,WMPID5107,1,Y,"COLEMAN, SIMONE R.",H,MI,13,OTH,"",9/29/2022,"","","",,UNK,NULL,,NULL,NULL,NULL,NULL,NULL,0,Simone Coleman,Simone,Coleman,MI13
H2MI26016,WMPID4276,0,"","BRAGGS, MARNISHA BRECHE",H,MI,26,DEM,CHALLENGER,6/7/2022,"","","",0,UNK,"",,"",NULL,"","","",0,Marnisha Breche Braggs,Marnisha Breche,Braggs,MI26
H2MI43011,WMPID2018,0,"","CLARK, WYATT BRONSON",H,MI,43,DEM,CHALLENGER,6/7/2022,"","","",0,UNK,"",,"",NULL,"","","",0,Wyatt Bronson Clark,Wyatt Bronson,Clark,MI43
H2MI64017,WMPID1839,0,"","HUNT, ANDREW",H,MI,64,DEM,CHALLENGER,6/7/2022,"","","",0,UNK,"",,"",NULL,"","","",0,Andrew Hunt,Andrew,Hunt,MI64
H2MI78017,WMPID3695,0,"","HOLMES, FRANK MR",H,MI,78,ICD,CHALLENGER,6/7/2022,"","","",0,UNK,"",,"",NULL,"","","",0,Frank Holmes,Frank,Holmes,MI78
H2MI87018,WMPID2839,0,"","PHILLIP, JOSEPH",H,MI,87,REP,CHALLENGER,6/7/2022,"","","",0,UNK,"",,"",NULL,"","","",0,Joseph Phillip,Joseph,Phillip,MI87
H2MN01140,WMPID1634,0,"","HASTINGS, MICHAEL MARK MR ERETH",H,MN,1,REP,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Michael Mark Ereth Hastings,Michael Mark Ereth,Hastings,MN1
H2MN01157,WMPID4248,0,"","WAJER, LOGAN RONALD",H,MN,1,IND,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Logan Ronald Wajer,Logan Ronald,Wajer,MN1
H2MN01165,WMPID3817,0,"","MUNSON, JEREMY",H,MN,1,REP,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Jeremy Munson,Jeremy,Munson,MN1
H2MN01173,WMPID2454,0,"","UNGEMACH, ROGER",H,MN,1,REP,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Roger Ungemach,Roger,Ungemach,MN1
H2MN01181,WMPID2622,0,"","BENDA, MATTHEW L.",H,MN,1,REP,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,White,W,NULL,NULL,0,Matthew Benda,Matthew,Benda,MN1
H2MN01199,WMPID3223,0,"","KOCINA, KEVIN",H,MN,1,REP,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,White,W,NULL,NULL,0,Kevin Kocina,Kevin,Kocina,MN1
H2MN01207,WMPID4429,0,"","BRAKEBILL-HACKE, SARAH MS.",H,MN,1,DFL,CHALLENGER,6/7/2022,"","","",0,F,F,0,N,White,W,NULL,N,0,Sarah Brakebill-Hacke,Sarah,Brakebill-Hacke,MN1
H2MN01223,WMPID2118,1,Y,"FINSTAD, BRAD",H,MN,1,REP,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,White,W,NULL,NULL,0,Brad Finstad,Brad,Finstad,MN1
H2MN01231,WMPID2005,0,"","PAINTER, RICHARD WILLIAM",H,MN,1,DFL,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Richard William Painter,Richard William,Painter,MN1
H2MN01249,WMPID3308,1,Y,"ETTINGER, JEFFREY M.",H,MN,1,DFL,CHALLENGER,6/7/2022,"","","",0,M,M,0,N,White,W,NULL,N,0,Jeffrey Ettinger,Jeffrey,Ettinger,MN1
H2MN01256,WMPID2290,0,"","DEAL-BARTELL, CANDICE ELAINE",H,MN,1,DFL,CHALLENGER,6/7/2022,"","","",0,F,F,,NULL,NULL,NULL,NULL,NULL,0,Candice Elaine Deal-Bartell,Candice Elaine,Deal-Bartell,MN1
H2MN01264,WMPID3941,0,"","CARNAHAN, JENNIFER",H,MN,1,REP,CHALLENGER,6/7/2022,"","","",0,F,F,,NULL,Asian/Pacific Islander,AP,NULL,NULL,0,Jennifer Carnahan,Jennifer,Carnahan,MN1
H2MN01280,WMPID1605,0,"","REISDORF, RICHARD B",H,MN,1,OTH,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,White,W,NULL,NULL,0,Richard Reisdorf,Richard,Reisdorf,MN1
H2MN01298,WMPID2963,0,"","NAVITSKY, KEN",H,MN,1,REP,CHALLENGER,6/7/2022,"","","",0,M,M,0,N,White,W,NULL,N,0,Ken Navitsky,Ken,Navitsky,MN1
H2MN01306,WMPID3854,0,"","PIERSON, NELS MR",H,MN,1,REP,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Nels Pierson,Nels,Pierson,MN1
H2MN01314,WMPID3664,0,"","ANDERSON, WARREN LEE",H,MN,1,DFL,"",6/7/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Warren Lee Anderson,Warren Lee,Anderson,MN1
H2MN01322,WMPID3566,0,"","DEVOE, RICK",H,MN,1,DFL,"",6/7/2022,"","","",0,M,M,,NULL,White,W,NULL,NULL,0,Rick Devoe,Rick,Devoe,MN1
H2MN01330,WMPID3215,0,"","KALBERER, GEORGE H",H,MN,1,DFL,"",6/7/2022,"","","",0,M,M,,NULL,White,W,NULL,NULL,0,George Kalberer,George,Kalberer,MN1
H2MN01348,WMPID1872,0,"","RAINWATER, JAMES",H,MN,1,DFL,"",6/7/2022,"","","",0,M,M,,NULL,White,W,NULL,NULL,0,James Rainwater,James,Rainwater,MN1
H2MN01355,WMPID4589,0,"","EWING, J.R.",H,MN,1,REP,"",6/7/2022,"","","",0,UNK,"",,"",NULL,"","","",0,J.R. Ewing,J.R.,Ewing,MN1
H2MN01363,WMPID3116,0,"","MCCLELLAN, HAROUN",H,MN,1,OTH,"",6/7/2022,"","","",0,M,M,,NULL,White,W,NULL,NULL,0,Haroun Mcclellan,Haroun,Mcclellan,MN1
H2MN01371,WMPID4966,1,Y,"ABRAHAMSON, BRIAN",H,MN,1,OTH,"",8/5/2022,"","","",,M,M,,NULL,NULL,NULL,NULL,NULL,0,Brian Abrahamson,Brian,Abrahamson,MN1
H2MN03096,WMPID3546,0,"","ERICKSON, LILY JOY",H,MN,3,DEM,CHALLENGER,6/7/2022,"","","",0,F,F,,NULL,NULL,NULL,NULL,NULL,0,Lily Joy Erickson,Lily Joy,Erickson,MN3
H2MN03104,WMPID4223,1,Y,"WEILER, TOM",H,MN,3,REP,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,White,W,NULL,NULL,0,Tom Weiler,Tom,Weiler,MN3
H2MN03112,WMPID2350,0,"","SCHWARZE, ADAM NOEL",H,MN,3,REP,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,White,W,NULL,NULL,0,Adam Noel Schwarze,Adam Noel,Schwarze,MN3
H2MN03120,WMPID3888,0,"","BRAXILL, MARK",H,MN,3,REP,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Mark Braxill,Mark,Braxill,MN3
H2MN04144,WMPID1951,0,"","KAIL, EVAN BERMAN MR",H,MN,4,DFL,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Evan Berman Kail,Evan Berman,Kail,MN4
H2MN04151,WMPID2203,0,"","MURRAY, MIKKI M",H,MN,4,REP,CHALLENGER,6/7/2022,"","","",0,F,F,,NULL,NULL,NULL,NULL,NULL,0,Mikki Murray,Mikki,Murray,MN4
H2MN04169,WMPID2138,0,"","BADHASSO, AMANE",H,MN,4,DFL,CHALLENGER,6/7/2022,"","","",0,F,F,0,N,Black,B,NULL,N,0,Amane Badhasso,Amane,Badhasso,MN4
H2MN04177,WMPID2397,1,Y,"LOR XIONG, MAY",H,MN,4,REP,CHALLENGER,6/7/2022,"","","",0,F,F,,NULL,Asian/Pacific Islander,AP,NULL,NULL,0,May Lor Xiong,May,Lor Xiong,MN4
H2MN04185,WMPID5065,0,"","SILVER, JERRY",H,MN,4,REP,"",8/5/2022,"","","",,M,M,,NULL,NULL,NULL,NULL,NULL,0,Jerry Silver,Jerry,Silver,MN4
H2MN05158,WMPID4574,0,"","TRAN, SHERLOCK KHANH",H,MN,5,DFL,CHALLENGER,6/7/2022,"","","",0,F,F,,NULL,NULL,NULL,NULL,NULL,0,Sherlock Khanh Tran,Sherlock Khanh,Tran,MN5
H2MN05166,WMPID4126,1,Y,"DAVIS, CICELY",H,MN,5,REP,CHALLENGER,6/7/2022,"","","",0,F,F,,NULL,Black,B,NULL,NULL,0,Cicely Davis,Cicely,Davis,MN5
H2MN05174,WMPID2389,0,"","ABDIRAHMAN, SHUKRI ABDULLAHI MS.",H,MN,5,REP,CHALLENGER,6/7/2022,"","","",0,F,F,,NULL,NULL,NULL,NULL,NULL,0,Shukri Abdullahi Abdirahman,Shukri Abdullahi,Abdirahman,MN5
H2MN05190,WMPID4557,0,"","WHITE, ROYCE ALEXANDER MR",H,MN,5,REP,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,Black,B,H,NULL,0,Royce Alexander White,Royce Alexander,White,MN5
H2MN05208,WMPID1942,0,"","SAMUELS, DON MR.",H,MN,5,DFL,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,Black,B,NULL,NULL,0,Don Samuels,Don,Samuels,MN5
H2MN05216,WMPID5011,0,"","ROSS, ALBERT",H,MN,5,DFL,"",8/5/2022,"","","",,M,M,,NULL,NULL,NULL,NULL,NULL,0,Albert Ross,Albert,Ross,MN5
H2MN05224,WMPID5056,0,"","SCHLUTER, NATE",H,MN,5,DFL,"",8/5/2022,"","","",,M,M,,NULL,NULL,NULL,NULL,NULL,0,Nate Schluter,Nate,Schluter,MN5
H2MN05232,WMPID5062,0,"","GASKIN, GUY T.",H,MN,5,REP,"",8/5/2022,"","","",,M,M,,NULL,NULL,NULL,NULL,NULL,0,Guy Gaskin,Guy,Gaskin,MN5
H2MN06214,WMPID3734,1,Y,"HENDRICKS, JEANNE",H,MN,6,DFL,CHALLENGER,6/7/2022,"","","",0,F,F,,NULL,White,W,NULL,NULL,0,Jeanne Hendricks,Jeanne,Hendricks,MN6
H2MN07105,WMPID3445,0,"","OPPEGAARD-PELTIER, ERNEST JOSEPH MR III",H,MN,8,DFL,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Ernest Joseph III Oppegaard-Peltier,Ernest Joseph III,Oppegaard-Peltier,MN8
H2MN07113,WMPID2853,1,Y,"JOHNSON, TRAVIS E",H,MN,7,LIB,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Travis Johnson,Travis,Johnson,MN7
H2MN07121,WMPID2072,0,"","LINDQUIST, MARK J.",H,MN,7,DFL,CHALLENGER,6/7/2022,"","","",0,M,M,0,N,Asian/Pacific Islander,AP,NULL,N,0,Mark Lindquist,Mark,Lindquist,MN7
H2MN07139,WMPID4267,0,"","OLSON, REED JERROLD",H,MN,7,DFL,CHALLENGER,6/7/2022,"","","",0,M,M,0,N,White,W,NULL,N,0,Reed Jerrold Olson,Reed Jerrold,Olson,MN7
H2MN07147,WMPID4546,0,"","WATSON, ANNETTE",H,MN,7,REP,CHALLENGER,6/7/2022,"","","",0,F,F,,NULL,NULL,NULL,NULL,NULL,0,Annette Watson,Annette,Watson,MN7
H2MN07162,WMPID4880,1,Y,"ABAHSAIN, JILL",H,MN,7,DFL,"",6/28/2022,"","","",0,F,F,,NULL,White,W,NULL,NULL,0,Jill Abahsain,Jill,Abahsain,MN7
H2MN08061,WMPID4914,0,"","WELTY, HARRY ROBB",H,MN,8,REP,"",7/5/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Harry Robb Welty,Harry Robb,Welty,MN8
H2MN08145,WMPID1708,0,"","LASTOVICH, THERESA E",H,MN,8,DFL,CHALLENGER,6/7/2022,"","","",0,F,F,,NULL,NULL,NULL,NULL,NULL,0,Theresa Lastovich,Theresa,Lastovich,MN8
H2MN08152,WMPID3325,1,Y,"SCHULTZ, JENNIFER",H,MN,8,DFL,CHALLENGER,6/7/2022,"","","",0,F,F,,NULL,White,W,NULL,NULL,0,Jennifer Schultz,Jennifer,Schultz,MN8
H2MN08160,WMPID4980,0,"","MUNTER, JOHN",H,MN,8,DFL,"",8/5/2022,"","","",,M,M,,NULL,NULL,NULL,NULL,NULL,0,John Munter,John,Munter,MN8
H2MN14010,WMPID4726,0,"","BURR, MARK MR",H,MN,14,ICD,CHALLENGER,6/7/2022,"","","",0,UNK,"",,"",NULL,"","","",0,Mark Burr,Mark,Burr,MN14
H2MN24019,WMPID3809,0,"","GREEN, EDWARD RAPHAEL MR",H,MN,24,ICD,CHALLENGER,6/7/2022,"","","",0,UNK,"",,"",NULL,"","","",0,Edward Raphael Green,Edward Raphael,Green,MN24
H2MO01161,WMPID3828,0,"","CHILDRESS, EARL",H,MO,1,DEM,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Earl Childress,Earl,Childress,MO1
H2MO01179,WMPID4591,1,Y,"JONES, ANDREW M JR",H,MO,1,REP,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,Black,B,NULL,NULL,0,Andrew Jr Jones,Andrew Jr,Jones,MO1
H2MO01187,WMPID3065,0,"","HARSHAW, RONALD",H,MO,1,DEM,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Ronald Harshaw,Ronald,Harshaw,MO1
H2MO01195,WMPID3572,0,"","SNIDER, JAMES DAVID MR. 3",H,MO,1,REP,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,White,W,NULL,NULL,0,James David Snider,James David,Snider,MO1
H2MO01203,WMPID2498,0,"","DANIELS, MICHAEL",H,MO,1,DEM,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Michael Daniels,Michael,Daniels,MO1
H2MO01211,WMPID2252,0,"","JORDAN, STEVEN ALEXANDEER",H,MO,1,REP,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Steven Alexandeer Jordan,Steven Alexandeer,Jordan,MO1
H2MO01229,WMPID2201,0,"","ROBERTS, STEVEN C",H,MO,1,DEM,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,Black,B,NULL,NULL,0,Steven Roberts,Steven,Roberts,MO1
H2MO01237,WMPID4188,0,"","FAULKNER, MARK EUGENE",H,MO,1,REP,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Mark Eugene Faulkner,Mark Eugene,Faulkner,MO1
H2MO01245,WMPID5050,0,"","MITCHELL RILEY, LAURA",H,MO,1,REP,"",8/5/2022,"","","",,F,F,,NULL,NULL,NULL,NULL,NULL,0,Laura Mitchell Riley,Laura,Mitchell Riley,MO1
H2MO01252,WMPID4987,1,Y,"ZSIDISIN, GEORGE A.",H,MO,1,LIB,"",8/5/2022,"","","",,M,M,,NULL,NULL,NULL,NULL,NULL,0,George Zsidisin,George,Zsidisin,MO1
H2MO02078,WMPID811,1,Y,"HIGGINS, JAMES",H,MO,8,LIB,CHALLENGER,6/28/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Jim Higgins,Jim,Higgins,MO8
H2MO02102,WMPID812,1,Y,"WAGNER, ANN L.",H,MO,2,REP,INCUMBENT,6/7/2022,"","","",0,F,F,0,N,White,W,NULL,N,0,Ann L Wagner,Ann,Wagner,MO2
H2MO02151,WMPID4783,1,Y,"SLANTZ, BILL",H,MO,2,LIB,CHALLENGER,6/28/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Bill Slantz,Bill,Slantz,MO2
H2MO02169,WMPID4111,0,"","ANDERS, BOB",H,MO,2,IND,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Bob Anders,Bob,Anders,MO2
H2MO02177,WMPID2375,1,Y,"SMITH, WESLEY GILMAN",H,MO,2,REP,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Wesley Gilman Smith,Wesley Gilman,Smith,MO2
H2MO02185,WMPID3291,0,"","REED, RAYMOND",H,MO,2,DEM,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Raymond Reed,Raymond,Reed,MO2
H2MO02193,WMPID1705,0,"","SAMUELS, E. BENJAMIN",H,MO,2,DEM,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,White,W,NULL,NULL,0,E. Benjamin Samuels,E. Benjamin,Samuels,MO2
H2MO02201,WMPID4023,1,Y,"GUNBY, PATRICIA WASHBURN",H,MO,2,DEM,CHALLENGER,6/7/2022,"","","",0,F,F,0,N,White,W,NULL,N,0,Patricia Washburn Gunby,Patricia Washburn,Gunby,MO2
H2MO02219,WMPID3175,0,"","BERRY, PAUL III",H,MO,2,REP,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Paul III Berry,Paul III,Berry,MO2
H2MO02227,WMPID2102,0,"","SALVATORE, TONY",H,MO,2,REP,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Tony Salvatore,Tony,Salvatore,MO2
H2MO03142,WMPID2879,0,"","NICOLOFF, JOSH",H,MO,3,DEM,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Josh Nicoloff,Josh,Nicoloff,MO3
H2MO03159,WMPID3683,0,"","KARLEN, JONATHAN",H,MO,3,DEM,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Jonathan Karlen,Jonathan,Karlen,MO3
H2MO03167,WMPID4440,1,Y,"MANN, BETHANY EILEEN",H,MO,3,DEM,CHALLENGER,6/7/2022,"","","",0,F,F,,NULL,White,W,NULL,NULL,0,Bethany Eileen Mann,Bethany Eileen,Mann,MO3
H2MO03175,WMPID2028,0,"","HILL, DUSTIN ANTHONY",H,MO,3,REP,CHALLENGER,6/7/2022,"","","",0,UNK,"",,"",NULL,"","","",0,Dustin Anthony Hill,Dustin Anthony,Hill,MO3
H2MO03183,WMPID2020,0,"","DALY, ANDREW",H,MO,3,DEM,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,White,W,NULL,NULL,0,Andrew Daly,Andrew,Daly,MO3
H2MO03191,WMPID4979,0,"","DURRWACHTER, DYLAN",H,MO,3,DEM,"",8/5/2022,"","","",,M,M,,NULL,NULL,NULL,NULL,NULL,0,Dylan Durrwachter,Dylan,Durrwachter,MO3
H2MO03209,WMPID4998,0,"","SKWIRA, RICHARD JR.",H,MO,3,REP,"",8/5/2022,"","","",,M,M,,NULL,NULL,NULL,NULL,NULL,0,Richard Jr. Skwira,Richard Jr.,Skwira,MO3
H2MO04116,WMPID4983,0,"","YOUNG, HERSCHEL L",H,MO,5,REP,"",8/5/2022,"","","",,M,M,,NULL,NULL,NULL,NULL,NULL,0,Herschel Young,Herschel,Young,MO5
H2MO04124,WMPID3009,0,"","LEATHERS, JEFFERY JD",H,MO,4,DEM,OPEN,6/7/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Jeffery Leathers,Jeffery,Leathers,MO4
H2MO04132,WMPID3818,0,"","EMERY, EDGAR GLENN HARVEY",H,MO,4,REP,OPEN,6/7/2022,"","","",0,M,M,0,N,White,W,NULL,N,0,Edgar Glenn Harvey Emery,Edgar Glenn Harvey,Emery,MO4
H2MO04140,WMPID1765,0,"","BURKS, TAYLOR",H,MO,4,REP,OPEN,6/7/2022,"","","",0,M,M,,NULL,White,W,NULL,NULL,0,Taylor Burks,Taylor,Burks,MO4
