candidate_id,candidate,party,district,current_candidate,cyclecand,primary_results,crpico,fec_id,office,vs_candname,vs_race,vs_racecode,vs_filename,face_url,vs_canddetails,vs_statename,vs_filesize
N00042810,Maria Salazar ,R,FL27,Y,Y,W,C,H8FL27185,FL27,Maria Salazar,"U.S. House
",H,USH_FL_MARIA_SALAZAR.jpg,https://static.votesmart.org/static/canphoto/182300.jpg,"
                Maria Salazar

                (Won)

                Republican
",FLORIDA,4543
N00042811,Donna Shalala ,D,FL27,Y,Y,W,I,H8FL27193,FL27,Donna Shalala,"U.S. House
",H,USH_FL_DONNA_SHALALA.jpg,https://static.votesmart.org/static/canphoto/182301.jpg,"
                Donna Shalala

                (Lost)

                Democratic
",FLORIDA,4863
N00042813,Lucy McBath ,D,GA06,Y,Y,W,I,H8GA06393,GA06,Lucy McBath,"U.S. House
",H,USH_GA_LUCY_MCBATH.jpg,https://static.votesmart.org/static/canphoto/178538.jpg,"
                Lucy McBath

                (Won)

                Democratic
",GEORGIA,5602
N00042816,Martin Cowen ,L,GA13,Y,Y,,C,H8GA13027,GA13,Martin Cowen,"U.S. House
",H,USH_GA_MARTIN_COWEN.jpg,https://static.votesmart.org/static/canphoto/184088.jpg,"
                Martin Cowen

                (Lost)

                Libertarian
",GEORGIA,2824
N00042833,Jeannine Lee Lake ,D,IN06,Y,Y,W,C,H8IN06152,IN06,Jeannine Lee Lake,"U.S. House
",H,USH_IN_JEANNINE_LEE_LAKE.jpg,https://static.votesmart.org/static/canphoto/177857.jpg,"
                Jeannine Lee Lake

                (Lost)

                Democratic
",INDIANA,3724
N00042841,Donald Eason ,I,MI13,Y,Y,,C,H0MI13513,MI13,,,,,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/DonaldEasonJr.jpg,,,
N00042852,Jerry Hilliard ,D,MI04,Y,Y,W,C,H8MI04101,MI04,Jerry Hilliard,"U.S. House
",H,USH_MI_JERRY_HILLIARD.jpg,https://static.votesmart.org/static/canphoto/181070.jpg,"
                Jerry Hilliard

                (Lost)

                Democratic
",MICHIGAN,4144
N00042868,Kelly Armstrong ,R,ND01,Y,Y,W,I,H8ND00096,ND01,Kelly Armstrong,"U.S. House
",H,USH_ND_KELLY_ARMSTRONG.jpg,https://static.votesmart.org/static/canphoto/139338.jpg,"
                Kelly Armstrong

                (Won)

                Republican
",NORTH DAKOTA,4496
N00042894,Madeleine Dean ,D,PA04,Y,Y,W,I,H8PA04116,PA04,Madeleine Dean,"U.S. House
",H,USH_PA_MADELEINE_DEAN.jpg,https://static.votesmart.org/static/canphoto/136484.jpg,"
                Madeleine Dean

                (Won)

                Democratic
",PENNSYLVANIA,6098
N00042923,Ben Leder ,L,TX16,Y,Y,,C,H8TX05177,TX16,,,,,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Ben_Leder.jpg,,,
N00042926,Chris Duncan ,L,TX08,Y,Y,,C,H8TX08122,TX08,Chris Duncan,"U.S. House
",H,USH_TX_CHRIS_DUNCAN.jpg,https://static.votesmart.org/static/canphoto/184950.jpg,"
                Chris Duncan

                (Lost)

                Libertarian
",TEXAS,3744
N00042929,Phil Kurtz ,L,TX29,Y,Y,,C,H8TX09153,TX29,Phil Kurtz,"U.S. House
",H,USH_TX_PHIL_KURTZ.jpg,https://static.votesmart.org/static/canphoto/58004.jpg,"
                Phil Kurtz

                (Lost)

                Libertarian
",TEXAS,3524
N00042932,Anthony Cristo ,L,TX34,Y,Y,,C,H8TX15069,TX34,Anthony Cristo,"U.S. House
",H,USH_TX_ANTHONY_CRISTO.jpg,https://static.votesmart.org/static/canphoto/184960.jpg,"
                Anthony Cristo

                (Lost)

                Libertarian
",TEXAS,4504
N00043014,Dana Cottrell ,D,FL11,Y,Y,W,C,H8FL11130,FL11,Dana Cottrell,"U.S. House
",H,USH_FL_DANA_COTTRELL.jpg,https://static.votesmart.org/static/canphoto/182267.jpg,"
                Dana Cottrell

                (Lost)

                Democratic
",FLORIDA,4573
N00043019,Verone Thomas ,D,LA03,Y,Y,,C,H8LA03086,LA03,,,,,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/IMG_20180327_234830.jpg,,,
N00043073,James Bradley ,R,CA33,Y,Y,W,C,H0CA28166,CA33,James Bradley,"U.S. House
",H,USH_CA_JAMES_BRADLEY.jpg,https://static.votesmart.org/static/canphoto/179297.jpg,"
                James Bradley

                (Lost)

                Republican
",CALIFORNIA,5097
N00043098,Mike Kalagias ,L,AR03,Y,Y,,C,H8AR03090,AR03,Michael Kalagias,"U.S. House
",H,USH_AR_MICHAEL_KALAGIAS.jpg,https://static.votesmart.org/static/canphoto/150257.jpg,"
                Michael Kalagias

                (Lost)

                Libertarian
",ARKANSAS,3643
N00043111,Ted Howze ,R,CA10,Y,Y,W,C,H8CA10209,CA10,Ted Howze,"U.S. House
",H,USH_CA_TED_HOWZE.jpg,https://static.votesmart.org/static/canphoto/70979.jpg,"
                Ted Howze

                (Lost)

                Republican
",CALIFORNIA,4860
N00043150,Tabitha Johnson-Green ,D,GA10,Y,Y,W,C,H8GA10197,GA10,Tabitha Johnson-Green,"U.S. House
",H,USH_GA_TABITHA_JOHNSON-GREEN.jpg,https://static.votesmart.org/static/canphoto/178555.jpg,"
                Tabitha Johnson-Green

                (Lost)

                Democratic
",GEORGIA,4121
N00043165,Charles Anthony ,R,MD03,Y,Y,W,C,H8MD03165,MD03,Charles Anthony,"U.S. House
",H,USH_MD_CHARLES_ANTHONY.jpg,https://static.votesmart.org/static/canphoto/178236.jpg,"
                Charles Anthony

                (Lost)

                Republican
",MARYLAND,4029
N00043189,Robert Van Strawder ,L,NV01,Y,Y,,C,H0NV01243,NV01,"Robert Strawder, Jr.","U.S. House
",H,USH_NV_ROBERT_STRAWDER_JR.jpg,https://static.votesmart.org/static/canphoto/180065.jpg,"
                Robert Strawder, Jr.

                (Lost)

                Libertarian
",NEVADA,5557
N00043207,Joseph D Morelle ,D,NY25,Y,Y,W,I,H8NY25105,NY25,Joe Morelle,"U.S. House
",H,USH_NY_JOE_MORELLE.jpg,https://static.votesmart.org/static/canphoto/4362.jpg,"
                Joe Morelle

                (Won)

                Democratic, Independence
",NEW YORK,5127
N00043233,David Torres ,R,PA02,Y,Y,W,C,H8PA02110,PA02,David Torres,"U.S. House
",H,USH_PA_DAVID_TORRES.jpg,https://static.votesmart.org/static/canphoto/178881.jpg,"
                David Torres

                (Lost)

                Republican
",PENNSYLVANIA,4206
N00043242,John Joyce ,R,PA13,Y,Y,W,I,H8PA13125,PA13,John Joyce,"U.S. House
",H,USH_PA_JOHN_JOYCE.jpg,https://static.votesmart.org/static/canphoto/178911.jpg,"
                John Joyce

                (Won)

                Republican
",PENNSYLVANIA,4548
N00043298,Cindy Hyde-Smith ,R,MSS1,Y,Y,W,I,S8MS00261,MSS1,Cindy Hyde-Smith,"U.S. Senate
",S,USS_MS_CINDY_HYDE-SMITH.jpg,https://static.votesmart.org/static/canphoto/20784.jpg,"
                Cindy Hyde-Smith

                (Won)

                Republican
",MISSISSIPPI,4451
N00043302,Chris Janicek ,D,NES2,Y,Y,W,C,S8NE00216,NES2,Chris Janicek,"U.S. Senate
",S,USS_NE_CHRIS_JANICEK.jpg,https://static.votesmart.org/static/canphoto/178661.jpg,"
                Chris Janicek

                (Lost)

                Democratic
",NEBRASKA,3570
N00043339,Steven Koonse ,L,MO04,Y,Y,,C,H8MO04105,MO04,Steven Koonse,"U.S. House
",H,USH_MO_STEVEN_KOONSE.jpg,https://static.votesmart.org/static/canphoto/180518.jpg,"
                Steven Koonse

                (Lost)

                Libertarian
",MISSOURI,4803
N00043366,Richie Castaldo ,L,OK02,Y,Y,,C,H0OK02236,OK02,Richard Castaldo,"U.S. House
",H,USH_OK_RICHARD_CASTALDO.jpg,https://static.votesmart.org/static/canphoto/180011.jpg,"
                Richard Castaldo

                (Lost)

                Libertarian
",OKLAHOMA,4652
N00043369,Mary Brannon ,D,OK04,Y,Y,W,C,H8OK04094,OK04,Mary Brannon,"U.S. House
",H,USH_OK_MARY_BRANNON.jpg,https://static.votesmart.org/static/canphoto/180014.jpg,"
                Mary Brannon

                (Lost)

                Democratic
",OKLAHOMA,3798
N00043379,Bryan Steil ,R,WI01,Y,Y,W,I,H8WI01156,WI01,Bryan Steil,"U.S. House
",H,USH_WI_BRYAN_STEIL.jpg,https://static.votesmart.org/static/canphoto/181289.jpg,"
                Bryan Steil

                (Won)

                Republican
",WISCONSIN,4862
N00043421,Jahana Hayes ,D,CT05,Y,Y,W,I,H8CT05245,CT05,Jahana Hayes,"U.S. House
",H,USH_CT_JAHANA_HAYES.jpg,https://static.votesmart.org/static/canphoto/181744.jpg,"
                Jahana Hayes

                (Won)

                Democratic
",CONNECTICUT,4744
N00043443,Joyce Bentley ,R,NV01,Y,Y,W,C,H8NV01261,NV01,Joyce Bentley,"U.S. House
",H,USH_NV_JOYCE_BENTLEY.jpg,https://static.votesmart.org/static/canphoto/180063.jpg,"
                Joyce Bentley

                (Lost)

                Republican
",NEVADA,3576
N00043449,Bob Cohen ,3,NY03,Y,Y,W,C,H8NY19280,NY03,Bob Cohen,"U.S. House
",H,USH_NY_BOB_COHEN.jpg,https://static.votesmart.org/static/canphoto/180320.jpg,"
                Bob Cohen

                (Withdrawn)

                Working Families
",NEW YORK,3665
N00043453,Sonny Narang ,3,SC02,Y,Y,,C,H8SC02122,SC02,Sonny Narang,"U.S. House
",H,USH_SC_SONNY_NARANG.jpg,https://static.votesmart.org/static/canphoto/181528.jpg,"
                Sonny Narang

                (Lost)

                Alliance
",SOUTH CAROLINA,4110
N00043458,Larry Guy Hammond ,L,SC07,Y,Y,,C,H8SC07071,SC07,,,,,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/LarryGuyHammond_2.jpg,,,
N00043460,Christopher Hale ,D,TN04,Y,Y,W,C,H8TN04107,TN04,Christopher Hale,"U.S. House
",H,USH_TN_CHRISTOPHER_HALE.jpg,https://static.votesmart.org/static/canphoto/180446.jpg,"
                Christopher Hale

                (Lost)

                Democratic
",TENNESSEE,3502
N00043469,Cindy Werner ,R,WI04,Y,Y,,C,H0WI04132,WI04,,,,,NA,,,
N00043502,Lee Murphy ,R,DE01,Y,Y,,C,H8DE01044,DE01,Lee Murphy,"U.S. House
",H,USH_DE_LEE_MURPHY.jpg,https://static.votesmart.org/static/canphoto/53667.jpg,"
                Lee Murphy

                (Lost)

                Republican
",DELAWARE,4216
N00043533,Chris Finley ,D,TN06,Y,Y,W,C,H8TN06169,TN06,Christopher Finley,"U.S. House
",H,USH_TN_CHRISTOPHER_FINLEY.jpg,https://static.votesmart.org/static/canphoto/180455.jpg,"
                Christopher Finley

                (Lost)

                Democratic
",TENNESSEE,4783
N00043542,Jeffrey Beeler ,R,WA01,Y,Y,W,C,H8WA01077,WA01,Jeffrey Beeler,"U.S. House
",H,USH_WA_JEFFREY_BEELER.jpg,https://static.votesmart.org/static/canphoto/181111.jpg,"
                Jeffrey Beeler

                (Lost)

                Republican
",WASHINGTON,4277
N00043570,Dean Hill ,I,TNS2,Y,Y,,O,S0TN00300,TNS2,,,,,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Dean_Hill_Photo_9.28.18.jpg,,,
N00043581,Ilhan Omar ,D,MN05,Y,Y,W,I,H8MN05239,MN05,Ilhan Omar,"U.S. House
",H,USH_MN_ILHAN_OMAR.jpg,https://static.votesmart.org/static/canphoto/171628.jpg,"
                Ilhan Omar

                (Won)

                Democratic/Farmer/Labor
",MINNESOTA,5509
N00043595,Joshua Scott ,R,CA32,Y,Y,W,C,H8CA32088,CA32,Joshua Scott,"U.S. House
",H,USH_CA_JOSHUA_SCOTT.jpg,https://static.votesmart.org/static/canphoto/185828.jpg,"
                Joshua Scott

                (Lost)

                Republican
",CALIFORNIA,3679
N00043604,Robert Mair ,I,WA01,Y,Y,,C,H8WA01085,WA01,,,,,NA,,,
N00043610,Martin Hash ,I,WA03,Y,Y,,C,H8WA03214,WA03,,,,,NA,,,
N00043613,Dave Saulibio ,R,WA08,Y,Y,,C,H8WA05227,WA08,,,,,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/DaveSaulibio.jpg,,,
N00043647,Christopher Cumings ,I,AKS1,Y,Y,,C,S0AK00212,AKS1,,,,,NA,,,
N00043656,Justin Aguilera ,R,CA19,Y,Y,W,C,H8CA19051,CA19,Justin Aguilera,"U.S. House
",H,USH_CA_JUSTIN_AGUILERA.jpg,https://static.votesmart.org/static/canphoto/187950.jpg,"
                Justin Aguilera

                (Lost)

                Republican
",CALIFORNIA,3416
N00043682,Michelle Tippens ,L,HI02,Y,Y,,O,H8HI01283,HI02,Michelle Tippens,"U.S. House
",H,USH_HI_MICHELLE_TIPPENS.jpg,https://static.votesmart.org/static/canphoto/172232.jpg,"
                Michelle Tippens

                (Lost)

                Libertarian
",HAWAII,4773
N00043688,Tim Rogers ,R,WI04,Y,Y,,C,H8WI04069,WI04,Tim Rogers,"U.S. House
",H,USH_WI_TIM_ROGERS.jpg,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Tim_Rogers.jpg,"
                Tim Rogers

                (Lost)

                Republican
",WISCONSIN,243
N00043698,Ron Curtis ,R,HI01,Y,Y,W,C,H0HI01298,HI01,Ron Curtis,"U.S. House
",H,USH_HI_RON_CURTIS.jpg,https://static.votesmart.org/static/canphoto/181382.jpg,"
                Ron Curtis

                (Lost)

                Republican
",HAWAII,4421
N00043750,Jaimie Kulikowski ,3,CO06,Y,Y,,C,H8CO06294,CO06,Jaimie Kulikowski,"U.S. House
",H,USH_CO_JAIMIE_KULIKOWSKI.jpg,https://static.votesmart.org/static/canphoto/195382.jpg,"
                Jaimie Kulikowski

                (Lost)

                Unity Party
",COLORADO,2673
N00043755,Jeff Denaro ,R,NH01,Y,Y,,C,H8NH01319,NH01,,,,,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/JeffDenaro.JPG,,,
N00043811,Seldon Frank Cupps ,3,MIS1,Y,Y,,C,S0MI00189,MIS1,,,,,NA,,,
N00043820,Tracy Jennings ,3,IL07,Y,Y,,C,H0IL07159,IL07,Tracy Jennings,"U.S. House
",H,USH_IL_TRACY_JENNINGS.jpg,https://static.votesmart.org/static/canphoto/193587.jpg,"
                Tracy Jennings

                (Lost)

                Independent
",ILLINOIS,2865
N00043821,Neil Parrott ,R,MD06,Y,Y,W,C,H0MD06231,MD06,Neil Parrott,"U.S. House
",H,USH_MD_NEIL_PARROTT.jpg,https://static.votesmart.org/static/canphoto/125708.jpg,"
                Neil Parrott

                (Lost)

                Republican
",MARYLAND,4860
N00043829,Mark Elworth Jr ,D,NE03,Y,Y,W,C,H0NE03225,NE03,"Mark Elworth, Jr.","U.S. House
",H,USH_NE_MARK_ELWORTH_JR.jpg,https://static.votesmart.org/static/canphoto/149582.jpg,"
                Mark Elworth, Jr.

                (Lost)

                Democratic
",NEBRASKA,5280
N00043860,Christine Olivo ,I,FL24,Y,Y,,C,H0FL23041,FL24,Christine Olivo,"U.S. House
",H,USH_FL_CHRISTINE_OLIVO.jpg,https://static.votesmart.org/static/canphoto/191353.jpg,"
                Christine Olivo

                (Lost)

                No Party Affiliation
",FLORIDA,4667
N00043865,Bryson Gray ,I,NC06,Y,Y,,O,H0NC06183,NC06,Bryson Gray,"U.S. House
",H,USH_NC_BRYSON_GRAY.jpg,NA,"
                Bryson Gray

                (Withdrawn)

                Independent
",NORTH CAROLINA,243
N00043874,Stephen Kuzmich ,I,TX24,Y,Y,,O,H0TX24142,TX24,Steve Kuzmich,"U.S. House
",H,USH_TX_STEVE_KUZMICH.jpg,https://static.votesmart.org/static/canphoto/194675.jpg,"
                Steve Kuzmich

                (Lost)

                Independent
",TEXAS,3692
N00043881,Frank Harris ,L,KY06,Y,Y,,C,H8KY06222,KY06,Frank Harris,"U.S. House
",H,USH_KY_FRANK_HARRIS.jpg,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/frankharris_18.jpeg,"
                Frank Harris

                (Lost)

                Libertarian
",KENTUCKY,243
N00043915,Clifton Kilby ,I,GAS1,Y,Y,,C,S0GA00385,GAS1,Clifton Kilby,"U.S. Senate
",S,USS_GA_CLIFTON_KILBY.jpg,NA,"
                Clifton Kilby

                (Lost)

                Independent
",GEORGIA,243
N00043919,Duane Whitmer ,L,NY27,Y,Y,W,C,H0NY27082,NY27,Duane Whitmer,"U.S. House
",H,USH_NY_DUANE_WHITMER.jpg,https://static.votesmart.org/static/canphoto/191225.jpg,"
                Duane Whitmer

                (Lost)

                Libertarian
",NEW YORK,3551
N00043960,Marcia Squier ,3,MIS1,Y,Y,,C,S8MI00430,MIS1,Marcia Squier,"U.S. Senate
",S,USS_MI_MARCIA_SQUIER.jpg,https://static.votesmart.org/static/canphoto/175698.jpg,"
                Marcia Squier

                (Lost)

                Green Party
",MICHIGAN,4656
N00043975,Kaynen Pellegrino ,I,AL06,Y,Y,,C,H0AL06112,AL06,,,,,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Kaynen_Pellegrino.jpg,,,
N00043981,Rishi Kumar ,D,CA18,Y,Y,W,C,H0CA18068,CA18,Rishi Kumar,"U.S. House
",H,USH_CA_RISHI_KUMAR.jpg,https://static.votesmart.org/static/canphoto/157675.jpg,"
                Rishi Kumar

                (Lost)

                Democratic
",CALIFORNIA,4642
N00043985,Liam O'Mara ,D,CA42,Y,Y,W,C,H0CA42217,CA42,Liam O'Mara IV,"U.S. House
",H,USH_CA_LIAM_O'MARA_IV.jpg,https://static.votesmart.org/static/canphoto/188648.jpg,"
                Liam O'Mara IV

                (Lost)

                Democratic
",CALIFORNIA,4441
N00043992,Isaac McCorkle ,D,CO04,Y,Y,W,C,H0CO04197,CO04,Ike McCorkle,"U.S. House
",H,USH_CO_IKE_MCCORKLE.jpg,https://static.votesmart.org/static/canphoto/191291.jpg,"
                Ike McCorkle

                (Lost)

                Democratic
",COLORADO,6335
N00044007,Kai Kahele ,D,HI02,Y,Y,W,O,H0HI02155,HI02,Kaiali'i Kahele,"U.S. House
",H,USH_HI_KAIALI'I_KAHELE.jpg,https://static.votesmart.org/static/canphoto/167669.jpg,"
                Kaiali'i Kahele

                (Won)

                Democratic
",HAWAII,4556
N00044011,Randy Feenstra ,R,IA04,Y,Y,W,O,H0IA04145,IA04,Randy Feenstra,"U.S. House
",H,USH_IA_RANDY_FEENSTRA.jpg,https://static.votesmart.org/static/canphoto/103301.jpg,"
                Randy Feenstra

                (Won)

                Republican
",IOWA,3657
N00044014,Mohammad Dar ,D,MA08,Y,Y,,C,H0MA08037,MA08,,,,,NA,,,
N00044022,Daryl Farrow ,D,NC03,Y,Y,W,C,H0NC03123,NC03,Daryl Farrow,"U.S. House
",H,USH_NC_DARYL_FARROW.jpg,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/DarylFarrow.jpg,"
                Daryl Farrow

                (Lost)

                Democratic
",NORTH CAROLINA,243
N00044024,Sandy Smith ,R,NC01,Y,Y,W,C,H0NC03149,NC01,Sandra Smith,"U.S. House
",H,USH_NC_SANDRA_SMITH.jpg,https://static.votesmart.org/static/canphoto/188546.jpg,"
                Sandra Smith

                (Lost)

                Republican
",NORTH CAROLINA,4414
N00044027,Greg Murphy ,R,NC03,Y,Y,W,I,H0NC03172,NC03,Greg Murphy,"U.S. House
",H,USH_NC_GREG_MURPHY.jpg,https://static.votesmart.org/static/canphoto/166135.jpg,"
                Greg Murphy

                (Won)

                Republican
",NORTH CAROLINA,4332
N00044028,Shannon Bray ,L,NCS1,Y,Y,,C,S0NC00335,NCS1,Shannon Bray,"U.S. Senate
",S,USS_NC_SHANNON_BRAY.jpg,https://static.votesmart.org/static/canphoto/186258.jpg,"
                Shannon Bray

                (Lost)

                Libertarian
",NORTH CAROLINA,3869
N00044032,Richard Smith ,I,NC12,Y,Y,,C,H0NC12116,NC12,Richard Smith,"U.S. House
",H,USH_NC_RICHARD_SMITH.jpg,NA,"
                Richard Smith

                (Withdrawn)

                No Party Affiliation
",NORTH CAROLINA,243
N00044036,Jim Marchant ,R,NV04,Y,Y,W,C,H0NV04015,NV04,"Jim Marchant, Jr.","U.S. House
",H,USH_NV_JIM_MARCHANT_JR.jpg,https://static.votesmart.org/static/canphoto/169580.jpg,"
                Jim Marchant, Jr.

                (Lost)

                Republican
",NEVADA,3587
N00044037,Daniel Craig Ross ,I,NY03,Y,Y,,C,H0NY03067,NY03,Daniel Ross,"U.S. House
",H,USH_NY_DANIEL_ROSS.jpg,https://static.votesmart.org/static/canphoto/191229.jpg,"
                Daniel Ross

                (Withdrawn)

                Independent
",NEW YORK,4842
N00044040,Nicole Malliotakis ,R,NY11,Y,Y,W,C,H0NY11078,NY11,Nicole Malliotakis,"U.S. House
",H,USH_NY_NICOLE_MALLIOTAKIS.jpg,https://static.votesmart.org/static/canphoto/127929.jpg,"
                Nicole Malliotakis

                (Won)

                Conservative, Republican
",NEW YORK,3933
N00044046,Rick Hofsheier ,I,OR01,Y,Y,,C,H0OR01145,OR01,,,,,NA,,,
N00044056,Michael Felts ,I,TX21,Y,Y,,C,H0TX21114,TX21,,,,,NA,,,
N00044059,Carol Iannuzzi ,D,TX26,Y,Y,W,C,H0TX26121,TX26,Carol Iannuzzi,"U.S. House
",H,USH_TX_CAROL_IANNUZZI.jpg,https://static.votesmart.org/static/canphoto/188203.jpg,"
                Carol Iannuzzi

                (Lost)

                Democratic
",TEXAS,4440
N00044065,Fred Keller ,R,PA12,Y,Y,W,I,H9PA12018,PA12,Fred Keller,"U.S. House
",H,USH_PA_FRED_KELLER.jpg,https://static.votesmart.org/static/canphoto/119553.jpg,"
                Fred Keller

                (Won)

                Republican
",PENNSYLVANIA,4148
N00044206,John Hickenlooper ,D,COS2,Y,Y,W,C,S0CO00575,COS2,John Hickenlooper,"U.S. Senate
",S,USS_CO_JOHN_HICKENLOOPER.jpg,https://static.votesmart.org/static/canphoto/71547.jpg,"
                John Hickenlooper

                (Won)

                Democratic
",COLORADO,3741
N00044223,Mark Kelly ,D,AZS1,Y,Y,W,C,S0AZ00350,AZS1,Mark Kelly,"U.S. Senate
",S,USS_AZ_MARK_KELLY.jpg,https://static.votesmart.org/static/canphoto/190594.jpg,"
                Mark Kelly

                (Won)

                Democratic
",ARIZONA,4131
N00044232,Jake Laturner ,R,KS02,Y,Y,W,O,H0KS02188,KS02,Jacob LaTurner,"U.S. House
",H,USH_KS_JACOB_LATURNER.jpg,https://static.votesmart.org/static/canphoto/107024.jpg,"
                Jacob LaTurner

                (Won)

                Republican
",KANSAS,12244
N00044238,Luis Ed Vergara ,I,NJS2,Y,Y,,C,S0NJ00183,NJS2,,,,,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/EdVergara.jpeg,,,
N00044240,Jaime Harrison ,D,SCS2,Y,Y,W,C,S0SC00289,SCS2,Jaime Harrison,"U.S. Senate
",S,USS_SC_JAIME_HARRISON.jpg,https://static.votesmart.org/static/canphoto/190424.jpg,"
                Jaime Harrison

                (Lost)

                Democratic
",SOUTH CAROLINA,3948
N00044245,Jerry Carl ,R,AL01,Y,Y,W,O,H0AL01055,AL01,Jerry Carl,"U.S. House
",H,USH_AL_JERRY_CARL.jpg,https://static.votesmart.org/static/canphoto/143749.jpg,"
                Jerry Carl

                (Won)

                Republican
",ALABAMA,4202
N00044293,Chris Bubser ,D,CA08,Y,Y,W,O,H0CA08101,CA08,Christine Bubser,"U.S. House
",H,USH_CA_CHRISTINE_BUBSER.jpg,https://static.votesmart.org/static/canphoto/188596.jpg,"
                Christine Bubser

                (Lost)

                Democratic
",CALIFORNIA,6324
N00044298,Mike Garcia ,R,CA25,Y,Y,W,I,H0CA25105,CA25,Mike Garcia,"U.S. House
",H,USH_CA_MIKE_GARCIA.jpg,https://static.votesmart.org/static/canphoto/188664.jpg,"
                Mike Garcia

                (Won)

                Republican
",CALIFORNIA,4368
N00044307,Jillian Freeland ,D,CO05,Y,Y,W,C,H0CO05129,CO05,Jillian Freeland,"U.S. House
",H,USH_CO_JILLIAN_FREELAND.jpg,https://static.votesmart.org/static/canphoto/191292.jpg,"
                Jillian Freeland

                (Lost)

                Democratic
",COLORADO,4508
N00044310,Sam Adams ,L,FL06,Y,Y,,C,H0FL06095,FL06,,,,,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Samuel-Adams.png,,,
N00044315,Greg Musselwhite ,R,FL20,Y,Y,,C,H0FL20120,FL20,Greg Musselwhite,"U.S. House
",H,USH_FL_GREG_MUSSELWHITE.jpg,https://static.votesmart.org/static/canphoto/191389.jpg,"
                Greg Musselwhite

                (Lost)

                Republican
",FLORIDA,5019
N00044321,Cande Christophe ,D,LA05,Y,Y,,O,H0LA05070,LA05,Sandra Christophe,"U.S. House
",H,USH_LA_SANDRA_CHRISTOPHE.jpg,https://static.votesmart.org/static/canphoto/193812.jpg,"
                Sandra Christophe

                (Lost)

                Democratic
",LOUISIANA,4336
N00044322,Jamie Zahlaway Belsito ,D,MA06,Y,Y,,C,H0MA06098,MA06,,,,,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/JamieBelsito1.jpg,,,
N00044325,Jon Hoadley ,D,MI06,Y,Y,W,C,H0MI06152,MI06,Jon Hoadley,"U.S. House
",H,USH_MI_JON_HOADLEY.jpg,https://static.votesmart.org/static/canphoto/153515.jpg,"
                Jon Hoadley

                (Lost)

                Democratic
",MICHIGAN,4211
N00044335,Dan Bishop ,R,NC09,Y,Y,W,I,H0NC09187,NC09,Dan Bishop,"U.S. House
",H,USH_NC_DAN_BISHOP.jpg,https://static.votesmart.org/static/canphoto/92423.jpg,"
                Dan Bishop

                (Won)

                Republican
",NORTH CAROLINA,18106
N00044339,Bill Brewster ,R,NC12,Y,Y,W,C,H0NC12124,NC12,"Bill Brewster, Jr.","U.S. House
",H,USH_NC_BILL_BREWSTER_JR.jpg,https://static.votesmart.org/static/canphoto/188524.jpg,"
                Bill Brewster, Jr.

                (Withdrawn)

                Republican
",NORTH CAROLINA,3770
N00044342,Stan Koshy ,I,NJ12,Y,Y,,C,H0NJ12188,NJ12,,,,,NA,,,
N00044346,Ritchie Torres ,D,NY15,Y,Y,,O,H0NY15160,NY15,Ritchie Torres,"U.S. House
",H,USH_NY_RITCHIE_TORRES.jpg,https://static.votesmart.org/static/canphoto/161718.jpg,"
                Ritchie Torres

                (Won)

                Democratic
",NEW YORK,2910
N00044349,Elizabeth Joy ,R,NY20,Y,Y,W,C,H0NY20111,NY20,Elizabeth Joy,"U.S. House
",H,USH_NY_ELIZABETH_JOY.jpg,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/EZ.jpg,"
                Elizabeth Joy

                (Lost)

                Conservative, Republican, Serve America Movement
",NEW YORK,243
N00044358,Jose Nadal Power ,D,PR00,Y,Y,,C,H0PR01018,PR00,,,,,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/JoseNadalPower.PNG,,,
N00044359,Adair Boroughs ,D,SC02,Y,Y,W,C,H0SC02061,SC02,Adair Ford Boroughs,"U.S. House
",H,USH_SC_ADAIR_FORD_BOROUGHS.jpg,https://static.votesmart.org/static/canphoto/190430.jpg,"
                Adair Ford Boroughs

                (Lost)

                Democratic
",SOUTH CAROLINA,3771
N00044362,Wesley Hunt ,R,TX07,Y,Y,W,C,H0TX07170,TX07,Wesley Hunt,"U.S. House
",H,USH_TX_WESLEY_HUNT.jpg,https://static.votesmart.org/static/canphoto/188147.jpg,"
                Wesley Hunt

                (Lost)

                Republican
",TEXAS,5127
