wmpid,full_name,opponents,opponent_names
WMPID2619,Patrick Ryan,WMPID3771|WMPID4929,Colin Schmitt|Aisha Mills|Patrick Ryan
WMPID1196,Paul Tonko,WMPID512|WMPID3093,Elizabeth Joy|Rostislav Rar|Paul Tonko
WMPID1629,Josh Riley,WMPID4102|WMPID2570,Marcus Molinaro|Jamie Cheney|Josh Riley
WMPID3594,Max Della Pia,WMPID2368|WMPID4849|WMPID4778|WMPID4798,Joseph Sempolinski|Carl Pasquale Paladino|Nick Langworthy|James Allen Regenor|Max Della Pia
WMPID1201,Joseph D Morelle,WMPID4247,La'Ron Desmond Singletary|Joseph D Morelle
WMPID1202,Steve Chabot,WMPID3309,Greg Landsman|Steve Chabot
WMPID1612,David Esrati,WMPID829,Michael R Turner|David Esrati
WMPID1203,Robert E Latta,WMPID3698,Craig Stephen Swartz|Robert E Latta
WMPID1205,Vanessa Enoch,WMPID1007,Warren Davidson|Vanessa Enoch
WMPID1207,Troy Balderson,WMPID2040,Amy Rippel-Elton|Troy Balderson
WMPID2097,Louis George Lyras,WMPID534,Bill Johnson|Louis George Lyras
WMPID1212,Kevin Hern,WMPID4392|WMPID1008,Adam Martin|Evelyn Rogers|Kevin Hern
WMPID1213,Mary Brannon,WMPID835,Tom Cole|Mary Brannon
WMPID4278,Jamie Mcleod-Skinner,WMPID3896,Lori Chavez-Deremer|Jamie Mcleod-Skinner
WMPID5152,James Milo Howard,WMPID560|WMPID4342|WMPID5119|WMPID5143,Alek Skarlatos|Valerie Hoyle|Levi Leatherberry|James Milo Howard|Michael Allan Beilstein
WMPID5143,Michael Allan Beilstein,WMPID560|WMPID4342|WMPID5119|WMPID5152,Alek Skarlatos|Valerie Hoyle|Levi Leatherberry|James Milo Howard|Michael Allan Beilstein
WMPID1217,Madeleine Dean,WMPID2876,Christian Nascimento|Madeleine Dean
WMPID1218,Glenn Thompson,WMPID4937,Mike Molesevich|Glenn Thompson
WMPID1219,Chrissy Houlahan,WMPID3395,Guy Ciarrocchi|Chrissy Houlahan
WMPID1220,Mary Gay Scanlon,WMPID3975|WMPID4237,David Galluch|Robert Margus|Mary Gay Scanlon
WMPID1221,Dan Meuser,WMPID1613,Amanda Waldman|Dan Meuser
WMPID1222,John Joyce,,John Joyce
WMPID1223,Susan Wild,WMPID571,Lisa Scheller|Susan Wild
WMPID1225,Guy Reschenthaler,,Guy Reschenthaler
WMPID1228,William Timmons,WMPID841|WMPID4826,Michael Chandler|Ken Hill|William Timmons
WMPID1229,Ralph Norman,WMPID4870|WMPID5133,Evangeline Hundley|Larry Gaither|Ralph Norman
WMPID1230,Larry Guy Hammond,WMPID2653|WMPID4167,Russell Fry|Daryl Scott|Larry Guy Hammond
WMPID1231,Dusty Johnson,WMPID5122,Collin Duprel|Dusty Johnson
WMPID1232,Tim Burchett,WMPID3099,Mark Desmond Harmon|Tim Burchett
WMPID1836,Russell Steele,WMPID610|WMPID2587|WMPID5110|WMPID5159,Scott Desjarlais|Clyde Benson|Mike Winton|Tharon Chandler|Russell Steele
WMPID1235,Christopher Monday,WMPID4857|WMPID1236,Randal Dean Cooper|Christopher Monday|John Rose
WMPID1236,John Rose,WMPID4857|WMPID1235,Randal Dean Cooper|Christopher Monday|John Rose
WMPID1238,Mark Green,WMPID1700,Jacquelyn Odessa Kelly|Mark Green
WMPID1240,Dan Crenshaw,WMPID4285,Robin Dawn Fulford|Dan Crenshaw
WMPID1242,Ken Ashby,WMPID855|WMPID2240,Marc Veasey|Patrick David Gillespie|Ken Ashby
WMPID1243,Lance Gooden,WMPID3260,Tartisha Hill|Lance Gooden
WMPID2848,John Kevin Sr. Ellzey,WMPID3233,Takona Eileen Scauflaire|John Kevin Sr. Ellzey
WMPID1246,Lizzie Fletcher,WMPID639,Johnny Teague|Lizzie Fletcher
WMPID1248,Phil Kurtz,WMPID1707|WMPID3459|WMPID931|WMPID5052,Carmen Montiel|Tina Richel Seals Singh Chaudry Kumar|Sheila Jackson Lee|Vince Duncan|Phil Kurtz
WMPID1251,Veronica Escobar,WMPID655,Irene Armendariz-Jackson|Veronica Escobar
WMPID1254,Chip Roy,WMPID4581,Claudia Andreana Zapata|Chip Roy
WMPID1259,Michael Cloud,WMPID2304,Maclovio Jr Perez|Michael Cloud
WMPID2797,Michael Idrogo,WMPID1903|WMPID3613,Eldon Dan Mcqueen|Greg Casar|Michael Idrogo
WMPID1260,Ross Leone,WMPID654|WMPID3257,Monica De La Cruz Hernandez|Michelle Vallejo|Ross Leone
WMPID1261,Sylvia Garcia,WMPID4350,Robert Allan Schafranek|Sylvia Garcia
WMPID1263,Colin Allred,WMPID4519,Antonio Swad|Colin Allred
WMPID1264,John Curtis,WMPID4250|WMPID2124|WMPID3250,Glenn Wright|Michael Stoddard|John Curtis|Aaron Heineman
WMPID3250,Aaron Heineman,WMPID4250|WMPID2124|WMPID1264,Glenn Wright|Michael Stoddard|John Curtis|Aaron Heineman
WMPID4007,Darlene Mcdonald,WMPID706|WMPID2610,Burgess Owens|January Walker|Darlene Mcdonald
WMPID1266,Rob Wittman,WMPID5138|WMPID4367|WMPID3620,David Foster|Austin Ryan Nichols|Herbert Carroll Jr Jones|Rob Wittman
WMPID4616,Garry Hubbard,WMPID2896|WMPID1267,Jennifer Kiggans|Garry Hubbard|Elaine Luria
WMPID1267,Elaine Luria,WMPID2896|WMPID4616,Jennifer Kiggans|Garry Hubbard|Elaine Luria
WMPID1268,Ben Cline,WMPID2756|WMPID3329,Daniel Joseph Lebeau|Ben Cline|Jennifer Lynn Lewis
WMPID3329,Jennifer Lynn Lewis,WMPID2756|WMPID1268,Daniel Joseph Lebeau|Ben Cline|Jennifer Lynn Lewis
WMPID1269,Abigail Spanberger,WMPID3408,Yesli Vega|Abigail Spanberger
WMPID1270,Jennifer Wexton,WMPID4716,Hung Cao|Jennifer Wexton
WMPID1271,Gerry Connolly,WMPID3319|WMPID4161,Jeramy Olmack|James Myles|Gerry Connolly
WMPID1280,Kim Schrier,WMPID2880,Matt Larkin|Kim Schrier
WMPID1281,Bryan Steil,WMPID2029,Ann Roe|Bryan Steil
WMPID1283,Tim Rogers,WMPID940|WMPID5140,Gwen Moore|Tim Rogers|Robert Raymond
WMPID5140,Robert Raymond,WMPID940|WMPID1283,Gwen Moore|Tim Rogers|Robert Raymond
WMPID1285,Carol Miller,WMPID764|WMPID5094,Lacy Watson|Belinda Fox-Spencer|Carol Miller
WMPID1299,John Boozman,WMPID1969|WMPID1592|WMPID1684|WMPID4444|WMPID4666,John Boozman|Natalie James|Kenneth Cates|Stuart Shirrell|Nap Gant|James Garner
WMPID1302,Mark Kelly,WMPID3625|WMPID3907,Mark Kelly|Marc Victor|Blake Masters
WMPID1305,Michael Bennet,WMPID1859|WMPID3196|WMPID1773|WMPID3422,Michael Bennet|Aaron David Trevi?O|Joseph Matthew O'Dea|Teal'C Anderson|Frank Fisher Atwood
WMPID1315,Richard Blumenthal,WMPID4019|WMPID4773,Richard Blumenthal|Leora Levy|Kristi Talmadge
WMPID1321,Marco Rubio,WMPID174|WMPID3659|WMPID176|WMPID787|WMPID2873|WMPID3076|WMPID1644|WMPID2249,Marco Rubio|Howard Knepper|Steven Grant|Dennis Misigoy|Val Demings|Quoc Tuan Nguyen|Uloma Uma Ekpete|Salomon Sr. Hernandez|Moses Quiles
WMPID174,Howard Knepper,WMPID1321|WMPID3659|WMPID176|WMPID787|WMPID2873|WMPID3076|WMPID1644|WMPID2249,Marco Rubio|Howard Knepper|Steven Grant|Dennis Misigoy|Val Demings|Quoc Tuan Nguyen|Uloma Uma Ekpete|Salomon Sr. Hernandez|Moses Quiles
WMPID1330,Raphael Warnock,WMPID4511|WMPID3554|WMPID4086,Raphael Warnock|Herschel Walker|Eric Chase Johnson|Oliver Chase
WMPID1342,Chuck Grassley,WMPID2549,Chuck Grassley|Michael Franken
WMPID1352,Jerry Moran,WMPID3765|WMPID5153,Jerry Moran|Mark Holland|David Graham
WMPID1357,Rand Paul,WMPID2244|WMPID2695,Rand Paul|Charles Booker|David Biery
WMPID2244,Charles Booker,WMPID1357|WMPID2695,Rand Paul|Charles Booker|David Biery
WMPID1370,Xan John,WMPID2339|WMPID4438|WMPID4532|WMPID4727|WMPID3983|WMPID4822|WMPID1507|WMPID1481|WMPID4986,Xan John|Nicholas Parham|Luke Mixon|Michael Dukes Victorian|Gary Jr. Chambers|Syrita Steib|Albert Kyder|Vinny Mendoza|John Kennedy|Brannon Mcmorris
WMPID4757,Jonathan Dine,WMPID1722|WMPID4545|WMPID1599|WMPID4178|WMPID4659|WMPID4903|WMPID5005,Jonathan Dine|Nicholas Crane Strauss|Eric Schmitt|Steven Craig Price|Leonard Tunnell|Trudy Busch Valentine|John Frederick Wood|Paul Venable
WMPID1396,Shannon Bray,WMPID3087|WMPID4423|WMPID3197|WMPID3297|WMPID3949|WMPID3021|WMPID4235|WMPID1886,Shannon Bray|Hayden Zel None Boyette|Kimrey Woodards. Rhinehardt|Brenda Laney Rodriguez|Cheri Beasley|Theodore Budd|Matthew Patrick Hoh|Marc Michael White|Michelle Estelle Lewis
WMPID1399,John Hoeven,WMPID2989,John Hoeven|Katrina Christiansen
WMPID1405,Don Bolduc,WMPID2496|WMPID1514,Don Bolduc|Jeremy Kauffman|Margaret Hassan
WMPID1445,Mike Lee,WMPID3978|WMPID4530|WMPID4261|WMPID4959,Mike Lee|David Evan Mcmullin|Tommy Williams|James Arthur Hansen|Michael Joseph Seguin
WMPID1450,Ron Johnson,WMPID3887|WMPID2352|WMPID4650,Ron Johnson|Samuel Nicholas D?Amico|Scott Alan Aubart|Mandela Barnes
WMPID4671,Kelly Tshibaka,WMPID4828|WMPID4999|WMPID1471,Kelly Tshibaka|Patricia Chesbro|Buzz Kelley|Lisa Murkowski
WMPID4828,Patricia Chesbro,WMPID4671|WMPID4999|WMPID1471,Kelly Tshibaka|Patricia Chesbro|Buzz Kelley|Lisa Murkowski
WMPID4999,Buzz Kelley,WMPID4671|WMPID4828|WMPID1471,Kelly Tshibaka|Patricia Chesbro|Buzz Kelley|Lisa Murkowski
WMPID3864,Katie Boyd Britt,WMPID2592|WMPID1966|WMPID3679|WMPID5101,Katie Boyd Britt|Jarmal Jabbar Sander|Richard Adam Bowers|Willie Eugene Jr. Boyd|John Sophocleus
WMPID2592,Jarmal Jabbar Sander,WMPID3864|WMPID1966|WMPID3679|WMPID5101,Katie Boyd Britt|Jarmal Jabbar Sander|Richard Adam Bowers|Willie Eugene Jr. Boyd|John Sophocleus
WMPID1966,Richard Adam Bowers,WMPID3864|WMPID2592|WMPID3679|WMPID5101,Katie Boyd Britt|Jarmal Jabbar Sander|Richard Adam Bowers|Willie Eugene Jr. Boyd|John Sophocleus
WMPID3679,Willie Eugene Jr. Boyd,WMPID3864|WMPID2592|WMPID1966|WMPID5101,Katie Boyd Britt|Jarmal Jabbar Sander|Richard Adam Bowers|Willie Eugene Jr. Boyd|John Sophocleus
WMPID5101,John Sophocleus,WMPID3864|WMPID2592|WMPID1966|WMPID3679,Katie Boyd Britt|Jarmal Jabbar Sander|Richard Adam Bowers|Willie Eugene Jr. Boyd|John Sophocleus
WMPID1969,Natalie James,WMPID1299|WMPID1592|WMPID1684|WMPID4444|WMPID4666,John Boozman|Natalie James|Kenneth Cates|Stuart Shirrell|Nap Gant|James Garner
WMPID1592,Kenneth Cates,WMPID1299|WMPID1969|WMPID1684|WMPID4444|WMPID4666,John Boozman|Natalie James|Kenneth Cates|Stuart Shirrell|Nap Gant|James Garner
WMPID1684,Stuart Shirrell,WMPID1299|WMPID1969|WMPID1592|WMPID4444|WMPID4666,John Boozman|Natalie James|Kenneth Cates|Stuart Shirrell|Nap Gant|James Garner
WMPID4444,Nap Gant,WMPID1299|WMPID1969|WMPID1592|WMPID1684|WMPID4666,John Boozman|Natalie James|Kenneth Cates|Stuart Shirrell|Nap Gant|James Garner
WMPID4666,James Garner,WMPID1299|WMPID1969|WMPID1592|WMPID1684|WMPID4444,John Boozman|Natalie James|Kenneth Cates|Stuart Shirrell|Nap Gant|James Garner
WMPID3625,Marc Victor,WMPID1302|WMPID3907,Mark Kelly|Marc Victor|Blake Masters
WMPID3907,Blake Masters,WMPID1302|WMPID3625,Mark Kelly|Marc Victor|Blake Masters
WMPID1456,Alex Padilla,WMPID3569,Alex Padilla|Mark Meuser
WMPID3569,Mark Meuser,WMPID1456,Alex Padilla|Mark Meuser
WMPID1859,Aaron David Trevi?O,WMPID1305|WMPID3196|WMPID1773|WMPID3422,Michael Bennet|Aaron David Trevi?O|Joseph Matthew O'Dea|Teal'C Anderson|Frank Fisher Atwood
WMPID3196,Joseph Matthew O'Dea,WMPID1305|WMPID1859|WMPID1773|WMPID3422,Michael Bennet|Aaron David Trevi?O|Joseph Matthew O'Dea|Teal'C Anderson|Frank Fisher Atwood
WMPID1773,Teal'C Anderson,WMPID1305|WMPID1859|WMPID3196|WMPID3422,Michael Bennet|Aaron David Trevi?O|Joseph Matthew O'Dea|Teal'C Anderson|Frank Fisher Atwood
WMPID3422,Frank Fisher Atwood,WMPID1305|WMPID1859|WMPID3196|WMPID1773,Michael Bennet|Aaron David Trevi?O|Joseph Matthew O'Dea|Teal'C Anderson|Frank Fisher Atwood
WMPID4019,Leora Levy,WMPID1315|WMPID4773,Richard Blumenthal|Leora Levy|Kristi Talmadge
WMPID4773,Kristi Talmadge,WMPID1315|WMPID4019,Richard Blumenthal|Leora Levy|Kristi Talmadge
WMPID3659,Steven Grant,WMPID1321|WMPID174|WMPID176|WMPID787|WMPID2873|WMPID3076|WMPID1644|WMPID2249,Marco Rubio|Howard Knepper|Steven Grant|Dennis Misigoy|Val Demings|Quoc Tuan Nguyen|Uloma Uma Ekpete|Salomon Sr. Hernandez|Moses Quiles
WMPID176,Dennis Misigoy,WMPID1321|WMPID174|WMPID3659|WMPID787|WMPID2873|WMPID3076|WMPID1644|WMPID2249,Marco Rubio|Howard Knepper|Steven Grant|Dennis Misigoy|Val Demings|Quoc Tuan Nguyen|Uloma Uma Ekpete|Salomon Sr. Hernandez|Moses Quiles
WMPID787,Val Demings,WMPID1321|WMPID174|WMPID3659|WMPID176|WMPID2873|WMPID3076|WMPID1644|WMPID2249,Marco Rubio|Howard Knepper|Steven Grant|Dennis Misigoy|Val Demings|Quoc Tuan Nguyen|Uloma Uma Ekpete|Salomon Sr. Hernandez|Moses Quiles
WMPID2873,Quoc Tuan Nguyen,WMPID1321|WMPID174|WMPID3659|WMPID176|WMPID787|WMPID3076|WMPID1644|WMPID2249,Marco Rubio|Howard Knepper|Steven Grant|Dennis Misigoy|Val Demings|Quoc Tuan Nguyen|Uloma Uma Ekpete|Salomon Sr. Hernandez|Moses Quiles
WMPID3076,Uloma Uma Ekpete,WMPID1321|WMPID174|WMPID3659|WMPID176|WMPID787|WMPID2873|WMPID1644|WMPID2249,Marco Rubio|Howard Knepper|Steven Grant|Dennis Misigoy|Val Demings|Quoc Tuan Nguyen|Uloma Uma Ekpete|Salomon Sr. Hernandez|Moses Quiles
WMPID1644,Salomon Sr. Hernandez,WMPID1321|WMPID174|WMPID3659|WMPID176|WMPID787|WMPID2873|WMPID3076|WMPID2249,Marco Rubio|Howard Knepper|Steven Grant|Dennis Misigoy|Val Demings|Quoc Tuan Nguyen|Uloma Uma Ekpete|Salomon Sr. Hernandez|Moses Quiles
WMPID2249,Moses Quiles,WMPID1321|WMPID174|WMPID3659|WMPID176|WMPID787|WMPID2873|WMPID3076|WMPID1644,Marco Rubio|Howard Knepper|Steven Grant|Dennis Misigoy|Val Demings|Quoc Tuan Nguyen|Uloma Uma Ekpete|Salomon Sr. Hernandez|Moses Quiles
WMPID4511,Herschel Walker,WMPID1330|WMPID3554|WMPID4086,Raphael Warnock|Herschel Walker|Eric Chase Johnson|Oliver Chase
WMPID3554,Eric Chase Johnson,WMPID1330|WMPID4511|WMPID4086,Raphael Warnock|Herschel Walker|Eric Chase Johnson|Oliver Chase
WMPID4086,Oliver Chase,WMPID1330|WMPID4511|WMPID3554,Raphael Warnock|Herschel Walker|Eric Chase Johnson|Oliver Chase
WMPID2612,Robert Mcdermott,WMPID3712|WMPID4797|WMPID4847|WMPID1478,Robert Mcdermott|Feena Bonoan|Emma Jane Avila Pohlman|Daniel Burt IV Decker|Brian Schatz
WMPID3712,Feena Bonoan,WMPID2612|WMPID4797|WMPID4847|WMPID1478,Robert Mcdermott|Feena Bonoan|Emma Jane Avila Pohlman|Daniel Burt IV Decker|Brian Schatz
WMPID4797,Emma Jane Avila Pohlman,WMPID2612|WMPID3712|WMPID4847|WMPID1478,Robert Mcdermott|Feena Bonoan|Emma Jane Avila Pohlman|Daniel Burt IV Decker|Brian Schatz
WMPID4847,Daniel Burt IV Decker,WMPID2612|WMPID3712|WMPID4797|WMPID1478,Robert Mcdermott|Feena Bonoan|Emma Jane Avila Pohlman|Daniel Burt IV Decker|Brian Schatz
WMPID2549,Michael Franken,WMPID1342,Chuck Grassley|Michael Franken
WMPID2511,Scott Oh Cleveland,WMPID2576|WMPID3320|WMPID1531,Scott Oh Cleveland|David Jordan Roth|Carta Reale Sierra|Mike Crapo
WMPID2576,David Jordan Roth,WMPID2511|WMPID3320|WMPID1531,Scott Oh Cleveland|David Jordan Roth|Carta Reale Sierra|Mike Crapo
WMPID3320,Carta Reale Sierra,WMPID2511|WMPID2576|WMPID1531,Scott Oh Cleveland|David Jordan Roth|Carta Reale Sierra|Mike Crapo
WMPID3751,Daniel Hauskins,WMPID4183|WMPID2659|WMPID2419|WMPID1504,Daniel Hauskins|William Redpath|Kathy Raye Salvi|Bradley Lamar Jr. Horges|Tammy Duckworth
WMPID4183,William Redpath,WMPID3751|WMPID2659|WMPID2419|WMPID1504,Daniel Hauskins|William Redpath|Kathy Raye Salvi|Bradley Lamar Jr. Horges|Tammy Duckworth
WMPID2659,Kathy Raye Salvi,WMPID3751|WMPID4183|WMPID2419|WMPID1504,Daniel Hauskins|William Redpath|Kathy Raye Salvi|Bradley Lamar Jr. Horges|Tammy Duckworth
WMPID2419,Bradley Lamar Jr. Horges,WMPID3751|WMPID4183|WMPID2659|WMPID1504,Daniel Hauskins|William Redpath|Kathy Raye Salvi|Bradley Lamar Jr. Horges|Tammy Duckworth
WMPID4510,Haneefah Khaaliq,WMPID3496|WMPID241|WMPID1575|WMPID3441|WMPID1505,Haneefah Khaaliq|Jason Gabehart|Ellen Kizik|Thomas Jr Mcdermott|James Sceniak|Todd Young
WMPID3496,Jason Gabehart,WMPID4510|WMPID241|WMPID1575|WMPID3441|WMPID1505,Haneefah Khaaliq|Jason Gabehart|Ellen Kizik|Thomas Jr Mcdermott|James Sceniak|Todd Young
WMPID241,Ellen Kizik,WMPID4510|WMPID3496|WMPID1575|WMPID3441|WMPID1505,Haneefah Khaaliq|Jason Gabehart|Ellen Kizik|Thomas Jr Mcdermott|James Sceniak|Todd Young
WMPID1575,Thomas Jr Mcdermott,WMPID4510|WMPID3496|WMPID241|WMPID3441|WMPID1505,Haneefah Khaaliq|Jason Gabehart|Ellen Kizik|Thomas Jr Mcdermott|James Sceniak|Todd Young
WMPID3441,James Sceniak,WMPID4510|WMPID3496|WMPID241|WMPID1575|WMPID1505,Haneefah Khaaliq|Jason Gabehart|Ellen Kizik|Thomas Jr Mcdermott|James Sceniak|Todd Young
WMPID3765,Mark Holland,WMPID1352|WMPID5153,Jerry Moran|Mark Holland|David Graham
WMPID5153,David Graham,WMPID1352|WMPID3765,Jerry Moran|Mark Holland|David Graham
WMPID2695,David Biery,WMPID1357|WMPID2244,Rand Paul|Charles Booker|David Biery
WMPID2339,Nicholas Parham,WMPID1370|WMPID4438|WMPID4532|WMPID4727|WMPID3983|WMPID4822|WMPID1507|WMPID1481|WMPID4986,Xan John|Nicholas Parham|Luke Mixon|Michael Dukes Victorian|Gary Jr. Chambers|Syrita Steib|Albert Kyder|Vinny Mendoza|John Kennedy|Brannon Mcmorris
WMPID4438,Luke Mixon,WMPID1370|WMPID2339|WMPID4532|WMPID4727|WMPID3983|WMPID4822|WMPID1507|WMPID1481|WMPID4986,Xan John|Nicholas Parham|Luke Mixon|Michael Dukes Victorian|Gary Jr. Chambers|Syrita Steib|Albert Kyder|Vinny Mendoza|John Kennedy|Brannon Mcmorris
WMPID4532,Michael Dukes Victorian,WMPID1370|WMPID2339|WMPID4438|WMPID4727|WMPID3983|WMPID4822|WMPID1507|WMPID1481|WMPID4986,Xan John|Nicholas Parham|Luke Mixon|Michael Dukes Victorian|Gary Jr. Chambers|Syrita Steib|Albert Kyder|Vinny Mendoza|John Kennedy|Brannon Mcmorris
WMPID4727,Gary Jr. Chambers,WMPID1370|WMPID2339|WMPID4438|WMPID4532|WMPID3983|WMPID4822|WMPID1507|WMPID1481|WMPID4986,Xan John|Nicholas Parham|Luke Mixon|Michael Dukes Victorian|Gary Jr. Chambers|Syrita Steib|Albert Kyder|Vinny Mendoza|John Kennedy|Brannon Mcmorris
WMPID3983,Syrita Steib,WMPID1370|WMPID2339|WMPID4438|WMPID4532|WMPID4727|WMPID4822|WMPID1507|WMPID1481|WMPID4986,Xan John|Nicholas Parham|Luke Mixon|Michael Dukes Victorian|Gary Jr. Chambers|Syrita Steib|Albert Kyder|Vinny Mendoza|John Kennedy|Brannon Mcmorris
WMPID4822,Albert Kyder,WMPID1370|WMPID2339|WMPID4438|WMPID4532|WMPID4727|WMPID3983|WMPID1507|WMPID1481|WMPID4986,Xan John|Nicholas Parham|Luke Mixon|Michael Dukes Victorian|Gary Jr. Chambers|Syrita Steib|Albert Kyder|Vinny Mendoza|John Kennedy|Brannon Mcmorris
WMPID1507,Vinny Mendoza,WMPID1370|WMPID2339|WMPID4438|WMPID4532|WMPID4727|WMPID3983|WMPID4822|WMPID1481|WMPID4986,Xan John|Nicholas Parham|Luke Mixon|Michael Dukes Victorian|Gary Jr. Chambers|Syrita Steib|Albert Kyder|Vinny Mendoza|John Kennedy|Brannon Mcmorris
WMPID1722,Nicholas Crane Strauss,WMPID4757|WMPID4545|WMPID1599|WMPID4178|WMPID4659|WMPID4903|WMPID5005,Jonathan Dine|Nicholas Crane Strauss|Eric Schmitt|Steven Craig Price|Leonard Tunnell|Trudy Busch Valentine|John Frederick Wood|Paul Venable
WMPID4545,Eric Schmitt,WMPID4757|WMPID1722|WMPID1599|WMPID4178|WMPID4659|WMPID4903|WMPID5005,Jonathan Dine|Nicholas Crane Strauss|Eric Schmitt|Steven Craig Price|Leonard Tunnell|Trudy Busch Valentine|John Frederick Wood|Paul Venable
WMPID1599,Steven Craig Price,WMPID4757|WMPID1722|WMPID4545|WMPID4178|WMPID4659|WMPID4903|WMPID5005,Jonathan Dine|Nicholas Crane Strauss|Eric Schmitt|Steven Craig Price|Leonard Tunnell|Trudy Busch Valentine|John Frederick Wood|Paul Venable
WMPID4178,Leonard Tunnell,WMPID4757|WMPID1722|WMPID4545|WMPID1599|WMPID4659|WMPID4903|WMPID5005,Jonathan Dine|Nicholas Crane Strauss|Eric Schmitt|Steven Craig Price|Leonard Tunnell|Trudy Busch Valentine|John Frederick Wood|Paul Venable
WMPID4659,Trudy Busch Valentine,WMPID4757|WMPID1722|WMPID4545|WMPID1599|WMPID4178|WMPID4903|WMPID5005,Jonathan Dine|Nicholas Crane Strauss|Eric Schmitt|Steven Craig Price|Leonard Tunnell|Trudy Busch Valentine|John Frederick Wood|Paul Venable
WMPID4903,John Frederick Wood,WMPID4757|WMPID1722|WMPID4545|WMPID1599|WMPID4178|WMPID4659|WMPID5005,Jonathan Dine|Nicholas Crane Strauss|Eric Schmitt|Steven Craig Price|Leonard Tunnell|Trudy Busch Valentine|John Frederick Wood|Paul Venable
WMPID5005,Paul Venable,WMPID4757|WMPID1722|WMPID4545|WMPID1599|WMPID4178|WMPID4659|WMPID4903,Jonathan Dine|Nicholas Crane Strauss|Eric Schmitt|Steven Craig Price|Leonard Tunnell|Trudy Busch Valentine|John Frederick Wood|Paul Venable
WMPID3087,Hayden Zel None Boyette,WMPID1396|WMPID4423|WMPID3197|WMPID3297|WMPID3949|WMPID3021|WMPID4235|WMPID1886,Shannon Bray|Hayden Zel None Boyette|Kimrey Woodards. Rhinehardt|Brenda Laney Rodriguez|Cheri Beasley|Theodore Budd|Matthew Patrick Hoh|Marc Michael White|Michelle Estelle Lewis
WMPID4423,Kimrey Woodards. Rhinehardt,WMPID1396|WMPID3087|WMPID3197|WMPID3297|WMPID3949|WMPID3021|WMPID4235|WMPID1886,Shannon Bray|Hayden Zel None Boyette|Kimrey Woodards. Rhinehardt|Brenda Laney Rodriguez|Cheri Beasley|Theodore Budd|Matthew Patrick Hoh|Marc Michael White|Michelle Estelle Lewis
WMPID3197,Brenda Laney Rodriguez,WMPID1396|WMPID3087|WMPID4423|WMPID3297|WMPID3949|WMPID3021|WMPID4235|WMPID1886,Shannon Bray|Hayden Zel None Boyette|Kimrey Woodards. Rhinehardt|Brenda Laney Rodriguez|Cheri Beasley|Theodore Budd|Matthew Patrick Hoh|Marc Michael White|Michelle Estelle Lewis
WMPID3297,Cheri Beasley,WMPID1396|WMPID3087|WMPID4423|WMPID3197|WMPID3949|WMPID3021|WMPID4235|WMPID1886,Shannon Bray|Hayden Zel None Boyette|Kimrey Woodards. Rhinehardt|Brenda Laney Rodriguez|Cheri Beasley|Theodore Budd|Matthew Patrick Hoh|Marc Michael White|Michelle Estelle Lewis
WMPID3949,Theodore Budd,WMPID1396|WMPID3087|WMPID4423|WMPID3197|WMPID3297|WMPID3021|WMPID4235|WMPID1886,Shannon Bray|Hayden Zel None Boyette|Kimrey Woodards. Rhinehardt|Brenda Laney Rodriguez|Cheri Beasley|Theodore Budd|Matthew Patrick Hoh|Marc Michael White|Michelle Estelle Lewis
WMPID3021,Matthew Patrick Hoh,WMPID1396|WMPID3087|WMPID4423|WMPID3197|WMPID3297|WMPID3949|WMPID4235|WMPID1886,Shannon Bray|Hayden Zel None Boyette|Kimrey Woodards. Rhinehardt|Brenda Laney Rodriguez|Cheri Beasley|Theodore Budd|Matthew Patrick Hoh|Marc Michael White|Michelle Estelle Lewis
WMPID4235,Marc Michael White,WMPID1396|WMPID3087|WMPID4423|WMPID3197|WMPID3297|WMPID3949|WMPID3021|WMPID1886,Shannon Bray|Hayden Zel None Boyette|Kimrey Woodards. Rhinehardt|Brenda Laney Rodriguez|Cheri Beasley|Theodore Budd|Matthew Patrick Hoh|Marc Michael White|Michelle Estelle Lewis
WMPID1886,Michelle Estelle Lewis,WMPID1396|WMPID3087|WMPID4423|WMPID3197|WMPID3297|WMPID3949|WMPID3021|WMPID4235,Shannon Bray|Hayden Zel None Boyette|Kimrey Woodards. Rhinehardt|Brenda Laney Rodriguez|Cheri Beasley|Theodore Budd|Matthew Patrick Hoh|Marc Michael White|Michelle Estelle Lewis
WMPID2989,Katrina Christiansen,WMPID1399,John Hoeven|Katrina Christiansen
WMPID2496,Jeremy Kauffman,WMPID1405|WMPID1514,Don Bolduc|Jeremy Kauffman|Margaret Hassan
WMPID4165,Peter John Griffin,WMPID2154|WMPID2987|WMPID1989|WMPID5009|WMPID1516,Peter John Griffin|Gretchen Rae Lowe|Adam Laxalt|Joseph Destin|Barry Lindemann|Catherine Cortez Masto
WMPID2154,Gretchen Rae Lowe,WMPID4165|WMPID2987|WMPID1989|WMPID5009|WMPID1516,Peter John Griffin|Gretchen Rae Lowe|Adam Laxalt|Joseph Destin|Barry Lindemann|Catherine Cortez Masto
WMPID2987,Adam Laxalt,WMPID4165|WMPID2154|WMPID1989|WMPID5009|WMPID1516,Peter John Griffin|Gretchen Rae Lowe|Adam Laxalt|Joseph Destin|Barry Lindemann|Catherine Cortez Masto
